Date,ProductID,StoreID,UnitsSold,Price,Discount,MarketingSpend,Holiday,DayOfWeek,Month,Demand
2024-02-19,1056,15,211,1982.04,49,11503,1,0,2,211.96
2024-02-20,1036,1,331,231.16,12,43727,1,1,2,331.77
2024-02-21,1059,9,257,1555.62,35,30218,0,2,2,257.03
2024-02-22,1045,14,277,874.33,29,35782,0,3,2,277.93
2024-02-23,1098,8,317,310.9,12,45716,0,4,2,317.59
2024-02-24,1016,2,156,1609.58,15,16717,0,5,2,156.64
2024-02-25,1065,13,265,1367.02,30,36323,0,6,2,265.67
2024-02-26,1054,7,122,1005.23,0,16592,0,0,2,122.6
2024-02-27,1012,19,350,779.85,24,48829,0,1,2,350.65
2024-02-28,1073,10,81,1660.72,19,1159,0,2,2,81.96
2024-02-29,1049,14,231,1662.82,23,32566,0,3,2,231.34
2024-03-01,1086,8,184,615.68,30,13237,0,4,3,184.52
2024-03-02,1097,11,284,615.94,48,25142,0,5,3,284.99
2024-03-03,1017,6,149,1801.88,23,15087,0,6,3,149.24
2024-03-04,1068,12,295,1507.72,28,42627,0,0,3,295.52
2024-03-05,1026,2,203,695.36,35,17209,0,1,3,203.95
2024-03-06,1012,19,408,1828.89,47,49695,1,2,3,408.55
2024-03-07,1089,1,197,1867.32,24,24478,0,3,3,197.22
2024-03-08,1022,11,237,1366.13,32,25427,0,4,3,237.79
2024-03-09,1072,19,352,1305.25,36,46968,0,5,3,352.31
2024-03-10,1047,7,135,1050.76,40,2378,0,6,3,135.37
2024-03-11,1070,9,250,453.44,36,25972,0,0,3,250.58
2024-03-12,1001,16,295,805.21,37,31154,0,1,3,295.16
2024-03-13,1086,13,214,168.28,8,19135,1,2,3,214.04
2024-03-14,1035,18,177,1500.48,5,20604,0,3,3,177.68
2024-03-15,1020,11,166,798.79,48,5213,0,4,3,166.17
2024-03-16,1052,12,225,289.75,9,29172,0,5,3,225.78
2024-03-17,1024,3,259,868.15,16,37021,0,6,3,259.8
2024-03-18,1028,11,206,1767.53,25,27853,0,0,3,206.95
2024-03-19,1080,8,106,349.88,11,4866,0,1,3,106.05
2024-03-20,1041,15,259,1633.6,33,31116,0,2,3,259.93
2024-03-21,1056,12,277,102.57,42,21963,0,3,3,277.25
2024-03-22,1099,15,115,1383.6,31,5426,0,4,3,115.93
2024-03-23,1044,4,339,1808.96,28,42448,1,5,3,339.95
2024-03-24,1097,13,326,1520.14,22,42475,1,6,3,326.18
2024-03-25,1014,9,155,489.46,25,8659,0,0,3,155.81
2024-03-26,1056,10,250,698.78,18,23794,1,1,3,250.03
2024-03-27,1094,11,351,593.82,48,33430,1,2,3,351.88
2024-03-28,1087,15,341,215.19,45,37081,0,3,3,341.05
2024-03-29,1074,1,320,1920.07,26,45769,0,4,3,320.17
2024-03-30,1060,14,389,244.85,37,45605,0,5,3,389.0
2024-03-31,1012,3,321,414.92,28,44527,0,6,3,321.39
2024-04-01,1032,17,293,1964.27,12,48153,0,0,4,293.28
2024-04-02,1010,5,287,930.29,18,39870,0,1,4,287.38
2024-04-03,1081,6,128,461.2,28,4642,0,2,4,128.94
2024-04-04,1079,2,161,1937.4,7,20596,0,3,4,161.38
2024-04-05,1093,4,171,569.95,0,22542,0,4,4,171.69
2024-04-06,1036,10,122,1590.4,27,4583,0,5,4,122.97
2024-04-07,1042,10,158,711.17,1,21022,0,6,4,158.67
2024-04-08,1092,3,207,1799.82,44,13297,1,0,4,207.08
2024-04-09,1053,2,288,1987.18,31,42560,0,1,4,288.94
2024-04-10,1093,3,228,209.64,38,21058,0,2,4,228.39
2024-04-11,1016,18,150,1985.64,28,11195,0,3,4,150.84
2024-04-12,1000,13,224,1951.31,22,30961,0,4,4,224.36
2024-04-13,1040,9,160,534.52,0,22904,0,5,4,160.3
2024-04-14,1067,5,203,1466.4,20,23626,0,6,4,203.21
2024-04-15,1018,13,392,770.8,46,43998,1,0,4,392.0
2024-04-16,1003,10,323,1788.89,49,36948,0,1,4,323.5
2024-04-17,1040,16,203,729.97,38,14869,0,2,4,203.18
2024-04-18,1066,15,195,1640.67,39,15270,0,3,4,195.95
2024-04-19,1097,10,234,1667.1,33,28056,0,4,4,234.53
2024-04-20,1068,9,234,100.02,5,35148,0,5,4,234.39
2024-04-21,1039,7,154,486.8,20,12580,0,6,4,154.55
2024-04-22,1035,15,208,890.29,12,28990,0,0,4,208.81
2024-04-23,1029,5,164,1453.98,26,17589,0,1,4,164.42
2024-04-24,1021,8,116,1355.93,30,4273,0,2,4,116.92
2024-04-25,1033,9,188,610.81,31,13297,0,3,4,188.34
2024-04-26,1024,5,255,294.78,0,39078,0,4,4,255.35
2024-04-27,1035,17,179,1872.56,23,21583,0,5,4,179.61
2024-04-28,1033,9,281,470.96,12,38125,0,6,4,281.95
2024-04-29,1002,17,157,1432.22,11,19287,0,0,4,157.06
2024-04-30,1066,15,319,1062.68,31,34919,1,1,4,319.35
2024-05-01,1082,11,129,1694.09,39,5173,0,2,5,129.38
2024-05-02,1003,19,309,1441.77,32,41880,0,3,5,309.11
2024-05-03,1064,5,216,1465.06,5,34767,0,4,5,216.97
2024-05-04,1075,16,108,350.26,9,4731,0,5,5,108.52
2024-05-05,1043,2,319,1755.69,36,44526,0,6,5,319.79
2024-05-06,1079,8,265,198.49,48,22515,0,0,5,265.62
2024-05-07,1074,5,181,770.62,16,20552,0,1,5,181.99
2024-05-08,1058,1,237,642.94,47,17402,0,2,5,237.63
2024-05-09,1065,15,338,824.74,32,47220,0,3,5,338.02
2024-05-10,1086,19,310,1592.01,28,38623,1,4,5,310.68
2024-05-11,1023,18,257,1888.42,40,30240,0,5,5,257.48
2024-05-12,1065,6,225,1140.79,27,26917,0,6,5,225.35
2024-05-13,1081,9,291,488.44,48,29230,0,0,5,291.55
2024-05-14,1079,2,199,646.18,9,23693,1,1,5,199.04
2024-05-15,1042,7,320,427.01,46,31949,0,2,5,320.86
2024-05-16,1018,3,186,1332.16,29,20233,0,3,5,186.24
2024-05-17,1005,15,293,1170.95,8,46536,0,4,5,293.04
2024-05-18,1058,2,68,1745.58,0,3642,0,5,5,68.54
2024-05-19,1009,15,374,504.86,47,48994,0,6,5,374.43
2024-05-20,1027,1,149,129.25,3,14318,0,0,5,149.31
2024-05-21,1035,19,158,1919.4,35,12336,0,1,5,158.94
2024-05-22,1047,6,239,293.6,49,19485,0,2,5,239.36
2024-05-23,1084,15,121,591.55,28,3426,0,3,5,121.46
2024-05-24,1016,11,139,1311.61,41,5017,0,4,5,139.99
2024-05-25,1039,7,98,478.61,22,2134,0,5,5,98.11
2024-05-26,1047,2,287,218.8,49,28586,0,6,5,287.85
2024-05-27,1032,11,228,1230.13,29,27249,0,0,5,228.3
2024-05-28,1062,13,186,1594.86,2,35761,0,1,5,186.83
2024-05-29,1090,14,232,653.84,45,17873,0,2,5,232.26
2024-05-30,1038,17,219,1743.87,32,27293,0,3,5,219.73
2024-05-31,1081,2,182,1297.47,42,6307,0,4,5,182.19
2024-06-01,1036,15,198,221.61,33,17446,0,5,6,198.27
2024-06-02,1010,13,245,671.99,6,37412,0,6,6,245.41
2024-06-03,1037,18,260,876.68,37,32781,0,0,6,260.31
2024-06-04,1028,5,177,1594.39,27,19452,0,1,6,177.46
2024-06-05,1082,3,222,1631.1,0,33963,1,2,6,222.66
2024-06-06,1026,10,241,1117.55,20,33828,0,3,6,241.61
2024-06-07,1054,14,328,1836.2,31,49516,0,4,6,328.33
2024-06-08,1048,10,222,615.85,15,31816,0,5,6,222.02
2024-06-09,1040,5,264,1386.19,16,39987,0,6,6,264.54
2024-06-10,1066,9,249,404.69,36,29246,0,0,6,249.77
2024-06-11,1022,13,236,414.04,39,21929,0,1,6,236.8
2024-06-12,1017,1,272,755.94,42,32135,0,2,6,272.46
2024-06-13,1035,2,208,1086.53,27,27829,0,3,6,208.83
2024-06-14,1046,19,295,737.78,27,44370,0,4,6,295.23
2024-06-15,1018,3,289,1423.22,46,38865,0,5,6,289.06
2024-06-16,1049,2,258,882.72,0,44937,0,6,6,258.36
2024-06-17,1063,7,131,371.4,25,7160,0,0,6,131.39
2024-06-18,1068,17,353,1389.91,48,47182,0,1,6,353.65
2024-06-19,1078,11,232,1408.4,15,37661,0,2,6,232.49
2024-06-20,1055,1,146,983.6,21,15671,0,3,6,146.81
2024-06-21,1070,14,251,1070.07,18,38825,0,4,6,251.99
2024-06-22,1014,3,316,125.4,45,38405,0,5,6,316.14
2024-06-23,1035,15,333,226.47,48,38548,0,6,6,333.34
2024-06-24,1076,13,195,1979.51,19,23463,1,0,6,195.05
2024-06-25,1002,14,149,807.81,3,23010,0,1,6,149.18
2024-06-26,1074,11,88,1865.65,29,4306,0,2,6,88.32
2024-06-27,1030,2,304,1568.34,14,49536,0,3,6,304.83
2024-06-28,1072,5,159,1090.04,38,12577,0,4,6,159.07
2024-06-29,1091,9,243,759.23,5,36740,0,5,6,243.58
2024-06-30,1015,3,78,923.01,25,1489,0,6,6,78.66
2024-07-01,1041,13,134,1454.28,15,17999,0,0,7,134.89
2024-07-02,1039,13,163,508.33,29,11973,1,1,7,163.97
2024-07-03,1080,2,112,353.94,25,5886,0,2,7,112.66
2024-07-04,1095,17,162,616.7,37,11744,0,3,7,162.1
2024-07-05,1000,13,301,1669.24,20,49908,0,4,7,301.69
2024-07-06,1006,10,208,1357.74,14,34998,0,5,7,208.87
2024-07-07,1083,5,163,1520.89,32,16899,0,6,7,163.9
2024-07-08,1036,6,179,888.96,31,17034,0,0,7,179.19
2024-07-09,1047,6,354,915.07,45,47778,0,1,7,354.15
2024-07-10,1028,7,245,1992.7,37,33001,0,2,7,245.07
2024-07-11,1037,16,278,1670.64,11,42258,1,3,7,278.83
2024-07-12,1090,10,317,110.87,26,47754,0,4,7,317.79
2024-07-13,1034,11,109,784.81,10,15334,0,5,7,109.38
2024-07-14,1034,6,286,132.58,23,42073,0,6,7,286.01
2024-07-15,1057,3,174,1882.99,4,33596,0,0,7,174.31
2024-07-16,1082,4,98,1982.29,18,11922,0,1,7,98.3
2024-07-17,1047,19,47,1749.98,10,6741,0,2,7,47.99
2024-07-18,1027,5,261,1302.84,4,45594,0,3,7,261.32
2024-07-19,1041,6,183,1227.0,10,29554,0,4,7,183.05
2024-07-20,1026,18,197,309.12,10,26515,0,5,7,197.52
2024-07-21,1053,10,67,1153.91,0,7982,0,6,7,67.61
2024-07-22,1014,8,173,1439.76,21,24470,0,0,7,173.76
2024-07-23,1039,6,86,1118.28,25,6213,0,1,7,86.02
2024-07-24,1065,5,115,1684.2,1,24989,0,2,7,115.87
2024-07-25,1021,8,156,226.4,25,6021,1,3,7,156.71
2024-07-26,1083,16,207,1412.29,42,19950,0,4,7,207.63
2024-07-27,1072,3,186,481.05,36,17848,0,5,7,186.58
2024-07-28,1056,8,224,1887.47,29,32085,0,6,7,224.11
2024-07-29,1093,19,203,1148.57,33,23449,0,0,7,203.36
2024-07-30,1057,2,312,1002.41,49,33101,1,1,7,312.34
2024-07-31,1083,3,201,1972.08,39,26159,0,2,7,201.64
2024-08-01,1055,8,268,493.82,7,47172,0,3,8,268.85
2024-08-02,1048,4,86,1380.59,31,5131,0,4,8,86.92
2024-08-03,1085,4,223,379.15,37,19814,1,5,8,223.28
2024-08-04,1030,11,192,1170.48,31,24741,0,6,8,192.19
2024-08-05,1009,8,190,676.89,23,24906,0,0,8,190.84
2024-08-06,1064,10,291,1662.52,41,42185,0,1,8,291.34
2024-08-07,1012,16,268,1139.75,11,46991,0,2,8,268.58
2024-08-08,1031,9,181,1886.8,25,29378,0,3,8,181.44
2024-08-09,1076,16,267,1346.5,11,49555,0,4,8,267.51
2024-08-10,1047,18,333,334.14,38,45739,0,5,8,334.0
2024-08-11,1095,8,89,473.2,16,3032,0,6,8,89.42
2024-08-12,1089,14,146,1325.02,3,23523,0,0,8,146.05
2024-08-13,1024,13,94,1357.17,37,4262,0,1,8,94.96
2024-08-14,1027,3,253,447.39,33,34487,0,2,8,253.79
2024-08-15,1037,8,165,1161.66,5,26805,0,3,8,165.85
2024-08-16,1092,5,202,432.73,24,27910,0,4,8,202.8
2024-08-17,1083,7,104,1218.97,3,16916,0,5,8,104.23
2024-08-18,1076,17,126,388.89,32,4968,0,6,8,126.03
2024-08-19,1016,8,283,1849.41,44,41214,0,0,8,283.2
2024-08-20,1058,13,312,989.33,48,42115,0,1,8,312.14
2024-08-21,1015,2,87,1544.81,16,1870,1,2,8,87.75
2024-08-22,1081,13,298,1381.36,29,48764,0,3,8,298.15
2024-08-23,1080,8,200,530.81,14,30896,0,4,8,200.21
2024-08-24,1051,1,224,1720.67,8,35485,1,5,8,224.84
2024-08-25,1043,3,181,1532.09,15,26864,0,6,8,181.68
2024-08-26,1056,8,174,633.99,11,26920,0,0,8,174.68
2024-08-27,1041,19,338,1526.46,42,48966,0,1,8,338.52
2024-08-28,1084,8,226,1865.37,5,46397,0,2,8,226.17
2024-08-29,1036,13,130,1671.03,7,26832,0,3,8,130.68
2024-08-30,1020,19,269,658.17,39,35642,0,4,8,269.16
2024-08-31,1016,6,80,1389.15,37,2051,0,5,8,80.26
2024-09-01,1042,4,216,1930.38,31,30648,0,6,9,216.19
2024-09-02,1059,14,193,1609.51,34,25423,0,0,9,193.12
2024-09-03,1075,8,337,1884.09,49,49003,0,1,9,337.63
2024-09-04,1026,9,62,555.98,11,4358,0,2,9,62.12
2024-09-05,1033,3,157,568.65,41,10497,0,3,9,157.96
2024-09-06,1009,19,121,1818.28,4,22698,0,4,9,121.48
2024-09-07,1025,15,130,864.57,30,13721,0,5,9,130.14
2024-09-08,1086,4,320,696.37,47,43229,0,6,9,320.93
2024-09-09,1088,17,64,1662.74,20,7589,0,0,9,64.12
2024-09-10,1037,15,198,1904.81,45,26901,0,1,9,198.35
2024-09-11,1069,17,338,185.97,43,42430,0,2,9,338.17
2024-09-12,1017,3,276,1176.55,22,43946,0,3,9,276.85
2024-09-13,1071,11,183,1621.86,4,35484,0,4,9,183.89
2024-09-14,1055,13,110,1211.65,4,17968,0,5,9,110.57
2024-09-15,1050,11,64,1111.35,11,5006,0,6,9,64.69
2024-09-16,1071,9,158,160.38,20,19103,0,0,9,158.17
2024-09-17,1039,5,175,1266.54,0,30432,0,1,9,175.71
2024-09-18,1053,10,205,1664.75,16,37885,0,2,9,205.26
2024-09-19,1046,17,100,723.54,25,9848,0,3,9,100.8
2024-09-20,1077,13,298,1697.73,45,41461,0,4,9,298.19
2024-09-21,1026,13,134,972.34,34,10275,0,5,9,134.54
2024-09-22,1085,17,214,899.45,33,23553,1,6,9,214.84
2024-09-23,1058,18,46,1945.19,16,6368,0,0,9,46.71
2024-09-24,1012,7,107,893.57,14,13306,0,1,9,107.42
2024-09-25,1034,19,324,539.81,34,41863,1,2,9,324.72
2024-09-26,1043,8,336,707.34,16,48466,1,3,9,336.14
2024-09-27,1069,14,281,628.39,14,47830,0,4,9,281.01
2024-09-28,1039,16,212,1671.87,3,38292,0,5,9,212.53
2024-09-29,1002,8,172,1054.61,42,15536,0,6,9,172.2
2024-09-30,1065,8,281,195.41,43,36186,0,0,9,281.53
2024-10-01,1029,10,302,698.17,49,39084,0,1,10,302.3
2024-10-02,1038,2,199,1666.5,44,20094,0,2,10,199.82
2024-10-03,1003,6,203,577.22,17,29430,0,3,10,203.69
2024-10-04,1095,9,270,686.09,19,42989,0,4,10,270.96
2024-10-05,1040,19,229,757.03,21,33247,0,5,10,229.97
2024-10-06,1021,1,226,860.4,47,20190,0,6,10,226.92
2024-10-07,1096,18,248,328.74,40,26416,0,0,10,248.89
2024-10-08,1082,15,127,897.71,22,13317,0,1,10,127.18
2024-10-09,1024,10,231,1806.13,45,31009,0,2,10,231.05
2024-10-10,1040,14,333,403.29,47,41673,0,3,10,333.34
2024-10-11,1085,13,65,678.74,16,3941,0,4,10,65.7
2024-10-12,1075,10,143,1861.14,10,26359,0,5,10,143.66
2024-10-13,1089,16,143,121.47,43,5586,0,6,10,143.36
2024-10-14,1047,10,202,1217.87,12,31595,1,0,10,202.96
2024-10-15,1026,15,197,615.83,6,32422,0,1,10,197.88
2024-10-16,1045,8,190,277.07,12,29202,0,2,10,190.07
2024-10-17,1084,8,37,1867.76,15,3843,0,3,10,37.42
2024-10-18,1046,12,191,645.92,22,23927,0,4,10,191.81
2024-10-19,1036,3,173,1020.34,46,13205,0,5,10,173.99
2024-10-20,1076,10,214,496.32,36,24862,0,6,10,214.47
2024-10-21,1035,2,242,876.07,15,40876,0,0,10,242.59
2024-10-22,1029,13,314,741.31,33,42789,1,1,10,314.86
2024-10-23,1035,9,119,536.99,18,14861,0,2,10,119.9
2024-10-24,1078,9,208,1136.61,49,19257,0,3,10,208.91
2024-10-25,1021,4,298,614.22,33,32308,1,4,10,298.75
2024-10-26,1094,7,331,322.83,41,44485,0,5,10,331.08
2024-10-27,1030,19,188,1971.83,31,23337,0,6,10,188.01
2024-10-28,1009,2,219,1275.67,23,33528,0,0,10,219.6
2024-10-29,1030,11,213,629.98,10,34654,0,1,10,213.72
2024-10-30,1070,15,131,1654.92,30,12984,0,2,10,131.14
2024-10-31,1001,10,135,1744.57,43,11770,0,3,10,135.4
2024-11-01,1039,18,315,1380.29,44,41130,0,4,11,315.06
2024-11-02,1065,17,161,1396.81,29,14907,0,5,11,161.48
2024-11-03,1024,10,291,1415.47,39,42804,0,6,11,291.19
2024-11-04,1079,13,215,1251.39,19,30978,0,0,11,215.52
2024-11-05,1033,2,160,881.61,8,22067,0,1,11,160.66
2024-11-06,1047,7,256,1299.61,0,47514,0,2,11,256.36
2024-11-07,1023,2,287,1361.27,13,49321,0,3,11,287.23
2024-11-08,1023,10,224,1138.72,36,25209,0,4,11,224.65
2024-11-09,1033,12,100,386.31,5,14731,0,5,11,100.01
2024-11-10,1044,4,144,1267.52,37,9386,0,6,11,144.32
2024-11-11,1015,5,124,1357.49,39,6581,0,0,11,124.62
2024-11-12,1080,13,121,1690.8,6,21013,0,1,11,121.11
2024-11-13,1043,17,288,1679.88,46,38419,0,2,11,288.34
2024-11-14,1077,15,128,1793.28,30,14666,0,3,11,128.73
2024-11-15,1082,14,104,124.51,22,1935,0,4,11,104.51
2024-11-16,1094,2,153,1253.56,26,16960,0,5,11,153.99
2024-11-17,1000,12,338,283.63,10,48014,1,6,11,338.58
2024-11-18,1089,16,244,1991.58,45,35754,0,0,11,244.06
2024-11-19,1057,15,192,704.78,1,29572,0,1,11,192.35
2024-11-20,1032,3,58,1503.16,4,6594,0,2,11,58.77
2024-11-21,1083,13,350,587.81,38,47851,0,3,11,350.29
2024-11-22,1056,15,124,1272.5,21,11450,0,4,11,124.77
2024-11-23,1071,10,289,1094.77,25,45950,0,5,11,289.32
2024-11-24,1082,16,123,300.42,11,13254,0,6,11,123.11
2024-11-25,1010,10,170,1658.13,37,20041,0,0,11,170.12
2024-11-26,1041,1,35,1956.36,7,2466,0,1,11,35.55
2024-11-27,1046,7,232,1317.83,3,43904,0,2,11,232.17
2024-11-28,1050,5,205,139.77,23,22199,0,3,11,205.82
2024-11-29,1088,4,202,852.28,48,15342,0,4,11,202.45
2024-11-30,1086,13,206,328.85,27,18130,1,5,11,206.7
2024-12-01,1025,19,246,245.77,13,37386,0,6,12,246.48
2024-12-02,1078,14,212,1778.22,37,28241,0,0,12,212.77
2024-12-03,1052,6,289,965.23,24,37358,0,1,12,289.93
2024-12-04,1049,6,255,1749.52,32,36328,0,2,12,255.23
2024-12-05,1059,2,122,172.36,3,9693,0,3,12,122.67
2024-12-06,1072,3,167,321.31,23,13242,0,4,12,167.69
2024-12-07,1042,14,114,381.88,27,1507,0,5,12,114.52
2024-12-08,1030,4,293,1267.36,38,38167,0,6,12,293.16
2024-12-09,1047,7,117,1054.73,29,8837,0,0,12,117.17
2024-12-10,1070,1,257,713.89,25,36414,0,1,12,257.68
2024-12-11,1005,6,205,1246.33,23,25594,0,2,12,205.86
2024-12-12,1041,1,109,383.37,11,8797,0,3,12,109.58
2024-12-13,1038,9,236,1760.36,11,43742,0,4,12,236.19
2024-12-14,1001,7,174,823.81,17,19690,0,5,12,174.68
2024-12-15,1081,12,238,1529.04,32,33698,0,6,12,238.17
2024-12-16,1067,17,166,1056.74,23,18857,0,0,12,166.46
2024-12-17,1005,10,110,1590.37,20,10782,0,1,12,110.99
2024-12-18,1095,19,256,1288.74,8,42913,0,2,12,256.0
2024-12-19,1031,5,298,1248.28,41,36892,0,3,12,298.45
2024-12-20,1014,7,144,939.48,46,6506,0,4,12,144.33
2024-12-21,1091,15,209,1236.22,11,37133,0,5,12,209.18
2024-12-22,1083,15,216,1060.82,20,30122,0,6,12,216.01
2024-12-23,1086,16,208,1175.44,47,7477,1,0,12,208.91
2024-12-24,1000,10,306,1897.34,45,39599,0,1,12,306.01
2024-12-25,1088,18,193,422.79,16,27299,0,2,12,193.66
2024-12-26,1022,11,166,1412.38,4,27026,0,3,12,166.08
2024-12-27,1061,13,251,273.17,27,28281,0,4,12,251.42
2024-12-28,1008,8,111,1340.65,27,8235,0,5,12,111.08
2024-12-29,1097,16,131,1917.77,7,15287,1,6,12,131.83
2024-12-30,1068,18,116,1615.28,1,21425,0,0,12,116.62
2024-12-31,1046,12,316,238.2,49,35552,0,1,12,316.37
2025-01-01,1025,14,171,1927.07,44,10643,0,2,1,171.75
2025-01-02,1064,19,273,1505.4,21,41437,0,3,1,273.03
2025-01-03,1059,1,209,1681.96,48,15745,0,4,1,209.34
2025-01-04,1098,8,136,1142.32,12,16997,0,5,1,136.48
2025-01-05,1045,8,299,401.6,21,37948,0,6,1,300.0
2025-01-06,1084,9,157,495.8,22,18010,0,0,1,157.86
2025-01-07,1029,13,177,1228.18,22,20680,0,1,1,177.62
2025-01-08,1022,13,261,526.74,23,33626,0,2,1,261.76
2025-01-09,1047,6,202,728.07,44,17184,0,3,1,202.66
2025-01-10,1089,8,115,1259.21,12,12440,0,4,1,115.7
2025-01-11,1016,9,180,447.23,49,9488,0,5,1,180.82
2025-01-12,1037,6,131,145.5,13,3881,1,6,1,131.36
2025-01-13,1023,19,157,1288.8,48,8036,0,0,1,157.41
2025-01-14,1034,1,149,472.96,44,5603,0,1,1,149.47
2025-01-15,1092,19,155,1635.95,24,8349,1,2,1,155.21
2025-01-16,1000,10,205,443.49,33,19255,0,3,1,205.25
2025-01-17,1044,6,110,1220.34,5,15175,0,4,1,110.81
2025-01-18,1038,10,187,1568.07,17,22435,0,5,1,187.13
2025-01-19,1003,8,98,1370.87,8,7297,1,6,1,98.66
2025-01-20,1015,15,221,392.19,4,31966,0,0,1,221.76
2025-01-21,1092,13,230,136.0,44,16689,0,1,1,230.14
2025-01-22,1007,3,218,193.52,45,16103,0,2,1,218.41
2025-01-23,1041,13,156,497.97,12,17932,0,3,1,156.51
2025-01-24,1072,7,343,693.94,22,43598,1,4,1,343.71
2025-01-25,1077,19,204,1783.95,30,23616,0,5,1,204.28
2025-01-26,1019,12,234,203.49,44,8297,1,6,1,234.68
2025-01-27,1069,3,236,693.16,17,33330,0,0,1,236.31
2025-01-28,1063,5,95,541.23,18,1893,0,1,1,95.73
2025-01-29,1067,15,298,1527.43,34,40094,0,2,1,298.68
2025-01-30,1082,6,249,1318.98,29,32186,0,3,1,249.88
2025-01-31,1050,8,173,256.57,15,16859,0,4,1,173.79
2025-02-01,1016,13,173,1731.53,26,16881,0,5,2,173.54
2025-02-02,1086,6,91,1396.83,24,2462,0,6,2,91.44
2025-02-03,1023,11,326,1070.08,33,43267,0,0,2,326.96
2025-02-04,1055,7,202,1528.47,7,23706,1,1,2,202.69
2025-02-05,1095,7,67,350.21,0,3716,0,2,2,67.47
2025-02-06,1002,13,130,201.91,26,1463,0,3,2,130.8
2025-02-07,1043,9,247,1659.05,41,23388,0,4,2,247.69
2025-02-08,1058,17,255,975.71,4,43543,0,5,2,255.08
2025-02-09,1046,3,215,1693.82,47,12516,1,6,2,215.7
2025-02-10,1022,18,100,874.78,13,6454,0,0,2,100.18
2025-02-11,1026,15,197,1738.74,7,22181,1,1,2,197.42
2025-02-12,1095,17,353,520.88,33,47525,0,2,2,353.23
2025-02-13,1077,2,101,418.17,6,6596,0,3,2,101.74
2025-02-14,1013,8,115,853.83,1,14668,0,4,2,115.72
2025-02-15,1055,3,225,1800.61,49,20065,0,5,2,225.43
2025-02-16,1001,4,319,1074.46,33,42821,0,6,2,319.11
2025-02-17,1088,5,326,593.25,15,48922,0,0,2,326.36
2025-02-18,1056,2,328,100.43,35,41277,0,1,2,328.22
2025-02-19,1021,2,357,418.85,37,44258,0,2,2,357.45
2025-02-20,1096,1,125,326.37,3,11364,0,3,2,125.29
2025-02-21,1042,1,221,1465.56,40,20894,0,4,2,221.41
2025-02-22,1017,13,205,1504.27,42,17678,0,5,2,205.09
2025-02-23,1080,15,119,1569.05,29,3809,0,6,2,119.46
2025-02-24,1069,1,155,1784.35,48,9243,0,0,2,155.26
2025-02-25,1028,14,334,1731.65,46,35635,1,1,2,334.02
2025-02-26,1070,19,257,913.49,34,30245,0,2,2,257.11
2025-02-27,1021,11,120,1820.07,28,7568,0,3,2,120.2
2025-02-28,1017,17,342,697.79,22,47040,0,4,2,342.22
2025-03-01,1055,3,161,1306.32,18,15904,0,5,3,161.2
2025-03-02,1036,1,341,1915.35,26,48892,0,6,3,341.19
2025-03-03,1060,8,177,503.34,27,13352,0,0,3,177.28
2025-03-04,1058,7,88,478.52,6,3155,0,1,3,88.22
2025-03-05,1045,13,141,847.31,13,14327,0,2,3,141.76
2025-03-06,1080,5,308,1676.66,21,44880,0,3,3,308.0
2025-03-07,1053,15,211,1139.39,5,31930,0,4,3,211.83
2025-03-08,1025,13,156,1915.73,43,7937,0,5,3,156.42
2025-03-09,1035,13,331,1720.56,26,46240,0,6,3,331.72
2025-03-10,1079,6,288,825.07,13,41860,0,0,3,288.94
2025-03-11,1078,3,406,464.83,33,47688,1,1,3,406.96
2025-03-12,1006,9,179,736.1,13,18587,0,2,3,179.02
2025-03-13,1009,7,247,1667.13,29,31435,0,3,3,247.49
2025-03-14,1062,15,253,669.81,11,37919,0,4,3,253.04
2025-03-15,1031,15,105,1542.69,27,6840,0,5,3,105.33
2025-03-16,1035,18,144,1779.0,14,21056,0,6,3,144.72
2025-03-17,1021,1,300,1721.94,24,46156,0,0,3,300.05
2025-03-18,1096,17,259,540.04,1,39239,0,1,3,259.61
2025-03-19,1061,9,245,751.39,16,24345,1,2,3,245.32
2025-03-20,1020,18,203,1780.51,23,26161,0,3,3,203.12
2025-03-21,1017,10,318,415.84,36,34324,0,4,3,318.56
2025-03-22,1094,4,108,1908.92,19,9055,0,5,3,108.57
2025-03-23,1008,13,334,588.42,14,49091,0,6,3,334.7
2025-03-24,1088,14,264,1926.95,17,39367,0,0,3,264.05
2025-03-25,1065,1,218,1828.14,16,31699,0,1,3,218.52
2025-03-26,1048,3,216,1972.96,35,21085,0,2,3,216.63
2025-03-27,1045,4,238,1629.68,0,40472,0,3,3,238.18
2025-03-28,1071,7,268,778.27,15,38011,0,4,3,268.32
2025-03-29,1077,11,320,314.4,13,46254,0,5,3,320.22
2025-03-30,1066,4,234,1458.74,10,35305,0,6,3,234.33
2025-03-31,1029,17,233,1806.11,43,23432,0,0,3,233.57
2025-04-01,1025,16,223,101.79,1,28369,1,1,4,223.01
2025-04-02,1078,13,185,1360.29,47,6499,0,2,4,185.69
2025-04-03,1099,14,172,1189.77,33,12819,0,3,4,172.89
2025-04-04,1005,13,97,1805.05,21,4089,0,4,4,97.46
2025-04-05,1050,8,399,999.53,47,49146,0,5,4,399.36
2025-04-06,1026,11,287,260.1,6,45100,0,6,4,287.54
2025-04-07,1022,5,179,326.3,2,23469,0,0,4,179.62
2025-04-08,1020,8,175,711.93,10,21901,0,1,4,175.27
