CustomerID,Gender,AgeGroup,MaritalStatus,Education,Occupation,IncomeLevel,Region,ShoppingFrequency,PreferredChannel,PurchaseCategory
326,Male,18-25,Married,Graduate,Professional,High,Urban,Weekly,Store,Fashion
327,Female,18-25,Single,Graduate,Business,High,Urban,Weekly,Store,Electronics
328,Female,46-55,Single,Postgraduate,Professional,Medium,Urban,Weekly,Store,HomeDecor
329,Female,26-35,Married,Graduate,Business,High,Urban,Monthly,Store,Grocery
330,Male,26-35,Single,Postgraduate,Business,Low,Urban,Monthly,Online,Electronics
331,Female,26-35,Married,Graduate,Student,Medium,Semiurban,Weekly,Online,Grocery
332,Female,18-25,Married,Graduate,Student,High,Urban,Monthly,Store,Electronics
333,Male,18-25,Married,Postgraduate,Business,Medium,Urban,Monthly,Store,HomeDecor
334,Female,46-55,Single,Postgraduate,Business,High,Rural,Weekly,Online,HomeDecor
335,Male,18-25,Married,Graduate,Professional,Medium,Urban,Weekly,Store,Fashion
336,Female,26-35,Single,Graduate,Professional,High,Rural,Monthly,Online,HomeDecor
337,Male,46-55,Single,Graduate,Student,Medium,Urban,Weekly,Store,Grocery
338,Female,36-45,Single,Graduate,Student,Medium,Rural,Monthly,Online,Electronics
339,Female,18-25,Married,Graduate,Professional,High,Rural,Monthly,Online,Electronics
340,Male,26-35,Single,Postgraduate,Student,Medium,Urban,Monthly,Store,HomeDecor
341,Female,36-45,Single,Postgraduate,Student,Medium,Semiurban,Monthly,Online,HomeDecor
342,Male,36-45,Married,Postgraduate,Professional,Low,Semiurban,Weekly,Online,Electronics
343,Male,36-45,Married,Graduate,Business,Low,Semiurban,Monthly,Store,Fashion
344,Female,36-45,Single,Postgraduate,Business,Low,Rural,Weekly,Online,HomeDecor
345,Male,26-35,Single,Graduate,Student,Low,Semiurban,Weekly,Store,Fashion
346,Male,36-45,Married,Graduate,Student,Medium,Rural,Monthly,Store,Grocery
347,Female,18-25,Married,Graduate,Professional,Low,Urban,Weekly,Online,Electronics
348,Female,36-45,Married,Postgraduate,Professional,High,Semiurban,Monthly,Online,Fashion
349,Female,46-55,Single,Postgraduate,Student,Medium,Semiurban,Weekly,Online,HomeDecor
350,Female,36-45,Single,Postgraduate,Professional,Medium,Semiurban,Monthly,Online,Fashion
351,Male,36-45,Married,Postgraduate,Professional,High,Semiurban,Weekly,Online,HomeDecor
352,Male,46-55,Married,Postgraduate,Student,High,Urban,Weekly,Store,HomeDecor
353,Male,18-25,Single,Graduate,Student,Low,Urban,Weekly,Store,Electronics
354,Female,26-35,Married,Postgraduate,Professional,High,Semiurban,Weekly,Online,Fashion
355,Female,46-55,Married,Graduate,Professional,High,Rural,Monthly,Store,Fashion
356,Female,18-25,Married,Graduate,Professional,Low,Urban,Weekly,Online,Fashion
357,Male,36-45,Married,Graduate,Business,Low,Semiurban,Weekly,Online,Electronics
358,Male,36-45,Married,Postgraduate,Professional,Medium,Semiurban,Monthly,Store,Fashion
359,Female,36-45,Married,Graduate,Student,High,Rural,Monthly,Store,Grocery
360,Male,46-55,Single,Postgraduate,Professional,High,Semiurban,Monthly,Store,Grocery
361,Male,26-35,Single,Graduate,Business,Medium,Rural,Monthly,Online,Electronics
362,Female,36-45,Married,Postgraduate,Professional,Medium,Rural,Weekly,Online,Grocery
363,Male,46-55,Married,Postgraduate,Student,High,Rural,Weekly,Store,Electronics
364,Female,26-35,Married,Graduate,Business,Medium,Rural,Weekly,Online,Grocery
365,Male,36-45,Married,Postgraduate,Professional,Medium,Rural,Monthly,Store,Electronics
366,Female,18-25,Single,Postgraduate,Student,High,Urban,Monthly,Store,HomeDecor
367,Male,26-35,Single,Graduate,Professional,Medium,Rural,Monthly,Online,Grocery
368,Male,18-25,Married,Postgraduate,Business,Low,Semiurban,Weekly,Online,HomeDecor
369,Female,26-35,Single,Graduate,Professional,Low,Urban,Monthly,Store,HomeDecor
370,Female,46-55,Married,Graduate,Student,High,Urban,Monthly,Online,Grocery
371,Male,18-25,Single,Graduate,Student,High,Semiurban,Monthly,Online,Electronics
372,Female,36-45,Single,Graduate,Student,Medium,Semiurban,Monthly,Store,HomeDecor
373,Male,36-45,Married,Postgraduate,Student,Low,Semiurban,Weekly,Online,Fashion
374,Male,26-35,Single,Graduate,Student,Medium,Rural,Weekly,Store,Grocery
375,Male,18-25,Single,Graduate,Student,High,Urban,Monthly,Store,HomeDecor
376,Male,36-45,Married,Graduate,Student,High,Rural,Weekly,Store,HomeDecor
377,Male,36-45,Single,Postgraduate,Student,High,Rural,Weekly,Store,Electronics
378,Male,46-55,Single,Graduate,Professional,High,Urban,Monthly,Store,Grocery
379,Male,18-25,Married,Graduate,Business,Medium,Semiurban,Weekly,Online,Electronics
380,Male,18-25,Married,Graduate,Student,High,Urban,Weekly,Store,Fashion
381,Female,36-45,Married,Postgraduate,Student,Low,Urban,Weekly,Store,Grocery
382,Female,46-55,Single,Graduate,Student,Low,Urban,Weekly,Store,Grocery
383,Female,36-45,Single,Postgraduate,Professional,Low,Urban,Monthly,Store,HomeDecor
384,Female,46-55,Married,Postgraduate,Business,Low,Urban,Weekly,Online,Fashion
385,Male,46-55,Married,Postgraduate,Student,High,Semiurban,Monthly,Online,Fashion
386,Female,46-55,Single,Postgraduate,Professional,Low,Urban,Monthly,Store,Electronics
387,Male,36-45,Single,Postgraduate,Business,High,Urban,Monthly,Store,HomeDecor
388,Male,18-25,Single,Graduate,Business,Medium,Semiurban,Weekly,Online,HomeDecor
389,Female,26-35,Married,Postgraduate,Student,High,Urban,Monthly,Store,Fashion
390,Male,46-55,Married,Postgraduate,Student,Medium,Semiurban,Monthly,Online,HomeDecor
391,Male,18-25,Married,Postgraduate,Student,High,Rural,Weekly,Online,Grocery
392,Male,46-55,Married,Postgraduate,Student,Low,Semiurban,Monthly,Store,Grocery
393,Female,18-25,Single,Graduate,Student,Medium,Semiurban,Monthly,Store,Electronics
394,Male,26-35,Married,Graduate,Business,High,Rural,Monthly,Online,Grocery
395,Male,26-35,Single,Postgraduate,Student,Medium,Urban,Monthly,Online,HomeDecor
396,Male,18-25,Married,Postgraduate,Business,High,Rural,Weekly,Store,Electronics
397,Male,46-55,Married,Graduate,Business,High,Urban,Weekly,Online,HomeDecor
398,Female,46-55,Married,Graduate,Professional,Medium,Semiurban,Monthly,Store,Fashion
399,Male,46-55,Married,Postgraduate,Business,High,Rural,Weekly,Online,Fashion
400,Female,36-45,Single,Graduate,Business,High,Rural,Monthly,Online,Grocery
401,Female,46-55,Married,Postgraduate,Student,High,Urban,Weekly,Store,Fashion
402,Male,18-25,Single,Postgraduate,Student,Medium,Rural,Monthly,Online,Electronics
403,Female,26-35,Single,Postgraduate,Professional,Low,Rural,Weekly,Store,Fashion
404,Female,18-25,Married,Postgraduate,Professional,High,Semiurban,Weekly,Online,Grocery
405,Male,46-55,Single,Postgraduate,Business,High,Rural,Weekly,Online,Grocery
406,Female,26-35,Single,Graduate,Student,High,Rural,Weekly,Store,Electronics
407,Female,36-45,Married,Graduate,Student,High,Semiurban,Weekly,Store,HomeDecor
408,Male,18-25,Single,Postgraduate,Business,Low,Rural,Monthly,Store,Grocery
409,Male,36-45,Single,Graduate,Business,Low,Rural,Weekly,Store,HomeDecor
410,Male,36-45,Single,Graduate,Business,Medium,Semiurban,Monthly,Store,Fashion
411,Female,18-25,Single,Postgraduate,Professional,Low,Rural,Weekly,Online,Grocery
412,Female,18-25,Married,Postgraduate,Business,High,Semiurban,Weekly,Store,HomeDecor
413,Female,18-25,Married,Graduate,Professional,High,Urban,Weekly,Online,Electronics
414,Male,26-35,Single,Postgraduate,Student,Low,Rural,Monthly,Online,Fashion
415,Male,46-55,Married,Graduate,Student,Low,Urban,Weekly,Store,Electronics
416,Male,36-45,Married,Postgraduate,Professional,High,Semiurban,Monthly,Store,Electronics
417,Female,18-25,Single,Graduate,Business,High,Urban,Weekly,Store,Electronics
418,Female,36-45,Single,Postgraduate,Professional,Medium,Semiurban,Weekly,Store,Fashion
419,Male,26-35,Married,Postgraduate,Business,Low,Semiurban,Monthly,Online,Fashion
420,Male,18-25,Single,Postgraduate,Business,High,Urban,Monthly,Online,Grocery
421,Male,46-55,Single,Graduate,Student,Low,Rural,Monthly,Online,Electronics
422,Male,18-25,Married,Graduate,Professional,High,Urban,Monthly,Online,Fashion
423,Female,36-45,Married,Graduate,Business,High,Urban,Weekly,Store,Electronics
424,Male,36-45,Married,Postgraduate,Professional,High,Rural,Monthly,Online,Grocery
425,Female,46-55,Single,Graduate,Professional,Low,Urban,Monthly,Store,Grocery
426,Male,36-45,Married,Postgraduate,Professional,Medium,Semiurban,Monthly,Online,Fashion
427,Male,36-45,Single,Graduate,Professional,High,Rural,Weekly,Online,Electronics
428,Male,46-55,Single,Graduate,Business,Medium,Rural,Monthly,Online,Grocery
429,Female,26-35,Married,Graduate,Professional,High,Rural,Weekly,Store,Grocery
430,Male,26-35,Single,Graduate,Professional,Low,Urban,Weekly,Store,Grocery
431,Male,26-35,Married,Graduate,Student,Medium,Semiurban,Weekly,Online,Fashion
432,Female,46-55,Married,Postgraduate,Student,Low,Rural,Monthly,Online,Grocery
433,Female,26-35,Married,Postgraduate,Professional,High,Rural,Weekly,Store,HomeDecor
434,Male,46-55,Married,Postgraduate,Professional,Medium,Rural,Weekly,Online,HomeDecor
435,Male,26-35,Single,Postgraduate,Student,Low,Urban,Weekly,Store,Electronics
436,Male,46-55,Married,Graduate,Professional,High,Semiurban,Monthly,Online,Fashion
437,Female,18-25,Single,Graduate,Student,High,Rural,Weekly,Online,Electronics
438,Male,18-25,Single,Postgraduate,Student,High,Semiurban,Weekly,Store,Electronics
439,Male,46-55,Married,Postgraduate,Student,Low,Semiurban,Weekly,Online,Grocery
440,Male,36-45,Married,Graduate,Student,Medium,Semiurban,Weekly,Online,Electronics
441,Male,46-55,Single,Graduate,Student,Medium,Rural,Weekly,Online,Electronics
442,Female,26-35,Single,Postgraduate,Business,Medium,Semiurban,Weekly,Store,Fashion
443,Female,46-55,Married,Graduate,Professional,Low,Semiurban,Monthly,Online,Electronics
444,Female,46-55,Married,Graduate,Student,High,Rural,Weekly,Online,Electronics
445,Female,26-35,Married,Postgraduate,Professional,Low,Urban,Monthly,Store,Grocery
446,Female,36-45,Married,Postgraduate,Student,Medium,Rural,Monthly,Online,Grocery
447,Female,36-45,Married,Postgraduate,Business,Medium,Rural,Weekly,Online,Fashion
448,Female,26-35,Single,Graduate,Business,Medium,Semiurban,Weekly,Online,HomeDecor
449,Male,18-25,Single,Postgraduate,Business,Medium,Urban,Weekly,Store,Fashion
450,Female,18-25,Single,Postgraduate,Professional,High,Rural,Monthly,Online,Fashion
451,Female,46-55,Single,Graduate,Business,High,Semiurban,Weekly,Online,Fashion
452,Male,18-25,Married,Graduate,Business,Low,Urban,Weekly,Store,HomeDecor
453,Female,46-55,Married,Graduate,Business,Low,Rural,Weekly,Online,Grocery
454,Female,36-45,Married,Graduate,Business,Low,Semiurban,Monthly,Online,Grocery
455,Male,46-55,Single,Graduate,Business,Medium,Semiurban,Weekly,Store,Grocery
456,Female,46-55,Married,Graduate,Professional,Medium,Rural,Monthly,Online,HomeDecor
457,Male,36-45,Single,Postgraduate,Business,Low,Rural,Weekly,Store,HomeDecor
458,Female,18-25,Married,Graduate,Professional,Low,Semiurban,Monthly,Online,Fashion
459,Female,36-45,Married,Graduate,Business,Medium,Urban,Weekly,Store,Fashion
460,Male,26-35,Married,Graduate,Student,Low,Urban,Monthly,Online,Electronics
461,Male,18-25,Married,Graduate,Business,Low,Semiurban,Monthly,Store,HomeDecor
462,Female,46-55,Single,Postgraduate,Professional,Low,Rural,Weekly,Online,HomeDecor
463,Female,18-25,Married,Postgraduate,Business,Low,Semiurban,Weekly,Store,Grocery
464,Male,18-25,Single,Postgraduate,Business,Low,Semiurban,Monthly,Store,Fashion
465,Female,26-35,Married,Postgraduate,Business,Medium,Semiurban,Weekly,Store,HomeDecor
466,Male,46-55,Married,Postgraduate,Professional,Medium,Semiurban,Weekly,Online,Fashion
467,Male,36-45,Single,Postgraduate,Professional,Low,Urban,Weekly,Store,Electronics
468,Male,46-55,Married,Graduate,Business,High,Rural,Monthly,Store,Grocery
469,Female,18-25,Married,Graduate,Business,Low,Urban,Weekly,Store,HomeDecor
470,Male,46-55,Married,Postgraduate,Professional,Medium,Rural,Monthly,Store,Electronics
471,Female,18-25,Married,Graduate,Business,High,Rural,Weekly,Store,Grocery
472,Female,46-55,Married,Graduate,Professional,High,Semiurban,Monthly,Online,Fashion
473,Female,46-55,Married,Graduate,Student,Low,Semiurban,Weekly,Store,Grocery
474,Female,36-45,Married,Postgraduate,Professional,Medium,Rural,Monthly,Store,Fashion
475,Male,18-25,Single,Graduate,Business,Medium,Rural,Weekly,Online,Fashion
476,Female,18-25,Single,Graduate,Professional,High,Urban,Weekly,Store,Electronics
477,Male,36-45,Single,Graduate,Business,Medium,Semiurban,Weekly,Online,Grocery
478,Female,26-35,Single,Graduate,Student,Low,Rural,Monthly,Store,HomeDecor
479,Female,36-45,Married,Graduate,Business,High,Urban,Monthly,Store,Grocery
480,Female,46-55,Single,Graduate,Professional,Medium,Semiurban,Monthly,Store,Fashion
481,Female,18-25,Single,Graduate,Professional,Medium,Semiurban,Weekly,Store,HomeDecor
482,Female,18-25,Married,Postgraduate,Business,Low,Urban,Monthly,Online,HomeDecor
483,Female,46-55,Single,Graduate,Business,High,Rural,Monthly,Store,Fashion
484,Female,18-25,Married,Graduate,Business,High,Rural,Monthly,Store,Grocery
485,Female,26-35,Single,Graduate,Student,Medium,Urban,Monthly,Store,Grocery
486,Female,26-35,Married,Graduate,Student,Low,Rural,Weekly,Online,Electronics
487,Female,36-45,Single,Postgraduate,Business,Low,Urban,Weekly,Online,Electronics
488,Female,26-35,Married,Postgraduate,Professional,Medium,Semiurban,Monthly,Online,Grocery
489,Male,26-35,Single,Postgraduate,Professional,Low,Rural,Monthly,Online,Fashion
490,Female,46-55,Single,Graduate,Business,Low,Semiurban,Monthly,Online,Electronics
491,Male,46-55,Single,Graduate,Professional,Medium,Rural,Monthly,Store,Fashion
492,Male,18-25,Married,Postgraduate,Business,Medium,Urban,Monthly,Online,Fashion
493,Male,26-35,Married,Postgraduate,Student,Low,Semiurban,Weekly,Store,Fashion
494,Male,18-25,Married,Graduate,Professional,Low,Urban,Weekly,Store,Electronics
495,Female,18-25,Single,Postgraduate,Business,Low,Rural,Weekly,Online,HomeDecor
496,Male,36-45,Married,Postgraduate,Business,Low,Urban,Monthly,Store,Fashion
497,Female,18-25,Married,Postgraduate,Business,Medium,Rural,Monthly,Online,Fashion
498,Female,36-45,Married,Postgraduate,Business,High,Urban,Weekly,Online,HomeDecor
499,Female,36-45,Married,Postgraduate,Student,High,Rural,Monthly,Online,Electronics
500,Female,26-35,Married,Graduate,Business,High,Semiurban,Weekly,Store,Fashion
501,Female,36-45,Married,Postgraduate,Student,Low,Rural,Weekly,Online,Fashion
502,Male,18-25,Single,Graduate,Professional,Low,Urban,Weekly,Store,HomeDecor
503,Female,18-25,Married,Graduate,Business,High,Urban,Weekly,Online,HomeDecor
504,Male,46-55,Single,Postgraduate,Business,High,Semiurban,Monthly,Online,Grocery
505,Male,18-25,Married,Graduate,Student,High,Urban,Weekly,Online,HomeDecor
506,Male,26-35,Single,Graduate,Business,High,Rural,Monthly,Online,Grocery
507,Female,46-55,Single,Graduate,Student,High,Semiurban,Monthly,Online,HomeDecor
508,Female,36-45,Married,Postgraduate,Professional,High,Semiurban,Monthly,Online,Fashion
509,Female,36-45,Married,Postgraduate,Professional,Medium,Urban,Weekly,Store,Electronics
510,Male,36-45,Single,Postgraduate,Student,Low,Semiurban,Weekly,Store,Fashion
511,Male,18-25,Married,Postgraduate,Student,Low,Semiurban,Monthly,Online,Fashion
512,Female,36-45,Single,Postgraduate,Business,Low,Rural,Weekly,Store,HomeDecor
513,Male,46-55,Single,Postgraduate,Student,High,Rural,Monthly,Online,Electronics
514,Female,36-45,Married,Postgraduate,Student,Low,Rural,Weekly,Store,Electronics
515,Female,18-25,Married,Graduate,Professional,High,Rural,Weekly,Online,Electronics
516,Female,46-55,Single,Graduate,Professional,Medium,Semiurban,Weekly,Online,Grocery
517,Male,46-55,Single,Postgraduate,Professional,Low,Semiurban,Monthly,Online,Fashion
518,Female,26-35,Married,Postgraduate,Business,High,Urban,Weekly,Online,Electronics
519,Female,46-55,Married,Graduate,Student,High,Semiurban,Monthly,Store,Grocery
520,Male,36-45,Married,Graduate,Professional,Low,Semiurban,Monthly,Online,HomeDecor
521,Male,26-35,Single,Postgraduate,Student,High,Urban,Weekly,Online,Fashion
522,Male,36-45,Single,Postgraduate,Business,Low,Semiurban,Monthly,Store,Electronics
523,Female,26-35,Single,Graduate,Business,High,Semiurban,Monthly,Online,Electronics
524,Female,18-25,Married,Graduate,Student,Medium,Urban,Monthly,Online,HomeDecor
525,Male,18-25,Married,Postgraduate,Business,High,Semiurban,Weekly,Online,Grocery
526,Female,26-35,Married,Graduate,Professional,Medium,Rural,Weekly,Online,Fashion
527,Female,18-25,Single,Graduate,Business,Medium,Semiurban,Monthly,Store,Fashion
528,Male,36-45,Married,Postgraduate,Business,Medium,Urban,Monthly,Online,Grocery
529,Female,18-25,Married,Graduate,Student,Medium,Semiurban,Weekly,Online,HomeDecor
530,Male,46-55,Single,Graduate,Professional,Medium,Rural,Monthly,Store,Fashion
531,Male,26-35,Single,Graduate,Professional,High,Rural,Weekly,Store,Fashion
532,Male,36-45,Single,Graduate,Student,Medium,Urban,Weekly,Store,HomeDecor
533,Female,36-45,Married,Postgraduate,Student,Low,Urban,Weekly,Online,Electronics
534,Female,26-35,Single,Graduate,Business,Low,Semiurban,Weekly,Store,Fashion
535,Female,36-45,Single,Postgraduate,Professional,Medium,Urban,Weekly,Online,Fashion
536,Male,46-55,Single,Postgraduate,Professional,Low,Rural,Weekly,Online,Electronics
537,Male,46-55,Married,Postgraduate,Professional,Low,Semiurban,Monthly,Online,HomeDecor
538,Female,46-55,Single,Graduate,Professional,Medium,Urban,Weekly,Store,Electronics
539,Female,18-25,Single,Postgraduate,Professional,Medium,Semiurban,Monthly,Store,Fashion
540,Female,36-45,Single,Graduate,Professional,High,Semiurban,Weekly,Online,Fashion
541,Male,46-55,Married,Postgraduate,Professional,Low,Urban,Monthly,Online,HomeDecor
542,Male,36-45,Married,Graduate,Business,High,Urban,Weekly,Online,HomeDecor
543,Female,18-25,Married,Graduate,Professional,High,Semiurban,Weekly,Online,Grocery
544,Male,26-35,Single,Graduate,Business,Low,Semiurban,Monthly,Store,HomeDecor
545,Female,26-35,Single,Graduate,Student,Low,Rural,Monthly,Online,HomeDecor
546,Female,46-55,Single,Postgraduate,Student,Low,Rural,Monthly,Store,HomeDecor
547,Female,18-25,Single,Graduate,Business,Medium,Rural,Weekly,Online,Fashion
548,Male,18-25,Married,Graduate,Student,Low,Rural,Monthly,Store,Electronics
549,Male,18-25,Married,Graduate,Student,High,Semiurban,Weekly,Store,Grocery
550,Male,18-25,Married,Postgraduate,Professional,Medium,Urban,Monthly,Online,Grocery
551,Female,26-35,Single,Postgraduate,Professional,High,Semiurban,Weekly,Online,Electronics
552,Male,18-25,Married,Postgraduate,Professional,High,Semiurban,Monthly,Store,Fashion
553,Female,46-55,Married,Graduate,Business,Low,Rural,Monthly,Online,Electronics
554,Male,18-25,Married,Graduate,Business,Low,Rural,Monthly,Store,Electronics
555,Female,36-45,Single,Graduate,Business,Low,Rural,Monthly,Store,Electronics
556,Female,36-45,Married,Graduate,Student,High,Semiurban,Monthly,Store,Electronics
557,Male,26-35,Married,Postgraduate,Business,Medium,Semiurban,Weekly,Online,HomeDecor
558,Male,46-55,Married,Postgraduate,Professional,High,Urban,Monthly,Store,Electronics
559,Male,36-45,Married,Graduate,Student,Medium,Urban,Monthly,Store,Fashion
560,Female,26-35,Single,Postgraduate,Business,Medium,Rural,Weekly,Store,HomeDecor
561,Male,46-55,Single,Postgraduate,Professional,Medium,Urban,Monthly,Online,Electronics
562,Female,18-25,Single,Graduate,Professional,High,Urban,Monthly,Online,Fashion
563,Female,46-55,Married,Postgraduate,Student,Low,Rural,Weekly,Online,Electronics
564,Female,46-55,Single,Graduate,Professional,Low,Rural,Weekly,Store,HomeDecor
565,Male,18-25,Married,Graduate,Business,Medium,Rural,Weekly,Store,Fashion
566,Male,36-45,Married,Postgraduate,Professional,High,Urban,Monthly,Online,Fashion
567,Female,18-25,Single,Graduate,Student,High,Semiurban,Monthly,Store,Fashion
568,Female,26-35,Single,Graduate,Professional,High,Semiurban,Monthly,Online,Fashion
569,Male,46-55,Single,Graduate,Professional,Low,Urban,Monthly,Store,Fashion
570,Female,36-45,Married,Postgraduate,Student,High,Rural,Weekly,Store,Fashion
571,Male,46-55,Single,Postgraduate,Professional,High,Rural,Monthly,Store,Fashion
572,Male,26-35,Married,Postgraduate,Professional,Low,Rural,Monthly,Store,HomeDecor
573,Female,18-25,Single,Postgraduate,Student,Medium,Semiurban,Monthly,Online,Grocery
574,Female,26-35,Single,Postgraduate,Business,Low,Semiurban,Weekly,Store,HomeDecor
575,Female,46-55,Single,Graduate,Business,Low,Semiurban,Monthly,Online,Grocery
576,Male,46-55,Married,Postgraduate,Business,High,Urban,Weekly,Online,HomeDecor
577,Male,46-55,Married,Graduate,Professional,Low,Semiurban,Monthly,Online,Electronics
578,Female,36-45,Married,Graduate,Student,Low,Urban,Weekly,Online,Fashion
579,Female,36-45,Married,Postgraduate,Student,Low,Rural,Monthly,Store,Grocery
580,Female,36-45,Single,Graduate,Business,High,Semiurban,Weekly,Store,Electronics
581,Female,18-25,Single,Postgraduate,Student,Medium,Urban,Weekly,Store,HomeDecor
582,Female,46-55,Married,Postgraduate,Professional,High,Urban,Weekly,Store,Fashion
583,Male,46-55,Married,Postgraduate,Student,Medium,Rural,Weekly,Online,Electronics
584,Male,18-25,Single,Postgraduate,Business,Medium,Urban,Weekly,Online,HomeDecor
585,Female,46-55,Single,Postgraduate,Business,Medium,Rural,Monthly,Store,Grocery
586,Male,26-35,Married,Graduate,Business,Medium,Rural,Weekly,Store,HomeDecor
587,Female,18-25,Single,Postgraduate,Business,Medium,Urban,Monthly,Online,Fashion
588,Female,46-55,Single,Graduate,Student,Medium,Rural,Weekly,Store,Electronics
589,Female,18-25,Married,Postgraduate,Business,Medium,Rural,Monthly,Store,Grocery
590,Female,36-45,Single,Graduate,Business,High,Rural,Monthly,Store,Electronics
591,Female,26-35,Single,Postgraduate,Business,High,Urban,Monthly,Store,Electronics
592,Male,18-25,Married,Postgraduate,Student,High,Semiurban,Monthly,Store,Electronics
593,Male,26-35,Single,Postgraduate,Professional,Low,Semiurban,Weekly,Store,Fashion
594,Male,36-45,Single,Graduate,Business,Low,Semiurban,Monthly,Store,Fashion
595,Female,26-35,Single,Postgraduate,Student,High,Semiurban,Weekly,Online,Fashion
596,Female,46-55,Married,Postgraduate,Professional,High,Rural,Weekly,Store,HomeDecor
597,Female,36-45,Single,Postgraduate,Student,Medium,Semiurban,Monthly,Store,Electronics
598,Male,36-45,Married,Postgraduate,Professional,Medium,Semiurban,Weekly,Store,HomeDecor
599,Female,26-35,Single,Postgraduate,Business,High,Urban,Monthly,Online,Electronics
600,Male,18-25,Married,Graduate,Business,Low,Rural,Monthly,Store,Fashion
601,Female,36-45,Single,Graduate,Student,High,Urban,Weekly,Online,Electronics
602,Male,18-25,Single,Postgraduate,Business,High,Rural,Weekly,Online,Fashion
603,Female,36-45,Married,Graduate,Business,Medium,Semiurban,Monthly,Store,Grocery
604,Male,18-25,Married,Graduate,Professional,Medium,Semiurban,Weekly,Store,Grocery
605,Male,46-55,Single,Postgraduate,Student,High,Semiurban,Weekly,Store,Electronics
606,Male,46-55,Single,Graduate,Professional,High,Semiurban,Weekly,Online,Electronics
607,Male,36-45,Married,Graduate,Professional,Low,Rural,Weekly,Online,HomeDecor
608,Female,26-35,Married,Postgraduate,Business,Low,Rural,Monthly,Store,HomeDecor
609,Female,18-25,Single,Graduate,Professional,High,Semiurban,Weekly,Store,Grocery
610,Female,46-55,Single,Graduate,Professional,High,Semiurban,Weekly,Store,Grocery
611,Male,26-35,Single,Postgraduate,Business,Low,Semiurban,Monthly,Online,Grocery
612,Female,18-25,Married,Graduate,Student,Low,Urban,Weekly,Online,HomeDecor
613,Female,18-25,Married,Postgraduate,Business,Medium,Urban,Weekly,Store,Electronics
614,Female,18-25,Married,Graduate,Student,High,Rural,Monthly,Online,Fashion
615,Male,18-25,Single,Postgraduate,Business,Low,Semiurban,Weekly,Online,Fashion
616,Male,26-35,Single,Postgraduate,Student,Medium,Rural,Weekly,Online,Electronics
617,Male,46-55,Single,Graduate,Student,Medium,Semiurban,Monthly,Store,Electronics
618,Male,36-45,Single,Graduate,Business,Low,Semiurban,Weekly,Online,Grocery
619,Male,46-55,Single,Postgraduate,Business,Low,Semiurban,Weekly,Online,Fashion
620,Male,46-55,Single,Graduate,Professional,Low,Urban,Weekly,Online,Electronics
621,Female,46-55,Married,Graduate,Student,Low,Rural,Monthly,Store,HomeDecor
622,Male,26-35,Single,Graduate,Business,Medium,Rural,Weekly,Store,Grocery
623,Female,18-25,Single,Graduate,Student,High,Urban,Monthly,Online,HomeDecor
624,Male,36-45,Single,Graduate,Student,Low,Rural,Monthly,Store,Fashion
625,Male,18-25,Single,Postgraduate,Professional,Low,Semiurban,Monthly,Store,HomeDecor
626,Male,18-25,Single,Graduate,Student,Low,Semiurban,Weekly,Online,Fashion
627,Female,36-45,Married,Graduate,Business,High,Semiurban,Weekly,Online,Grocery
628,Male,18-25,Single,Postgraduate,Student,Medium,Urban,Weekly,Store,HomeDecor
629,Male,46-55,Single,Graduate,Business,Medium,Urban,Monthly,Store,Fashion
630,Female,26-35,Married,Postgraduate,Student,Medium,Urban,Weekly,Online,Grocery
631,Male,18-25,Married,Postgraduate,Professional,Low,Semiurban,Weekly,Store,Fashion
632,Male,26-35,Single,Postgraduate,Business,Medium,Urban,Monthly,Store,Grocery
633,Male,46-55,Single,Graduate,Professional,Medium,Rural,Weekly,Online,Electronics
634,Female,18-25,Single,Postgraduate,Business,High,Urban,Monthly,Store,HomeDecor
635,Male,46-55,Married,Graduate,Student,High,Urban,Monthly,Online,Fashion
636,Female,36-45,Single,Graduate,Student,Medium,Rural,Monthly,Online,HomeDecor
637,Male,46-55,Married,Graduate,Business,Medium,Urban,Monthly,Store,Electronics
638,Male,46-55,Married,Graduate,Professional,Medium,Semiurban,Weekly,Online,Grocery
639,Male,36-45,Single,Graduate,Professional,Medium,Semiurban,Weekly,Store,Grocery
640,Male,18-25,Single,Graduate,Professional,Low,Rural,Weekly,Store,Fashion
641,Male,36-45,Married,Postgraduate,Business,High,Semiurban,Monthly,Online,Electronics
642,Female,36-45,Married,Postgraduate,Business,High,Urban,Monthly,Store,HomeDecor
643,Female,18-25,Single,Postgraduate,Student,Low,Semiurban,Weekly,Store,Electronics
644,Male,26-35,Married,Graduate,Business,Low,Semiurban,Weekly,Online,Electronics
645,Female,46-55,Single,Postgraduate,Professional,Medium,Semiurban,Weekly,Store,Fashion
646,Male,18-25,Single,Postgraduate,Professional,High,Semiurban,Monthly,Store,HomeDecor
647,Female,36-45,Single,Postgraduate,Student,Medium,Urban,Monthly,Store,Grocery
648,Male,26-35,Married,Postgraduate,Professional,Low,Rural,Weekly,Store,Fashion
649,Male,26-35,Single,Graduate,Student,Low,Semiurban,Weekly,Store,Grocery
650,Female,26-35,Single,Graduate,Business,Medium,Semiurban,Weekly,Store,HomeDecor
651,Male,36-45,Single,Graduate,Professional,Medium,Urban,Monthly,Store,Fashion
652,Male,36-45,Married,Postgraduate,Professional,High,Rural,Weekly,Store,Grocery
