OrderID,CustomerID,CustomerLatitude,CustomerLongitude,PartnerID,PartnerLatitude,PartnerLongitude,RestaurantID,RestaurantLatitude,RestaurantLongitude,DistanceKM,TrafficLevel,WeatherCondition,PartnerRating,PartnerAvailability,OrderValue,DeliveryTimeMinutes
214,70142,19.924586,75.352408,4240,19.96419,75.384211,952,19.885036,75.315838,5.64,Low,Cloudy,3.7,Busy,1145,21
215,38884,19.784408,75.295172,9501,19.775855,75.320555,648,19.707715,75.258215,2.97,Medium,Sunny,3.5,Available,1683,24
216,21156,19.912953,75.243022,3800,19.960195,75.237903,820,19.858397,75.191853,5.27,High,Rainy,4.6,Available,1501,20
217,42934,19.829259,75.207714,1508,19.784449,75.171931,625,19.783402,75.234137,6.37,Low,Rainy,3.2,Available,2003,32
218,63312,19.787498,75.396551,8106,19.810942,75.384987,973,19.711529,75.450791,2.9,Medium,Cloudy,4.2,Busy,858,19
219,89747,19.86525,75.376548,7871,19.868679,75.380621,814,19.853985,75.345962,0.59,Medium,Sunny,4.9,Available,758,6
220,11481,19.905745,75.356257,8256,19.8874,75.387898,647,19.905987,75.2876,4.06,Medium,Rainy,4.1,Busy,694,20
221,21442,19.787447,75.246729,5595,19.739427,75.235797,963,19.738075,75.232594,5.47,Medium,Sunny,3.9,Busy,2265,22
222,91938,19.766586,75.25135,5821,19.75473,75.299555,696,19.812164,75.288708,5.51,High,Cloudy,4.6,Available,859,20
223,32931,19.813553,75.308005,8196,19.86159,75.264755,779,19.816545,75.256703,7.17,Medium,Cloudy,3.2,Available,2088,33
224,24256,19.841451,75.266069,4802,19.811984,75.264373,676,19.804416,75.232063,3.28,Medium,Cloudy,4.9,Available,318,13
225,77054,19.848986,75.373949,7163,19.844788,75.333159,974,19.857527,75.39661,4.55,Medium,Rainy,3.7,Available,172,27
226,55800,19.887464,75.416524,5195,19.932137,75.377115,558,19.832237,75.487682,6.61,Medium,Rainy,4.8,Available,1913,37
227,94381,19.843875,75.203849,5120,19.852168,75.179159,992,19.835916,75.277062,2.89,Low,Sunny,4.2,Available,2409,18
228,29874,19.960346,75.308505,2779,19.936217,75.301945,840,19.996098,75.229954,2.78,Low,Rainy,4.3,Available,2359,17
229,72956,19.951818,75.384681,9560,19.903193,75.359519,744,19.906123,75.34801,6.08,Medium,Rainy,3.9,Available,1437,36
230,44397,19.953542,75.295821,2526,19.952892,75.274151,637,19.999425,75.279413,2.41,Medium,Sunny,3.5,Busy,1899,25
231,43458,19.848324,75.251554,9685,19.878296,75.234915,989,19.906755,75.317995,3.81,Low,Sunny,3.1,Available,544,23
232,93961,19.873056,75.236097,1679,19.901455,75.228036,919,19.873069,75.281713,3.28,Medium,Sunny,3.4,Available,234,24
233,64122,19.77424,75.39111,9003,19.765207,75.406627,975,19.735878,75.336629,1.99,Low,Sunny,4.6,Busy,341,16
234,73059,19.816513,75.277452,1802,19.791509,75.278953,951,19.822202,75.254554,2.78,High,Cloudy,4.7,Available,1434,19
235,12591,19.930862,75.358054,9758,19.918214,75.335204,851,19.887947,75.329031,2.9,Low,Sunny,3.2,Busy,761,25
236,42854,19.856224,75.303629,7219,19.807549,75.283223,970,19.849694,75.289404,5.86,Medium,Rainy,4.0,Available,696,28
237,96465,19.931569,75.274197,9676,19.935706,75.25872,633,19.917841,75.311383,1.78,High,Cloudy,3.2,Available,214,15
238,79166,19.800497,75.439966,1146,19.812127,75.445654,617,19.787021,75.428597,1.44,High,Rainy,4.4,Available,548,6
239,40049,19.950221,75.357855,6618,19.953471,75.319394,640,19.967123,75.296608,4.28,Low,Rainy,3.3,Available,170,24
240,25810,19.866795,75.304818,6126,19.818607,75.334094,813,19.797842,75.300699,6.26,High,Sunny,4.3,Available,1503,26
241,19359,19.910373,75.38816,4893,19.906879,75.425577,655,19.862923,75.328542,4.17,Medium,Sunny,4.1,Available,758,18
242,47405,19.753567,75.27022,3104,19.724363,75.224419,731,19.750249,75.219296,6.03,High,Sunny,5.0,Available,2480,27
243,61756,19.803256,75.435636,9181,19.75754,75.430275,834,19.734457,75.472314,5.11,High,Rainy,3.7,Available,2007,24
244,18026,19.902187,75.320997,4306,19.852718,75.351446,885,19.945837,75.328744,6.45,Low,Sunny,4.2,Available,1953,27
245,68847,19.904366,75.355118,4792,19.928591,75.322106,854,19.855562,75.417584,4.55,Low,Cloudy,4.8,Available,1912,27
246,54516,19.924401,75.276726,6876,19.915898,75.298004,969,19.906195,75.290887,2.54,Low,Sunny,3.4,Available,749,19
247,53307,19.767703,75.374039,4278,19.755983,75.406222,835,19.793225,75.421438,3.8,Medium,Cloudy,4.1,Available,2208,15
248,47019,19.939467,75.215785,1922,19.967146,75.24795,855,19.933311,75.293114,4.71,Medium,Sunny,4.5,Available,491,19
249,13748,19.757746,75.419796,7718,19.732086,75.42553,521,19.683983,75.446492,2.92,Medium,Sunny,4.8,Busy,554,16
250,60357,19.972471,75.406663,5988,20.01278,75.45002,755,20.020687,75.434544,6.57,High,Sunny,3.9,Available,2400,32
251,94748,19.832898,75.395935,3850,19.839516,75.377213,958,19.857593,75.353058,2.2,Medium,Rainy,4.5,Available,1091,12
252,46607,19.879581,75.356154,2258,19.916024,75.364848,941,19.892533,75.434663,4.16,High,Rainy,3.9,Available,1399,20
253,94178,19.963702,75.285476,7039,19.96647,75.25664,638,20.043003,75.362455,3.22,Medium,Sunny,3.9,Busy,1137,19
254,62113,19.948638,75.227516,4226,19.991143,75.24068,554,19.877341,75.250597,4.94,Low,Sunny,3.1,Available,932,21
255,74575,19.84518,75.251042,7982,19.799414,75.259015,759,19.837646,75.322841,5.16,Medium,Cloudy,4.6,Available,1166,15
256,14627,19.873265,75.322124,8389,19.863454,75.287493,665,19.884882,75.286446,4.0,Medium,Cloudy,4.5,Available,1152,11
257,99049,19.889575,75.420243,6021,19.927866,75.436148,708,19.843372,75.478322,4.6,High,Rainy,4.5,Available,1634,22
258,52788,19.893205,75.443346,2257,19.889706,75.478085,964,19.823188,75.416991,3.88,High,Sunny,5.0,Busy,1024,20
259,97954,19.931564,75.304055,5589,19.898376,75.30155,510,19.8604,75.374836,3.69,High,Sunny,4.1,Busy,2140,20
260,85831,19.797673,75.357645,2942,19.769644,75.309697,859,19.849932,75.33614,6.16,Low,Sunny,3.1,Available,1461,30
261,22453,19.785633,75.220684,3430,19.784087,75.200926,843,19.795778,75.269293,2.2,Low,Cloudy,4.6,Available,2043,9
262,56525,19.851602,75.446059,6462,19.841173,75.467578,644,19.816709,75.424269,2.65,Medium,Sunny,3.7,Available,1071,21
263,55991,19.795827,75.21124,9080,19.758463,75.217496,898,19.838253,75.281707,4.21,Medium,Rainy,4.0,Available,2348,5
264,27618,19.776913,75.399929,7587,19.739236,75.419782,826,19.763496,75.402145,4.73,Low,Sunny,4.9,Available,1078,16
265,23900,19.898291,75.257457,2881,19.903557,75.244674,769,19.924158,75.200053,1.53,Medium,Sunny,3.6,Available,1360,18
266,73909,19.88139,75.23575,7855,19.868845,75.265523,746,19.860173,75.169673,3.59,Low,Rainy,4.7,Available,407,19
267,29800,19.870049,75.347233,5820,19.895217,75.359581,749,19.886094,75.275795,3.11,Low,Sunny,3.3,Available,1010,16
268,81386,19.817036,75.251885,5204,19.790851,75.292728,778,19.811927,75.246493,5.39,Low,Sunny,3.3,Available,821,21
269,66830,19.96509,75.293951,4357,19.985902,75.29152,858,19.992994,75.336014,2.33,High,Sunny,4.0,Available,1324,24
270,88388,19.946186,75.432096,8069,19.995826,75.461697,916,19.986783,75.386576,6.42,High,Sunny,4.5,Busy,171,28
271,28074,19.840182,75.387692,4303,19.802731,75.414969,541,19.798091,75.416075,5.14,Low,Rainy,4.9,Available,713,33
272,96242,19.826407,75.273444,7999,19.780557,75.287153,804,19.841974,75.297985,5.31,Medium,Cloudy,4.2,Available,2324,26
273,87475,19.752365,75.379012,3105,19.77299,75.391281,768,19.830782,75.348913,2.66,High,Cloudy,3.2,Available,996,19
274,14567,19.795653,75.241221,7513,19.769652,75.262234,887,19.759325,75.215849,3.71,Low,Sunny,4.8,Available,1196,21
275,85033,19.938004,75.389262,9002,19.893565,75.33995,651,19.891996,75.415426,7.37,Medium,Rainy,3.8,Busy,239,30
276,77766,19.851213,75.382428,7511,19.895235,75.392808,628,19.909315,75.434027,5.02,Low,Cloudy,4.0,Available,1888,28
277,50953,19.887099,75.308461,1249,19.85354,75.270119,865,19.89457,75.372847,5.66,High,Rainy,4.3,Busy,838,36
278,52946,19.825163,75.202703,8409,19.857818,75.232801,637,19.761876,75.215,4.93,High,Sunny,3.2,Busy,684,28
279,40266,19.757462,75.364679,8616,19.760691,75.325006,859,19.705066,75.375555,4.42,High,Sunny,3.5,Available,705,13
280,49454,19.909163,75.314482,2587,19.881815,75.325879,844,19.86962,75.326903,3.29,Medium,Cloudy,4.6,Busy,777,15
281,53618,19.833389,75.401429,3028,19.816207,75.372335,707,19.766939,75.3961,3.75,Medium,Sunny,4.7,Available,1362,22
282,62732,19.855599,75.275821,8962,19.898854,75.237685,768,19.924999,75.30524,6.4,Low,Cloudy,3.1,Available,489,23
283,78154,19.879303,75.378688,7289,19.836148,75.370455,887,19.81792,75.396735,4.88,High,Rainy,4.3,Available,2038,28
284,20283,19.890721,75.293364,2895,19.866255,75.253951,907,19.867505,75.279472,5.15,Medium,Cloudy,3.6,Available,2145,19
285,79443,19.756706,75.426812,1807,19.722334,75.398821,686,19.75963,75.46043,4.92,High,Cloudy,3.6,Busy,2306,25
286,63218,19.82241,75.210763,3845,19.850506,75.200586,957,19.813435,75.273738,3.32,High,Sunny,3.0,Busy,2153,23
287,51247,19.807386,75.336868,6737,19.784824,75.377026,645,19.761819,75.398365,5.11,High,Rainy,4.7,Available,1511,19
288,51938,19.851332,75.233101,1725,19.839557,75.245035,953,19.844037,75.277931,1.86,Low,Rainy,3.9,Available,2398,11
289,35416,19.893233,75.255669,2814,19.873955,75.260315,701,19.879984,75.201305,2.2,Low,Rainy,4.5,Busy,1116,11
290,16782,19.786714,75.283906,2048,19.744395,75.257405,833,19.839538,75.355626,5.54,High,Rainy,3.5,Available,2405,33
291,57947,19.846601,75.202422,7197,19.882397,75.225538,830,19.918082,75.24748,4.73,High,Rainy,3.5,Available,1456,23
292,14922,19.880196,75.387863,9090,19.843393,75.389181,782,19.831308,75.322774,4.09,Low,Cloudy,3.3,Available,564,22
293,30855,19.770146,75.222479,2827,19.739471,75.177535,968,19.790379,75.188451,6.04,High,Cloudy,4.5,Available,1504,18
294,55283,19.799738,75.252147,6555,19.779377,75.293227,774,19.807324,75.289572,5.09,High,Cloudy,3.8,Available,1049,21
295,30323,19.910348,75.248359,1044,19.924498,75.224342,774,19.972122,75.311669,3.09,Low,Rainy,3.2,Available,2386,17
296,93231,19.841308,75.239079,9579,19.865103,75.225126,549,19.868711,75.202382,3.06,Medium,Sunny,5.0,Available,2282,20
297,14675,19.932578,75.364856,2170,19.940359,75.401466,989,19.898888,75.359685,4.15,Medium,Rainy,3.8,Available,2463,22
298,99389,19.90849,75.405818,1244,19.914109,75.43377,914,19.831082,75.456759,3.16,High,Sunny,4.8,Busy,420,30
299,31684,19.808196,75.416391,7761,19.76848,75.378987,698,19.88486,75.444205,6.06,Low,Rainy,3.6,Available,2329,36
300,58443,19.813462,75.392145,3077,19.786089,75.41138,583,19.770795,75.412198,3.71,Low,Cloudy,3.4,Available,1360,25
301,50469,19.911318,75.22836,9376,19.961009,75.196705,967,19.926381,75.21418,6.54,Low,Cloudy,3.0,Available,1811,29
302,38992,19.935271,75.299471,2409,19.965869,75.308673,658,19.881815,75.22342,3.55,Low,Cloudy,4.1,Busy,1851,19
303,79517,19.948492,75.237672,5769,19.983651,75.286817,627,19.984786,75.283235,6.71,Low,Sunny,3.6,Busy,247,29
304,67823,19.768783,75.431072,9044,19.751365,75.393849,622,19.759562,75.357867,4.56,Low,Sunny,4.7,Available,1923,24
305,91422,19.941249,75.429599,6675,19.956228,75.389942,900,19.925573,75.466229,4.71,High,Cloudy,3.2,Available,1478,17
306,91845,19.937514,75.423601,3237,19.969875,75.46348,970,19.946012,75.473562,5.7,High,Cloudy,4.3,Busy,2219,23
307,35216,19.977087,75.311026,8754,19.980274,75.348388,922,20.056378,75.32426,4.16,Low,Rainy,3.7,Available,1972,28
308,79639,19.780638,75.358099,3076,19.743471,75.365948,611,19.811586,75.390197,4.22,Low,Rainy,4.7,Available,270,22
309,62664,19.863173,75.399127,2499,19.836427,75.37173,551,19.871341,75.402897,4.25,High,Cloudy,3.6,Available,236,23
310,22254,19.761061,75.273916,7582,19.804315,75.276237,961,19.724547,75.257783,4.81,Medium,Sunny,4.2,Busy,1355,19
311,22615,19.917951,75.291206,2466,19.932048,75.287824,551,19.868341,75.323484,1.61,Medium,Rainy,4.9,Available,699,12
312,25989,19.905504,75.27681,6599,19.892506,75.281857,804,19.951906,75.247687,1.55,High,Rainy,3.7,Busy,1590,18
313,17008,19.901364,75.449437,3381,19.896538,75.43491,534,19.885477,75.38786,1.7,Low,Rainy,3.0,Available,343,10
314,65512,19.899216,75.438641,8657,19.864359,75.436383,506,19.915505,75.451719,3.88,Medium,Rainy,3.7,Available,1311,10
315,19121,19.892593,75.37455,2539,19.864085,75.328746,900,19.870776,75.310325,5.99,Low,Rainy,3.6,Available,1934,32
316,58785,19.782998,75.237861,6275,19.776275,75.247429,912,19.715896,75.308192,1.3,Medium,Rainy,4.0,Available,1401,14
317,17370,19.960631,75.289949,6185,19.941328,75.259469,607,19.98919,75.261645,4.0,Medium,Rainy,3.7,Available,1835,21
318,87713,19.752414,75.423766,8933,19.717328,75.452359,856,19.771283,75.398462,5.02,Medium,Sunny,3.0,Available,846,32
319,44493,19.89811,75.295238,9462,19.853567,75.305184,757,19.962495,75.276552,5.07,Low,Cloudy,3.9,Available,679,21
320,39793,19.877578,75.406483,7748,19.890724,75.434924,971,19.893348,75.392746,3.48,High,Cloudy,3.3,Available,278,16
321,52614,19.792513,75.214897,9456,19.802949,75.241266,941,19.796257,75.171181,3.15,High,Cloudy,3.2,Available,2002,21
322,90846,19.838574,75.413701,9226,19.883816,75.452057,505,19.801873,75.364767,6.58,High,Rainy,3.1,Available,1456,26
323,70610,19.878311,75.439948,4567,19.83318,75.399749,508,19.805362,75.389592,6.71,Low,Sunny,3.9,Available,1331,27
324,46824,19.976327,75.399121,1305,20.002003,75.417177,511,19.922899,75.328578,3.48,Medium,Rainy,4.5,Available,1264,24
325,75066,19.90465,75.242468,2819,19.860192,75.225583,645,19.947205,75.228657,5.28,Low,Cloudy,5.0,Available,1003,28
326,42230,19.804493,75.224241,3653,19.772396,75.253992,928,19.8329,75.23175,4.86,Medium,Rainy,4.8,Available,1237,24
327,79322,19.824732,75.371824,6266,19.870894,75.394848,534,19.823111,75.392739,5.73,High,Rainy,4.2,Available,1973,24
328,93232,19.934958,75.416606,3962,19.89092,75.435811,527,19.877356,75.403137,5.33,Medium,Sunny,4.2,Available,518,30
329,30923,19.752548,75.382543,9876,19.759727,75.375948,545,19.692959,75.367997,1.08,Medium,Rainy,3.6,Available,1018,16
330,13729,19.787135,75.317935,6974,19.792482,75.324964,962,19.740752,75.356698,0.98,High,Cloudy,3.9,Available,2494,13
331,39320,19.844853,75.248939,5340,19.846171,75.211989,608,19.835339,75.219708,4.1,Medium,Sunny,3.1,Available,2085,13
332,94517,19.823299,75.226169,1901,19.786159,75.233554,928,19.753043,75.151118,4.2,Low,Sunny,3.3,Available,2148,22
333,32499,19.86374,75.230424,5248,19.872549,75.212032,928,19.884055,75.279767,2.26,Low,Cloudy,4.8,Available,580,12
334,11462,19.850279,75.348512,6521,19.859244,75.30525,533,19.903326,75.296884,4.9,High,Cloudy,4.5,Available,373,21
335,96971,19.889113,75.296863,5476,19.925461,75.277743,828,19.856079,75.259423,4.56,High,Rainy,4.1,Available,887,24
336,46444,19.979298,75.380039,3572,19.95802,75.418014,759,19.907173,75.337012,4.83,Low,Cloudy,3.5,Available,1287,25
337,22940,19.804985,75.38951,4339,19.830986,75.37077,536,19.790694,75.34306,3.56,High,Sunny,4.9,Available,278,18
338,55264,19.971998,75.307046,5588,19.9852,75.329657,629,19.950712,75.250602,2.91,High,Cloudy,3.6,Available,1849,14
339,49867,19.795685,75.395847,2490,19.83661,75.38287,881,19.83589,75.459366,4.77,High,Cloudy,3.4,Busy,2452,24
340,30711,19.768953,75.349992,6810,19.767518,75.354584,571,19.837146,75.409402,0.53,Medium,Cloudy,3.5,Busy,1013,7
341,81894,19.825477,75.213443,3181,19.842413,75.186571,784,19.784448,75.182411,3.53,High,Rainy,4.7,Available,787,26
342,14922,19.816571,75.395804,7322,19.846895,75.44446,775,19.832225,75.328919,6.36,Medium,Rainy,4.7,Available,715,22
343,60906,19.770275,75.248634,1463,19.80233,75.266298,729,19.792043,75.232921,4.06,Low,Sunny,3.6,Available,1512,21
344,50205,19.910316,75.290746,1446,19.948244,75.313283,867,19.84833,75.27599,4.9,Medium,Cloudy,3.1,Busy,2418,28
345,47425,19.812229,75.262198,7947,19.856435,75.242025,746,19.85631,75.245097,5.39,Medium,Sunny,3.4,Available,178,19
346,33649,19.757652,75.230472,2990,19.749238,75.186785,976,19.741133,75.226313,4.94,Low,Cloudy,4.7,Available,439,18
347,61796,19.955863,75.413311,2045,19.973218,75.377047,790,19.920162,75.340681,4.46,Low,Rainy,3.6,Available,1098,21
348,77087,19.800516,75.200057,7852,19.842016,75.234445,925,19.839283,75.146907,5.98,Medium,Rainy,3.1,Available,994,31
349,10215,19.8057,75.218251,8299,19.830103,75.239351,759,19.76322,75.258152,3.58,Medium,Cloudy,3.5,Available,571,20
350,23329,19.919991,75.371628,3741,19.951498,75.409373,960,19.9637,75.399082,5.46,Medium,Cloudy,4.1,Available,2218,24
351,81927,19.879359,75.269861,1145,19.907609,75.308511,605,19.863142,75.327929,5.31,Low,Sunny,4.1,Busy,1554,18
352,95119,19.750138,75.276955,7103,19.724255,75.250312,910,19.681048,75.226895,4.12,High,Sunny,3.6,Available,2433,19
353,88812,19.958219,75.323239,4605,19.941235,75.283919,958,20.030763,75.252875,4.75,High,Cloudy,3.6,Available,1084,19
354,90440,19.959169,75.247532,9107,19.991294,75.251995,981,19.891626,75.320404,3.6,High,Sunny,4.7,Available,160,25
355,19269,19.776578,75.409105,7681,19.776825,75.360543,835,19.825055,75.486032,5.39,Low,Rainy,4.0,Busy,1104,30
356,42769,19.865769,75.39911,9316,19.889716,75.413663,580,19.810693,75.406637,3.11,Medium,Rainy,3.8,Available,1402,8
357,65830,19.969799,75.438408,6529,19.955032,75.392718,960,19.918454,75.421163,5.33,Low,Sunny,3.3,Available,947,25
358,50860,19.894364,75.248004,4225,19.858966,75.29181,534,19.961188,75.309999,6.25,High,Cloudy,4.8,Busy,2417,29
359,93123,19.892409,75.406202,3565,19.91129,75.411396,602,19.851103,75.394362,2.17,High,Rainy,4.3,Available,155,20
360,22861,19.79694,75.31726,1666,19.827034,75.285276,783,19.734518,75.378649,4.87,High,Sunny,4.4,Available,1085,37
361,10992,19.916816,75.290099,7858,19.875523,75.260314,573,19.924094,75.243228,5.65,Low,Sunny,3.5,Busy,1475,21
362,13720,19.775642,75.342602,3883,19.783798,75.364072,836,19.734077,75.333605,2.55,Low,Cloudy,4.1,Available,595,17
363,54755,19.825403,75.293021,3148,19.851385,75.276903,544,19.897733,75.331089,3.39,High,Rainy,3.1,Available,254,12
364,47394,19.862098,75.372854,3905,19.838273,75.385278,935,19.9148,75.323308,2.98,Low,Cloudy,4.1,Available,276,17
365,67986,19.945149,75.290814,6994,19.974543,75.334913,548,19.964863,75.329474,5.88,Low,Cloudy,3.8,Available,1241,24
366,13228,19.892417,75.320074,5582,19.908587,75.291987,847,19.830472,75.335503,3.6,Low,Cloudy,3.1,Available,1559,30
367,75603,19.848234,75.318775,3506,19.88803,75.32128,501,19.881399,75.279123,4.43,Medium,Cloudy,4.0,Available,2059,27
368,91149,19.919779,75.414241,7447,19.96365,75.413477,879,19.951918,75.471129,4.87,Medium,Rainy,3.7,Available,1257,18
369,11996,19.777458,75.281961,6311,19.809033,75.291692,855,19.76044,75.277711,3.67,High,Cloudy,3.4,Busy,915,27
370,59294,19.92017,75.397256,2410,19.882081,75.361311,877,19.886006,75.400148,5.81,Low,Sunny,4.1,Busy,571,21
371,29324,19.969218,75.379811,9738,20.012235,75.38257,618,19.930643,75.308263,4.78,Medium,Sunny,3.2,Available,982,20
372,40825,19.956622,75.345672,6204,19.919033,75.307813,713,19.992003,75.295078,5.92,Low,Rainy,4.0,Available,1125,27
373,12567,19.869442,75.249389,2674,19.899959,75.217967,623,19.803037,75.239188,4.86,Medium,Cloudy,4.5,Busy,2383,27
374,40935,19.816212,75.381174,7998,19.849854,75.417423,634,19.786772,75.437528,5.49,Medium,Cloudy,3.1,Available,1019,25
375,73753,19.791308,75.270338,9084,19.787066,75.267877,747,19.836588,75.310363,0.54,Medium,Rainy,3.5,Busy,2061,12
376,47706,19.842531,75.306238,3838,19.830819,75.328146,725,19.850134,75.377242,2.76,Medium,Cloudy,3.2,Available,695,14
377,63026,19.829625,75.363447,5530,19.814645,75.375169,869,19.891194,75.320464,2.11,High,Sunny,4.9,Busy,1284,24
378,91731,19.81671,75.250366,7353,19.793231,75.217342,728,19.752013,75.237428,4.5,Low,Cloudy,4.8,Available,1537,27
379,37829,19.86852,75.225592,6378,19.893697,75.266215,589,19.90747,75.230844,5.3,Low,Cloudy,4.4,Available,2026,26
380,81695,19.921621,75.40051,8318,19.88768,75.404244,923,19.872334,75.435588,3.79,Low,Sunny,3.6,Busy,859,24
381,65934,19.842546,75.274502,2798,19.855094,75.239988,539,19.822226,75.227948,4.08,Medium,Sunny,3.1,Available,1360,20
382,66463,19.976735,75.409652,1989,20.007592,75.391442,688,19.898139,75.390793,3.98,Low,Sunny,4.1,Busy,383,20
383,37959,19.974702,75.246733,1098,19.969229,75.245545,696,20.024792,75.18261,0.62,Medium,Sunny,3.7,Available,1323,7
384,47045,19.820033,75.445737,5402,19.834311,75.467505,509,19.896292,75.426089,2.89,Low,Rainy,4.3,Busy,1633,10
385,87814,19.886403,75.322307,9417,19.849737,75.296561,604,19.853074,75.390197,4.97,Low,Cloudy,3.9,Available,350,25
386,31673,19.887496,75.366185,9102,19.879429,75.386295,589,19.873213,75.366927,2.41,Medium,Sunny,4.4,Available,1090,14
387,70654,19.846769,75.325486,6287,19.887762,75.347212,547,19.8599,75.373135,5.15,High,Rainy,3.9,Available,806,22
388,70408,19.765813,75.337429,9945,19.757529,75.375204,623,19.718452,75.389663,4.29,Low,Rainy,4.6,Available,2098,24
389,25504,19.947307,75.276226,4057,19.916575,75.239133,536,19.914965,75.321034,5.35,Low,Rainy,3.0,Available,645,16
390,54921,19.913224,75.445928,7537,19.868242,75.405597,509,19.948497,75.41102,6.71,Low,Cloudy,3.1,Available,168,27
391,45897,19.845314,75.433957,4645,19.84102,75.412983,978,19.855224,75.371867,2.38,Low,Cloudy,3.9,Available,1501,17
392,64144,19.891466,75.431727,5025,19.937672,75.432623,718,19.883918,75.396318,5.13,Low,Sunny,4.2,Available,1728,17
393,38690,19.979722,75.213742,2407,19.987576,75.171999,852,19.924445,75.204072,4.71,Medium,Sunny,3.5,Available,2256,23
394,32486,19.881296,75.427399,6490,19.831914,75.458467,872,19.953035,75.362011,6.48,High,Cloudy,4.9,Available,1140,34
395,21182,19.908318,75.387175,9449,19.879632,75.423893,562,19.981253,75.345049,5.17,High,Sunny,3.1,Available,303,22
396,61012,19.890609,75.292743,6176,19.917824,75.259789,710,19.872132,75.268256,4.74,Low,Rainy,3.1,Available,518,22
397,60901,19.936295,75.259572,8378,19.908733,75.260022,864,19.898031,75.181026,3.06,Medium,Rainy,4.0,Available,1855,24
398,37445,19.901798,75.297192,2502,19.864939,75.273441,753,19.914792,75.332099,4.87,High,Rainy,4.9,Available,2305,25
399,84755,19.824288,75.422253,7310,19.790351,75.389555,967,19.786972,75.361378,5.23,Low,Cloudy,3.2,Busy,2364,18
400,24953,19.794219,75.277367,7276,19.841709,75.268478,607,19.785373,75.289614,5.36,Medium,Sunny,3.5,Available,1602,20
401,16130,19.905681,75.216024,8419,19.915295,75.239982,986,19.859436,75.270684,2.87,Medium,Cloudy,4.7,Available,2086,19
402,21826,19.861216,75.255023,1508,19.836614,75.292792,831,19.795547,75.289481,5.0,Medium,Rainy,3.8,Available,816,27
403,53730,19.950465,75.304586,4557,19.944905,75.284914,503,19.985122,75.281972,2.27,Low,Sunny,4.7,Busy,766,11
404,64512,19.91136,75.202457,1354,19.902278,75.185395,836,19.9423,75.245056,2.15,High,Rainy,4.6,Available,541,18
405,94363,19.909372,75.446842,9919,19.881888,75.463074,568,19.926921,75.513258,3.54,Low,Sunny,4.5,Available,272,29
406,36505,19.869312,75.212791,4945,19.842598,75.211991,615,19.83895,75.161873,2.97,Low,Cloudy,3.5,Available,1674,19
407,58784,19.787617,75.276031,6676,19.799728,75.256211,894,19.851576,75.296576,2.58,High,Sunny,4.7,Available,1175,21
408,36756,19.769612,75.416546,3833,19.769531,75.3962,665,19.73203,75.405668,2.26,Medium,Rainy,3.3,Available,262,13
409,83313,19.811443,75.427666,2932,19.80501,75.390575,668,19.850211,75.450563,4.18,Medium,Cloudy,4.2,Available,1549,28
410,46404,19.913381,75.228126,7030,19.936973,75.205636,723,19.935638,75.20268,3.62,Medium,Rainy,4.6,Available,2244,18
411,11893,19.801292,75.301974,6322,19.78607,75.254139,910,19.735976,75.330927,5.57,High,Sunny,4.0,Available,380,29
412,86478,19.94007,75.375375,2074,19.936004,75.330885,885,19.928373,75.370419,4.96,Low,Rainy,4.3,Available,601,32
413,75584,19.960192,75.445261,4566,19.976373,75.47695,825,20.000119,75.477186,3.95,High,Cloudy,3.6,Available,222,23
414,76060,19.863615,75.417338,9399,19.887298,75.417442,810,19.875257,75.359294,2.63,Low,Rainy,3.7,Available,585,14
415,57636,19.895141,75.206246,9391,19.917214,75.207648,870,19.912062,75.227347,2.46,Low,Sunny,3.2,Available,1920,20
416,99452,19.967993,75.299148,9740,19.93048,75.301693,841,19.905512,75.251605,4.17,Low,Sunny,4.1,Available,702,24
417,63463,19.919103,75.356412,4673,19.927179,75.38058,528,19.94714,75.309353,2.83,Low,Rainy,4.4,Available,2008,15
418,87225,19.7743,75.403213,1947,19.782176,75.415042,652,19.819334,75.435737,1.58,High,Cloudy,3.1,Available,635,15
419,19583,19.754409,75.307997,2235,19.70771,75.353391,564,19.707996,75.354225,7.23,High,Rainy,3.4,Available,1936,33
420,49451,19.797864,75.38843,2507,19.773202,75.427938,963,19.809693,75.364554,5.17,Low,Rainy,4.0,Busy,1960,22
421,74994,19.817217,75.273704,3441,19.802672,75.280163,574,19.777589,75.34015,1.77,High,Sunny,4.8,Available,1100,8
422,71715,19.905669,75.275397,9867,19.874499,75.255771,787,19.840552,75.218416,4.09,Low,Cloudy,4.0,Available,406,24
423,54565,19.918738,75.410005,4799,19.923236,75.368683,606,19.876634,75.356394,4.61,Low,Cloudy,4.1,Available,1738,22
424,47534,19.8477,75.285437,6362,19.816042,75.236121,572,19.842423,75.315141,6.5,Medium,Rainy,3.3,Busy,1637,23
425,27138,19.838052,75.357659,8396,19.831066,75.351436,581,19.807711,75.3996,1.04,Medium,Cloudy,4.9,Busy,461,8
426,69025,19.83039,75.27893,8281,19.859526,75.296986,961,19.798319,75.272169,3.8,Low,Rainy,3.5,Available,161,25
427,55929,19.75389,75.427391,9511,19.730853,75.459359,601,19.833786,75.38122,4.37,High,Cloudy,4.4,Available,619,30
428,25733,19.764205,75.383588,5652,19.766378,75.354908,636,19.809282,75.336189,3.19,Low,Cloudy,3.2,Available,614,19
429,71869,19.913062,75.426525,5675,19.876835,75.38196,524,19.836027,75.369504,6.37,High,Rainy,4.9,Available,1745,25
