TransactionID,CustomerAge,TransactionAmount,TransactionType,AccountBalance,LocationRisk,DeviceRisk,TransactionTime,Fraud
539,45,313780.54,Online,585011.43,1,0,0,1
540,27,199577.76,Online,619162.78,2,0,5,0
541,34,249070.39,Transfer,436414.88,1,0,14,0
542,32,408644.43,Transfer,724830.58,1,0,16,0
543,60,318880.35,POS,702363.3,1,0,20,0
544,40,25104.29,ATM,18676.83,1,0,4,0
545,60,123855.13,ATM,358086.53,1,0,0,1
546,28,297442.13,POS,951733.26,2,1,18,1
547,53,466361.98,Online,787835.66,1,0,22,0
548,73,493831.03,ATM,73116.43,1,1,5,1
549,60,269212.14,Online,865867.38,3,1,17,1
550,73,393707.94,POS,632095.98,1,0,7,0
551,53,267559.25,Transfer,936599.22,1,1,21,1
552,28,299462.82,Online,304540.85,1,0,21,0
553,41,463562.6,Transfer,284632.89,2,0,0,1
554,55,79830.18,ATM,518842.27,2,1,17,0
555,24,360310.72,Transfer,686708.64,1,0,3,1
556,29,125053.48,ATM,555613.29,1,0,19,0
557,41,394667.49,Transfer,219979.82,2,0,13,0
558,59,186822.74,POS,941415.21,3,0,8,0
559,23,276730.26,Transfer,352145.62,1,0,22,0
560,34,172456.23,ATM,749614.07,1,0,14,0
561,54,205605.7,ATM,695479.84,1,0,16,0
562,72,1095.87,POS,534229.63,2,0,21,0
563,50,172680.45,POS,169919.44,3,0,9,0
564,64,52762.21,ATM,122822.96,1,0,6,0
565,72,121940.37,Transfer,238032.35,1,1,7,0
566,60,278483.53,Transfer,755095.75,3,0,7,1
567,64,376821.96,Online,502612.19,1,1,1,1
568,46,266298.78,Online,698144.13,1,1,6,1
569,41,346067.62,Transfer,118714.34,2,0,16,0
570,56,209693.9,Online,613279.92,3,0,2,1
571,32,442821.32,Transfer,690188.47,1,0,8,0
572,73,376343.88,Online,822281.42,2,0,18,0
573,71,395799.95,POS,513008.99,2,0,14,0
574,20,6782.5,POS,390886.96,2,1,15,0
575,19,33580.11,POS,481863.79,1,0,14,0
576,45,272838.03,Online,78734.9,1,1,14,1
577,37,498591.46,Transfer,47623.37,1,0,13,0
578,57,34449.97,POS,377608.0,1,0,10,0
579,49,4281.0,Transfer,832210.87,2,0,1,0
580,73,274254.74,Online,583110.02,1,0,15,0
581,62,175166.48,ATM,520418.03,1,0,11,0
582,46,193371.42,ATM,199000.32,3,0,16,0
583,33,379381.79,Transfer,435997.3,2,1,20,1
584,39,379157.82,ATM,476551.61,2,0,7,0
585,57,156982.02,ATM,601772.46,3,1,9,1
586,61,372902.11,ATM,81586.81,2,0,22,0
587,35,479253.07,Online,275586.31,2,0,5,0
588,20,318223.5,Online,531080.8,2,0,13,0
589,30,327389.07,Transfer,268311.85,2,1,3,1
590,49,380449.58,POS,787774.8,2,0,0,1
591,45,108693.72,Online,263278.57,1,1,2,1
592,32,278712.85,ATM,858829.79,2,0,13,0
593,73,162712.78,Online,439237.5,2,0,7,0
594,28,406375.54,Online,71919.63,1,1,10,1
595,48,400693.86,Online,858733.15,3,0,14,1
596,33,205654.64,Online,961353.62,3,1,21,1
597,28,6947.91,ATM,656070.3,1,0,13,0
598,41,311909.17,ATM,312411.21,1,0,2,1
599,20,312344.56,Online,405323.28,1,0,18,0
600,60,338095.09,Online,392284.32,1,0,23,0
601,28,464576.85,Transfer,620434.42,2,0,20,0
602,29,247124.42,POS,805391.99,2,0,10,0
603,49,227436.69,POS,365619.17,3,0,10,1
604,38,315858.59,Transfer,692429.56,2,0,9,0
605,39,78187.66,ATM,811207.29,1,0,21,0
606,39,289905.11,Online,838180.24,1,0,15,0
607,50,304887.74,Transfer,456311.1,1,0,5,0
608,20,319552.18,POS,404877.76,1,0,5,0
609,19,460661.63,POS,741861.9,1,0,19,0
610,25,33357.15,POS,89142.55,2,1,15,0
611,63,329556.8,Transfer,504067.82,3,0,20,1
612,40,143331.12,Transfer,129594.46,1,0,16,0
613,64,301559.47,Online,467684.47,2,0,19,0
614,56,217753.28,ATM,817889.04,3,1,18,1
615,63,192860.24,POS,419136.97,1,0,17,0
616,55,471197.49,ATM,171653.63,1,1,7,1
617,25,219926.27,ATM,159793.58,1,0,23,0
618,27,128305.88,Online,356928.2,1,1,21,0
619,21,73546.27,ATM,81097.56,3,0,21,0
620,19,414674.19,Transfer,565591.32,2,0,5,0
621,27,252803.83,POS,315131.38,1,0,22,0
622,34,220929.07,Transfer,309931.15,2,0,23,0
623,51,229269.87,Online,350327.06,1,1,16,1
624,32,99703.05,Transfer,540332.59,2,1,8,0
625,57,185796.48,Transfer,525146.34,1,0,11,0
626,61,343550.87,ATM,364596.76,3,0,22,1
627,56,227049.56,Online,516281.48,3,1,16,1
628,54,255123.18,Online,581417.89,1,0,3,1
629,56,466168.15,Online,663358.92,1,0,20,0
630,47,427144.97,Transfer,186923.59,2,0,5,0
631,25,279427.1,POS,147286.12,1,0,2,1
632,29,278436.78,Transfer,575357.08,1,1,8,1
633,48,109181.95,POS,524343.24,1,0,12,0
634,59,396318.15,ATM,379647.64,1,0,0,1
635,32,99832.71,ATM,488699.83,3,0,13,0
636,25,103849.71,POS,786883.58,1,0,15,0
637,72,243683.95,POS,515357.55,2,1,17,1
638,46,354090.11,POS,174854.82,1,0,22,0
639,34,255339.32,ATM,671682.38,1,0,20,0
640,40,313198.54,POS,553404.16,1,1,0,1
641,61,12583.33,POS,219423.26,1,0,12,0
642,31,457491.44,ATM,284644.5,1,0,7,0
643,59,196107.58,Transfer,570622.57,2,0,20,0
644,38,417549.47,ATM,390385.91,1,0,18,0
645,71,43865.58,Online,238253.47,1,0,18,0
646,19,333967.17,Transfer,638909.23,1,0,23,0
647,55,147897.71,POS,947425.66,3,0,16,0
648,60,169951.14,Online,15233.07,2,0,22,0
649,63,397260.96,ATM,343272.0,1,0,0,1
650,59,171759.01,ATM,543297.88,3,1,17,1
651,21,99325.69,Transfer,96898.73,1,0,23,0
652,72,484041.38,Online,913666.52,1,0,21,0
653,59,452392.69,ATM,755098.74,1,1,4,1
654,20,378548.35,ATM,785285.14,1,1,11,1
655,43,358588.57,Transfer,885163.95,3,1,22,1
656,65,345558.8,Online,442857.76,2,1,20,1
657,42,431581.46,ATM,124291.64,2,0,5,0
658,32,474954.84,POS,598101.55,1,0,4,1
659,23,451216.28,ATM,221819.16,1,0,20,0
660,45,436522.4,ATM,658745.35,3,0,19,1
661,66,41458.75,Transfer,801975.8,1,0,22,0
662,54,59442.68,Online,587153.05,1,1,1,0
663,18,349882.63,Transfer,660424.05,1,0,12,0
664,25,148249.17,Online,250012.94,1,0,6,0
665,48,391047.18,ATM,350781.2,1,0,11,0
666,18,229018.7,ATM,989484.61,1,0,9,0
667,71,448882.01,Transfer,821592.68,1,0,7,0
668,64,25987.77,POS,213014.08,1,0,13,0
669,62,420470.26,POS,186759.02,1,0,12,0
670,66,137951.13,ATM,932892.1,1,1,16,0
671,40,265832.92,POS,937423.4,1,0,17,0
672,35,166121.68,Online,716179.51,1,0,22,0
673,32,306436.64,Transfer,48820.18,2,0,19,0
674,53,340708.37,POS,834475.79,2,0,16,0
675,24,127742.65,Online,446894.67,2,0,13,0
676,54,35147.06,Transfer,291565.32,1,0,15,0
677,21,209649.52,ATM,520684.8,2,0,7,0
678,41,484340.44,Transfer,958327.42,1,1,23,1
679,61,458218.63,POS,320003.83,1,0,5,0
680,35,21621.9,Online,431315.61,2,1,12,0
681,40,416481.56,POS,943458.95,1,0,22,0
682,23,125659.52,POS,253255.56,1,0,9,0
683,37,107680.72,ATM,44073.07,1,0,16,0
684,49,482877.03,ATM,237727.45,1,1,23,1
685,23,220342.71,Online,403211.21,2,0,9,0
686,20,498811.65,ATM,661208.45,2,0,8,0
687,26,90673.52,Transfer,887683.72,1,0,22,0
688,47,388167.61,POS,175081.72,1,0,13,0
689,59,42155.42,POS,343842.11,2,0,2,0
690,69,167878.07,POS,237643.77,1,1,12,1
691,24,67816.22,ATM,283493.19,1,0,17,0
692,71,106927.7,ATM,576080.12,1,0,15,0
693,23,390829.58,Transfer,309900.66,1,0,12,0
694,21,486902.83,POS,66576.27,1,0,7,0
695,24,66069.46,Transfer,552119.22,1,0,10,0
696,34,110968.81,Online,229948.68,2,1,15,0
697,53,225084.31,Online,628324.73,1,0,13,0
698,27,331431.86,ATM,495072.7,1,0,3,1
699,64,265017.3,Transfer,220169.28,1,0,22,0
700,69,273752.68,Online,271833.5,1,0,15,0
701,35,28434.55,ATM,586914.44,1,1,10,0
702,71,129988.09,POS,340624.4,1,0,18,0
703,36,324087.71,ATM,674021.92,2,0,3,1
704,67,198556.38,ATM,658103.93,1,0,3,1
705,46,494879.23,Online,992618.89,1,1,18,1
706,59,396929.67,ATM,762867.5,1,0,20,0
707,49,309733.05,ATM,449209.71,2,0,15,0
708,33,100844.04,Online,432474.75,1,0,20,0
709,21,301635.76,Transfer,819288.52,1,1,0,1
710,64,105238.25,POS,792506.22,2,0,18,0
711,43,143986.87,POS,675469.7,2,0,9,0
712,44,297161.49,POS,766999.89,1,0,19,0
713,55,71783.35,ATM,230141.07,2,0,12,0
714,73,373564.43,POS,254824.7,2,0,19,0
715,67,22593.91,Online,996924.67,1,0,11,0
716,57,63280.57,POS,18614.0,1,0,19,0
717,56,315724.53,Online,674482.9,2,0,1,1
718,48,402782.4,POS,55164.69,3,0,6,1
719,41,181440.52,POS,94427.47,2,0,11,0
720,39,71726.4,ATM,991496.3,2,0,3,0
721,73,396116.38,Online,838343.18,2,0,22,0
722,49,378191.5,ATM,221801.92,2,0,13,0
723,56,8220.1,POS,686203.06,3,1,6,0
724,63,67374.68,ATM,924633.0,1,0,4,0
725,62,447143.13,Transfer,730294.5,2,0,0,1
726,70,356097.31,Online,556584.9,1,0,7,0
727,30,478820.06,Transfer,899293.95,1,1,21,1
728,19,303606.93,ATM,229599.09,1,0,11,0
729,40,40611.2,Transfer,987399.48,1,0,15,0
730,52,445669.97,Transfer,813411.45,1,0,16,0
731,19,336286.38,POS,594339.86,2,0,2,1
732,22,289288.4,ATM,574779.64,1,1,18,1
733,71,497342.61,Transfer,621076.87,1,0,21,0
734,45,221572.55,Online,797525.98,1,0,7,0
735,59,261829.43,Transfer,481098.61,1,0,19,0
736,73,28607.75,Transfer,975595.66,1,0,10,0
737,43,147902.95,Transfer,46371.07,1,0,13,0
738,69,153954.68,POS,158149.91,3,0,19,0
739,71,446828.26,Transfer,642760.7,1,0,5,0
740,63,168717.69,Transfer,911782.49,1,0,12,0
741,42,416618.86,POS,334695.46,2,0,16,0
742,24,227146.41,Transfer,373174.4,1,0,17,0
743,45,289907.61,Online,380950.02,1,0,3,1
744,31,81045.31,POS,501806.43,1,0,19,0
745,46,436340.27,POS,883857.23,1,0,14,0
746,70,221072.51,ATM,399963.23,1,0,6,0
747,39,67764.18,Online,155675.15,1,0,17,0
748,55,434097.83,Online,131189.9,1,0,16,0
749,21,104494.58,POS,218841.95,1,0,2,1
750,25,172805.88,Transfer,298990.59,1,0,13,0
751,74,198216.68,ATM,879375.4,1,1,3,1
752,54,40399.64,ATM,322527.87,1,0,21,0
753,28,395725.73,ATM,829509.64,2,0,6,0
754,18,161617.54,POS,971085.55,1,0,7,0
755,41,202770.87,Online,425542.75,3,0,9,1
756,50,74655.5,ATM,950780.16,1,1,20,0
757,29,407211.95,Online,569058.33,1,0,6,0
758,70,58317.82,POS,601463.83,3,0,4,0
759,50,417702.73,Transfer,821385.15,2,0,16,0
760,51,399911.7,POS,222083.46,3,0,22,1
761,74,7382.12,Transfer,958156.13,1,0,18,0
762,72,239219.91,POS,188914.21,1,0,9,0
763,70,261748.35,POS,545283.14,1,0,14,0
764,20,92311.08,ATM,247940.8,1,0,5,0
765,30,476212.41,Transfer,385870.18,2,0,3,1
766,68,31114.5,Online,555524.19,1,1,8,0
767,31,479899.53,Online,917955.29,2,1,21,1
768,41,262497.5,ATM,50357.23,3,1,23,1
769,66,38686.05,ATM,984111.36,2,0,13,0
770,58,83120.82,Transfer,989557.81,2,1,17,0
771,30,45661.21,ATM,81374.27,1,0,18,0
772,73,205453.33,Transfer,416610.29,2,0,3,1
773,63,494271.14,ATM,956936.83,1,0,15,0
774,56,196634.25,Online,173656.57,1,0,17,0
775,19,293889.74,Online,477714.42,3,0,17,1
776,64,175033.93,Transfer,844536.27,1,0,13,0
777,71,365148.64,ATM,402335.92,1,1,22,1
778,73,399599.07,POS,811415.88,1,0,0,1
779,36,260989.98,ATM,867091.07,1,0,1,1
780,52,229876.33,POS,405725.79,1,1,15,1
781,45,337760.48,ATM,994111.25,1,0,21,0
782,38,217082.68,Online,991575.11,1,0,22,0
783,60,350392.69,ATM,361022.19,1,0,0,1
784,38,235922.74,Transfer,318435.45,1,0,14,0
785,57,127344.82,Transfer,781311.59,1,0,8,0
786,70,283738.73,Transfer,199776.83,1,0,16,0
787,40,158721.01,POS,422003.98,1,0,17,0
788,58,248169.99,Online,246365.37,1,0,1,1
789,57,64385.38,Online,474291.24,1,0,16,0
790,69,203742.03,Online,257344.71,2,0,16,0
791,60,294088.01,ATM,598960.5,2,0,15,0
792,71,456529.43,Online,330783.85,1,0,7,0
793,72,192427.81,Online,557358.12,1,0,8,0
794,65,88745.54,Transfer,175970.31,1,0,23,0
795,69,180251.71,Transfer,18792.83,2,0,8,0
796,43,466383.19,ATM,336116.96,1,0,4,1
797,37,403878.14,Transfer,680671.27,3,1,9,1
798,48,66550.73,Transfer,53974.81,1,1,20,0
799,28,110403.46,Online,29494.89,1,0,4,1
800,27,455871.77,Online,761205.52,1,0,22,0
801,56,488282.86,Transfer,88306.31,1,0,4,1
802,72,75770.45,Transfer,965810.78,1,0,1,0
803,42,364681.97,Transfer,633859.11,2,0,2,1
804,35,103369.85,ATM,746488.67,1,0,18,0
805,64,460764.54,ATM,909706.43,1,0,22,0
806,52,423077.49,Online,659427.57,2,0,16,0
807,42,451633.73,POS,113468.55,1,0,19,0
808,36,437756.78,Transfer,926574.18,3,0,3,1
809,42,455918.13,POS,945298.94,2,0,16,0
810,63,322897.95,POS,247353.27,1,0,10,0
811,55,2669.3,Transfer,952624.82,1,0,7,0
812,68,472880.28,ATM,784299.38,2,1,7,1
813,73,323453.93,Transfer,873677.93,1,0,0,1
814,44,108934.49,Transfer,386480.16,1,1,20,0
815,50,94678.98,ATM,579938.83,1,0,15,0
816,22,490622.67,Transfer,710841.88,1,1,15,1
817,48,71082.93,ATM,726744.74,1,0,13,0
818,67,23693.63,POS,353047.08,3,0,14,0
819,20,314851.21,Online,301781.09,2,0,19,0
820,66,110836.48,POS,372290.51,1,0,1,1
821,35,220388.38,Online,38101.63,1,0,13,0
822,25,198437.85,POS,77997.25,2,0,19,0
823,38,205413.55,POS,199734.08,2,0,16,0
824,60,229068.51,POS,50832.75,3,0,5,1
825,34,497867.65,Online,263305.27,1,0,4,1
826,57,239404.56,POS,223536.75,1,1,21,1
827,39,411131.83,Online,124761.76,1,0,0,1
828,50,352810.8,ATM,514830.86,1,0,0,1
829,45,117326.29,Transfer,40412.28,3,0,22,0
830,67,95018.68,ATM,626540.65,1,0,16,0
831,54,343288.32,Online,511349.6,3,1,18,1
832,47,389045.35,POS,42509.24,2,0,6,0
833,57,139794.71,POS,540703.0,3,1,10,0
834,46,353215.36,POS,859467.62,1,1,23,1
835,68,9235.71,ATM,828386.08,1,0,16,0
836,66,116860.32,Transfer,188995.7,1,0,2,1
837,47,219379.89,Transfer,905772.5,1,0,1,1
838,18,476706.1,ATM,710354.62,3,0,22,1
839,42,422173.0,ATM,126885.37,2,0,11,0
840,51,454723.81,Online,47525.91,3,0,0,1
841,68,238315.58,Online,860347.12,1,1,7,1
842,43,255939.05,Online,837238.82,1,0,22,0
843,24,99689.92,Transfer,506189.85,3,1,13,0
844,31,222781.92,ATM,692790.43,1,0,4,1
845,29,398240.64,ATM,414148.05,2,0,5,0
846,36,188743.85,Online,190031.7,3,0,14,0
847,61,484811.01,Online,47884.61,1,0,4,1
848,19,381781.57,Online,510601.01,2,0,2,1
849,32,314320.34,Online,150290.91,3,1,2,1
850,49,348311.04,Transfer,73691.75,1,0,5,0
851,56,309622.11,POS,598484.74,2,0,16,0
852,50,98424.43,Transfer,659476.56,1,1,15,0
853,58,263088.65,POS,824877.66,1,0,17,0
854,19,189174.44,POS,884265.55,1,0,21,0
855,43,158119.05,POS,726660.65,1,0,8,0
856,62,272790.62,POS,301487.35,1,1,1,1
857,49,241981.72,POS,813264.55,1,0,17,0
858,65,290823.95,POS,742858.28,1,1,23,1
859,27,267326.15,POS,730225.46,1,0,16,0
860,26,445129.29,Online,342129.37,3,0,23,1
861,64,440459.49,Online,317473.59,1,0,22,0
862,36,43645.93,POS,426651.27,1,1,17,0
863,49,244575.3,POS,917634.49,1,0,11,0
864,66,156164.72,Transfer,436525.86,2,0,19,0
865,53,470502.06,Transfer,342524.2,1,0,21,0
866,18,25726.6,POS,67194.41,1,0,6,0
867,45,309640.24,ATM,190487.71,2,0,13,0
868,24,242396.29,Online,485188.23,1,1,10,1
869,19,213609.81,POS,303170.34,3,0,13,1
870,41,340368.12,ATM,127832.62,1,0,1,1
871,59,488644.18,Transfer,336992.59,1,0,1,1
872,37,428496.51,POS,602250.15,2,0,3,1
873,31,286824.28,POS,937040.93,1,0,3,1
874,39,54166.69,ATM,816666.65,1,0,6,0
875,49,427288.24,POS,210958.63,3,0,6,1
876,22,90990.64,ATM,828536.82,2,0,8,0
877,32,70359.51,POS,215687.13,1,0,10,0
878,55,428981.66,ATM,740049.79,1,0,9,0
879,29,96516.0,Transfer,262609.75,1,0,16,0
880,20,151457.29,Transfer,484862.63,1,0,1,1
881,59,355917.79,Online,969969.77,2,1,16,1
882,27,295899.31,ATM,331743.57,1,0,11,0
883,26,204004.02,POS,337770.31,1,0,19,0
884,65,92969.9,Online,388625.8,1,1,17,0
885,38,402577.91,ATM,350267.32,3,1,6,1
886,26,164009.21,POS,837233.52,3,0,9,0
887,72,20562.88,POS,555050.8,2,0,9,0
888,73,486233.45,ATM,183701.78,1,0,0,1
889,35,37540.43,Online,459533.72,2,0,9,0
890,63,414005.43,POS,66636.79,1,0,1,1
891,74,26466.7,POS,385968.73,2,0,0,0
892,38,125520.07,Transfer,424604.05,1,0,17,0
893,71,326928.0,POS,318955.51,1,0,9,0
894,40,383321.31,Transfer,869214.24,1,0,12,0
895,57,258652.99,POS,632616.57,1,0,22,0
896,71,84962.62,ATM,925018.58,1,0,15,0
897,22,82383.18,POS,253495.46,1,1,11,0
898,19,8112.48,ATM,535162.9,3,0,4,0
899,24,466290.1,ATM,349129.56,1,0,8,0
900,49,80380.79,Online,650439.54,3,0,20,0
901,63,154914.89,POS,478940.74,2,0,2,1
902,32,92103.98,Online,376134.84,1,0,4,0
903,40,163152.51,ATM,256267.74,1,1,12,1
904,40,476052.62,POS,770215.83,1,0,20,0
905,59,17312.21,ATM,385222.24,1,0,8,0
906,29,201575.35,ATM,391032.89,2,0,13,0
907,51,375736.52,POS,490676.96,2,0,5,0
908,21,314288.23,Transfer,702304.38,2,1,9,1
909,60,399019.22,POS,313755.58,1,0,9,0
910,29,477281.47,Transfer,644563.53,2,1,11,1
911,51,400939.9,Transfer,642178.84,3,0,22,1
912,51,378120.5,ATM,491781.12,1,0,9,0
913,33,29323.15,Online,292797.68,1,0,16,0
914,65,476977.21,ATM,585390.71,3,0,16,1
915,55,397850.55,ATM,702592.1,1,0,1,1
916,66,345890.89,Transfer,798407.39,1,0,15,0
917,68,257293.35,Transfer,910380.51,2,0,14,0
918,30,432196.7,ATM,939182.59,1,0,2,1
919,39,344591.63,POS,863644.83,1,0,22,0
920,38,208640.42,Transfer,874643.6,1,0,19,0
921,32,411369.19,ATM,515052.17,1,0,12,0
922,36,152521.07,POS,179793.74,1,0,18,0
923,62,100783.01,Online,170354.07,1,1,4,1
924,72,494063.23,POS,332584.46,1,0,9,0
925,55,176007.23,ATM,54924.47,1,0,6,0
926,31,92232.27,Online,83817.08,1,0,19,0
927,57,214233.07,Transfer,293803.83,1,0,23,0
928,50,284259.13,Transfer,537864.76,1,0,5,0
929,74,446977.36,POS,489969.27,3,0,13,1
930,40,25348.65,POS,282300.84,3,0,17,0
931,64,141346.88,Online,824527.37,2,0,9,0
932,38,196194.29,ATM,158748.23,1,0,22,0
933,37,158296.92,Online,870332.92,1,0,5,0
934,68,129429.6,Online,910047.41,1,1,18,0
935,73,45753.73,Transfer,612145.03,3,0,14,0
936,19,225026.84,ATM,749954.99,1,1,21,1
937,24,266708.44,ATM,101493.87,1,0,11,0
938,21,301662.39,Online,275305.87,1,0,9,0
939,74,334034.83,POS,374118.84,2,0,16,0
940,18,173544.78,ATM,243447.56,1,0,2,1
941,39,398342.77,Online,810928.85,1,0,0,1
942,27,130498.54,Transfer,189481.81,1,0,15,0
943,63,39894.58,ATM,864114.42,1,0,11,0
944,25,291594.57,POS,661693.48,1,0,8,0
945,26,122073.25,Transfer,601599.27,1,0,3,1
946,56,483314.45,Online,889567.13,1,0,22,0
947,65,368262.94,POS,110879.7,2,0,6,0
948,74,24052.14,POS,324129.91,1,0,11,0
949,56,205615.6,POS,524884.32,2,0,6,0
950,58,358020.75,ATM,383985.91,1,0,17,0
951,55,493245.05,Transfer,214915.04,2,0,17,0
952,54,230218.49,Transfer,938136.67,2,0,11,0
953,46,173976.39,Transfer,257714.83,3,0,23,0
954,34,135644.01,Transfer,414088.61,2,0,18,0
955,38,195519.62,ATM,872227.95,1,0,4,1
956,57,358331.49,Transfer,270460.58,1,0,3,1
957,63,422447.56,Transfer,646262.64,1,0,16,0
958,58,496472.44,Online,412136.67,1,0,21,0
959,64,68612.7,Transfer,297447.18,1,0,19,0
960,56,493685.5,Online,108893.29,1,0,9,0
961,50,198454.98,POS,570427.27,1,0,4,1
962,43,289698.77,Transfer,178285.91,1,0,2,1
963,25,13637.86,Online,494541.72,1,0,19,0
964,74,26454.61,ATM,466665.49,1,1,10,0
965,23,353839.53,Transfer,623000.79,1,1,19,1
966,42,219380.64,Online,835153.17,1,0,21,0
967,67,264400.79,Transfer,824627.66,1,1,18,1
968,48,148339.14,Transfer,137749.25,2,0,0,1
969,33,52246.11,Transfer,491099.75,1,0,15,0
970,22,324813.05,Online,133440.76,2,0,12,0
971,44,110008.99,Transfer,139983.16,1,0,22,0
972,45,305226.99,Transfer,456656.51,1,0,21,0
973,68,218435.23,POS,267233.72,1,1,0,1
974,55,348374.83,Transfer,226894.77,1,0,1,1
975,44,45979.63,Transfer,648078.38,2,0,6,0
976,18,455918.1,POS,590423.86,1,0,11,0
977,27,27645.26,POS,466303.96,2,1,17,0
978,29,199040.38,Online,70725.03,3,0,9,0
979,22,177706.46,Online,750797.84,2,0,7,0
980,22,62713.09,Transfer,107016.55,1,0,14,0
981,48,486399.57,ATM,462007.17,1,0,5,0
982,43,122403.06,Transfer,141541.01,3,0,0,1
983,70,335862.95,POS,106369.37,3,1,23,1
984,37,257060.28,POS,440853.86,1,0,14,0
985,47,378347.61,Online,728815.13,3,0,4,1
986,39,473903.25,Online,841146.44,1,0,5,0
987,48,409765.89,Online,543655.83,1,1,12,1
988,43,220425.45,Online,627521.66,1,0,4,1
989,59,103020.41,ATM,287378.95,2,0,8,0
990,70,309911.95,Transfer,630205.38,1,0,2,1
991,23,289420.36,POS,778009.28,1,0,1,1
992,29,336448.56,ATM,851598.49,1,0,16,0
993,18,16602.67,Online,581893.88,1,0,10,0
994,41,117768.09,ATM,52838.57,1,0,9,0
995,52,488045.4,ATM,912226.19,1,0,21,0
996,32,78464.54,Online,354023.73,2,0,3,0
997,60,464014.32,Online,984169.02,1,0,9,0
998,67,282340.58,Transfer,460515.91,1,1,0,1
999,54,473655.27,POS,907450.59,1,1,17,1
1000,70,472862.98,ATM,523281.35,1,0,21,0
