HospitalID,HospitalName,City,HospitalType,DistanceKM,Rating,AvailableBeds,EmergencyAvailable,ConsultationFee
394,Hospital_394,Pune,General,5.27,3.1,351,No,1764
395,Hospital_395,Kolhapur,Orthopedic,5.88,4.3,161,Yes,1609
396,Hospital_396,Thane,Emergency,4.55,3.0,267,No,1703
397,Hospital_397,Pune,Multi-Speciality,2.58,4.6,272,No,1987
398,Hospital_398,Aurangabad,Multi-Speciality,19.64,3.3,339,No,1729
399,Hospital_399,Nashik,Cardiac,23.05,3.9,261,No,324
400,Hospital_400,Kolhapur,Emergency,21.47,4.5,250,Yes,292
401,Hospital_401,Aurangabad,General,5.73,4.1,427,No,1922
402,Hospital_402,Thane,Cardiac,8.27,3.0,225,Yes,503
403,Hospital_403,Pune,Emergency,7.13,4.2,138,No,910
404,Hospital_404,Pune,Children,13.55,3.6,3,No,1693
405,Hospital_405,Nashik,Orthopedic,3.55,3.3,417,Yes,627
406,Hospital_406,Mumbai,Orthopedic,18.15,3.0,141,No,1462
407,Hospital_407,Aurangabad,Emergency,20.15,3.9,433,Yes,504
408,Hospital_408,Mumbai,General,6.16,4.0,283,No,814
409,Hospital_409,Nashik,Orthopedic,17.15,4.8,145,Yes,765
410,Hospital_410,Mumbai,Emergency,17.58,2.8,421,No,448
411,Hospital_411,Nashik,Cardiac,14.89,3.5,322,No,1293
412,Hospital_412,Pune,Orthopedic,8.83,4.4,246,Yes,1570
413,Hospital_413,Nagpur,Multi-Speciality,15.81,4.2,217,Yes,1602
414,Hospital_414,Aurangabad,Multi-Speciality,20.91,4.8,78,No,1273
415,Hospital_415,Thane,Multi-Speciality,1.52,3.5,258,Yes,1565
416,Hospital_416,Thane,Children,12.63,4.7,442,No,532
417,Hospital_417,Thane,General,16.8,4.1,101,Yes,564
418,Hospital_418,Mumbai,Cardiac,7.68,3.4,373,No,991
419,Hospital_419,Nashik,Emergency,4.87,3.3,439,No,1619
420,Hospital_420,Nashik,Children,1.51,2.7,198,No,261
421,Hospital_421,Thane,Cardiac,20.92,3.5,452,Yes,786
422,Hospital_422,Aurangabad,Multi-Speciality,5.93,3.4,443,Yes,324
423,Hospital_423,Aurangabad,Orthopedic,23.69,4.3,480,No,666
424,Hospital_424,Aurangabad,Cardiac,19.21,3.1,343,No,639
425,Hospital_425,Kolhapur,Orthopedic,3.24,4.3,460,Yes,684
426,Hospital_426,Nashik,Emergency,5.78,3.3,180,Yes,829
427,Hospital_427,Nashik,General,16.03,3.4,111,No,1358
428,Hospital_428,Kolhapur,Orthopedic,16.05,3.6,413,Yes,968
429,Hospital_429,Nashik,Children,7.54,4.9,318,No,1099
430,Hospital_430,Pune,General,24.35,2.7,156,Yes,700
431,Hospital_431,Kolhapur,General,10.11,4.0,201,Yes,1631
432,Hospital_432,Nashik,Emergency,4.4,4.2,45,Yes,1131
433,Hospital_433,Kolhapur,Multi-Speciality,21.55,2.9,87,Yes,1963
434,Hospital_434,Nagpur,Cardiac,17.6,3.2,112,No,457
435,Hospital_435,Thane,Children,4.81,3.6,187,Yes,454
436,Hospital_436,Nagpur,Children,6.7,2.8,332,No,839
437,Hospital_437,Thane,Children,13.76,2.9,110,No,1048
438,Hospital_438,Pune,General,3.92,4.4,383,Yes,1519
439,Hospital_439,Kolhapur,Orthopedic,18.31,4.4,367,No,1434
440,Hospital_440,Thane,Emergency,16.32,3.7,111,No,1061
441,Hospital_441,Pune,Orthopedic,15.66,4.5,299,Yes,1692
442,Hospital_442,Nashik,Multi-Speciality,18.45,4.8,312,No,898
443,Hospital_443,Thane,Orthopedic,11.51,4.9,449,No,795
444,Hospital_444,Mumbai,Cardiac,10.01,3.8,65,No,1836
445,Hospital_445,Thane,Emergency,16.65,3.5,294,Yes,1161
446,Hospital_446,Thane,Children,12.42,4.7,404,No,1650
447,Hospital_447,Aurangabad,Emergency,1.3,4.3,64,Yes,1456
448,Hospital_448,Mumbai,General,19.26,3.2,389,Yes,1277
449,Hospital_449,Pune,Cardiac,2.49,3.8,277,No,977
450,Hospital_450,Pune,Multi-Speciality,15.57,4.5,479,Yes,1499
451,Hospital_451,Nagpur,Cardiac,18.45,3.3,220,Yes,377
452,Hospital_452,Aurangabad,Cardiac,3.68,3.2,157,No,303
453,Hospital_453,Pune,Cardiac,17.52,2.9,198,No,497
454,Hospital_454,Nagpur,Emergency,13.56,3.6,485,Yes,225
455,Hospital_455,Nashik,Cardiac,7.59,3.8,302,No,236
456,Hospital_456,Kolhapur,Emergency,21.17,3.6,34,No,1827
457,Hospital_457,Pune,Children,19.58,3.7,449,No,1982
458,Hospital_458,Nagpur,Multi-Speciality,14.03,3.7,168,No,1937
459,Hospital_459,Pune,Multi-Speciality,4.95,3.4,133,No,1680
460,Hospital_460,Kolhapur,General,11.31,3.4,394,No,562
461,Hospital_461,Thane,Orthopedic,0.69,2.6,119,No,1700
462,Hospital_462,Kolhapur,Children,22.24,2.6,168,Yes,436
463,Hospital_463,Pune,Cardiac,3.96,4.5,50,No,888
464,Hospital_464,Kolhapur,Cardiac,2.31,4.7,479,Yes,1538
465,Hospital_465,Thane,Emergency,20.24,4.3,163,Yes,950
466,Hospital_466,Nashik,Orthopedic,1.79,4.6,31,Yes,731
467,Hospital_467,Mumbai,Emergency,11.49,3.7,210,No,1711
468,Hospital_468,Nagpur,Orthopedic,19.81,3.4,266,No,748
469,Hospital_469,Thane,Children,6.55,3.1,485,No,1605
470,Hospital_470,Aurangabad,Emergency,23.13,3.7,421,No,496
471,Hospital_471,Nagpur,General,20.84,4.4,46,Yes,1043
472,Hospital_472,Kolhapur,Multi-Speciality,16.49,3.5,314,Yes,1007
473,Hospital_473,Mumbai,Orthopedic,11.13,2.7,286,Yes,878
474,Hospital_474,Pune,Emergency,23.86,3.5,138,Yes,1105
475,Hospital_475,Nashik,Children,8.06,4.7,139,No,1869
476,Hospital_476,Kolhapur,Cardiac,21.85,4.0,255,Yes,330
477,Hospital_477,Nashik,Orthopedic,5.17,4.8,186,Yes,1900
478,Hospital_478,Thane,Orthopedic,21.16,3.6,215,No,322
479,Hospital_479,Mumbai,Children,14.08,2.8,112,No,1019
480,Hospital_480,Kolhapur,General,5.73,4.1,422,No,1694
481,Hospital_481,Thane,Cardiac,5.16,4.1,414,Yes,1177
482,Hospital_482,Nagpur,Multi-Speciality,1.73,3.4,163,Yes,447
483,Hospital_483,Pune,Multi-Speciality,1.81,3.2,350,Yes,1420
484,Hospital_484,Kolhapur,Orthopedic,23.58,3.5,319,No,1150
485,Hospital_485,Thane,Cardiac,9.91,3.1,99,Yes,1782
486,Hospital_486,Nagpur,Emergency,4.76,3.7,51,Yes,1422
487,Hospital_487,Mumbai,Cardiac,11.46,4.3,202,No,1095
488,Hospital_488,Mumbai,Orthopedic,19.64,4.4,23,Yes,261
489,Hospital_489,Pune,Children,9.39,4.4,312,Yes,1768
490,Hospital_490,Kolhapur,Multi-Speciality,18.75,4.9,32,Yes,1781
491,Hospital_491,Kolhapur,Children,7.42,3.8,271,No,1517
492,Hospital_492,Mumbai,Cardiac,12.34,4.4,226,No,781
493,Hospital_493,Nashik,Cardiac,7.57,3.7,282,Yes,1462
494,Hospital_494,Nagpur,Emergency,16.98,4.4,302,Yes,1796
495,Hospital_495,Mumbai,Children,18.24,2.7,417,Yes,901
496,Hospital_496,Mumbai,Cardiac,16.0,4.6,211,No,427
497,Hospital_497,Nagpur,Cardiac,16.87,3.1,181,No,1640
498,Hospital_498,Kolhapur,Emergency,16.89,3.1,434,No,1425
499,Hospital_499,Aurangabad,Orthopedic,3.76,2.8,237,No,1189
500,Hospital_500,Mumbai,Children,6.24,3.4,352,Yes,668
501,Hospital_501,Mumbai,Cardiac,19.45,3.1,175,Yes,499
502,Hospital_502,Aurangabad,Cardiac,4.52,3.5,314,Yes,725
503,Hospital_503,Pune,Orthopedic,15.43,4.7,153,Yes,1617
504,Hospital_504,Aurangabad,Children,24.32,3.7,338,Yes,1351
505,Hospital_505,Mumbai,Multi-Speciality,2.56,3.5,109,Yes,1998
506,Hospital_506,Nagpur,General,10.32,3.4,499,Yes,699
507,Hospital_507,Nagpur,Cardiac,10.81,4.1,51,Yes,1576
508,Hospital_508,Aurangabad,Cardiac,7.5,3.1,6,No,1975
509,Hospital_509,Pune,Emergency,9.93,4.5,353,Yes,284
510,Hospital_510,Pune,General,5.48,4.4,18,Yes,1844
511,Hospital_511,Nagpur,General,6.26,4.0,50,Yes,930
512,Hospital_512,Nagpur,Children,13.53,3.3,128,No,1759
513,Hospital_513,Kolhapur,Cardiac,15.47,4.6,140,Yes,1971
514,Hospital_514,Aurangabad,Emergency,15.28,4.8,348,No,1317
515,Hospital_515,Pune,Children,22.47,4.4,168,Yes,966
516,Hospital_516,Nashik,Cardiac,8.6,3.3,180,Yes,1426
517,Hospital_517,Pune,Emergency,17.74,3.3,59,Yes,1352
518,Hospital_518,Thane,Orthopedic,11.67,3.5,127,Yes,722
519,Hospital_519,Aurangabad,Cardiac,10.34,2.6,31,No,1150
520,Hospital_520,Kolhapur,Multi-Speciality,13.04,4.0,153,Yes,1458
521,Hospital_521,Thane,Children,2.23,3.9,33,No,238
522,Hospital_522,Aurangabad,General,18.53,2.8,297,No,1472
523,Hospital_523,Pune,General,15.25,3.0,393,No,1578
524,Hospital_524,Aurangabad,General,21.98,3.4,184,Yes,262
525,Hospital_525,Nashik,Emergency,24.95,4.8,158,Yes,481
526,Hospital_526,Kolhapur,Children,21.5,4.7,198,No,1503
527,Hospital_527,Thane,Emergency,2.79,4.3,176,No,1236
528,Hospital_528,Kolhapur,Cardiac,11.42,3.9,444,Yes,1700
529,Hospital_529,Mumbai,Emergency,2.12,4.9,32,No,1183
530,Hospital_530,Mumbai,Emergency,3.49,4.6,97,No,454
531,Hospital_531,Nagpur,Children,17.65,2.8,214,No,999
532,Hospital_532,Thane,Multi-Speciality,9.69,4.7,147,Yes,1966
533,Hospital_533,Mumbai,General,14.09,4.1,481,No,1868
534,Hospital_534,Nagpur,Multi-Speciality,18.25,3.9,0,No,994
535,Hospital_535,Nagpur,Multi-Speciality,17.5,4.5,37,Yes,994
536,Hospital_536,Mumbai,General,19.18,4.2,42,No,1841
537,Hospital_537,Kolhapur,General,4.52,4.0,153,No,1167
538,Hospital_538,Mumbai,Multi-Speciality,17.94,4.7,243,No,792
539,Hospital_539,Thane,Multi-Speciality,5.12,4.8,278,Yes,1820
540,Hospital_540,Nagpur,Emergency,7.72,2.6,400,No,1902
541,Hospital_541,Nagpur,Multi-Speciality,8.85,4.9,56,No,786
542,Hospital_542,Thane,Multi-Speciality,11.5,2.9,63,No,413
543,Hospital_543,Pune,General,12.43,4.9,244,Yes,1297
544,Hospital_544,Thane,Emergency,1.35,3.2,104,Yes,915
545,Hospital_545,Mumbai,Emergency,16.61,3.3,355,No,976
546,Hospital_546,Nashik,Children,22.39,4.3,446,Yes,1883
547,Hospital_547,Nashik,Children,8.62,3.8,139,Yes,604
548,Hospital_548,Mumbai,Multi-Speciality,13.35,4.5,274,Yes,1639
549,Hospital_549,Thane,Emergency,13.19,3.3,183,Yes,798
550,Hospital_550,Mumbai,Orthopedic,5.57,3.6,37,No,1835
551,Hospital_551,Pune,Cardiac,17.39,3.5,287,No,480
552,Hospital_552,Nagpur,Children,9.73,2.8,363,Yes,987
553,Hospital_553,Nashik,General,24.23,4.2,415,Yes,1068
554,Hospital_554,Kolhapur,Orthopedic,6.97,4.6,23,No,451
555,Hospital_555,Pune,General,8.74,4.2,421,Yes,298
556,Hospital_556,Nagpur,Multi-Speciality,10.48,3.2,241,Yes,1883
557,Hospital_557,Pune,Orthopedic,4.15,3.5,460,No,753
558,Hospital_558,Thane,Orthopedic,5.78,2.7,374,No,783
559,Hospital_559,Aurangabad,General,9.38,4.9,285,Yes,408
560,Hospital_560,Aurangabad,Emergency,14.67,2.9,78,No,1677
561,Hospital_561,Kolhapur,Orthopedic,1.33,3.1,214,No,641
562,Hospital_562,Pune,Orthopedic,4.8,3.9,27,No,1080
563,Hospital_563,Kolhapur,Cardiac,1.41,3.3,448,No,1509
564,Hospital_564,Kolhapur,Orthopedic,13.72,3.1,374,Yes,1677
565,Hospital_565,Kolhapur,Cardiac,17.56,3.4,192,No,335
566,Hospital_566,Nagpur,Multi-Speciality,1.43,2.8,127,Yes,1515
567,Hospital_567,Thane,Emergency,1.13,4.9,348,No,1604
568,Hospital_568,Kolhapur,General,2.4,4.5,4,No,265
569,Hospital_569,Pune,Orthopedic,13.05,4.2,84,Yes,784
570,Hospital_570,Aurangabad,Emergency,8.55,3.9,15,No,1743
571,Hospital_571,Nagpur,Orthopedic,10.04,4.0,91,No,968
572,Hospital_572,Aurangabad,Emergency,14.94,3.6,63,Yes,1563
573,Hospital_573,Nashik,Orthopedic,16.0,4.6,357,No,1895
574,Hospital_574,Nagpur,Children,5.9,4.3,293,No,1945
575,Hospital_575,Nagpur,Cardiac,14.59,3.2,173,Yes,921
576,Hospital_576,Nagpur,Orthopedic,5.68,4.5,325,Yes,1409
577,Hospital_577,Nagpur,Children,15.48,4.1,484,No,1996
578,Hospital_578,Aurangabad,General,8.15,4.6,166,No,1204
579,Hospital_579,Thane,Cardiac,19.95,2.6,442,No,1506
580,Hospital_580,Kolhapur,General,16.63,3.7,238,Yes,735
581,Hospital_581,Pune,General,6.79,3.1,329,No,1104
582,Hospital_582,Pune,Cardiac,5.86,3.2,332,No,266
583,Hospital_583,Nashik,Children,7.69,3.5,286,Yes,452
584,Hospital_584,Pune,Children,7.54,4.9,448,Yes,1863
585,Hospital_585,Nashik,Multi-Speciality,23.81,4.2,337,No,635
586,Hospital_586,Mumbai,Multi-Speciality,6.09,2.6,57,No,603
587,Hospital_587,Pune,Emergency,8.59,3.4,290,No,1532
588,Hospital_588,Mumbai,Multi-Speciality,2.77,2.7,161,No,1971
589,Hospital_589,Mumbai,Children,5.52,3.6,249,No,796
590,Hospital_590,Mumbai,Children,24.79,3.3,339,No,1836
591,Hospital_591,Thane,General,12.66,3.4,156,No,547
592,Hospital_592,Pune,Children,24.06,3.2,366,No,447
593,Hospital_593,Nashik,General,15.28,2.6,422,No,714
594,Hospital_594,Mumbai,Cardiac,12.72,3.0,206,Yes,496
595,Hospital_595,Mumbai,General,9.25,4.2,456,Yes,1439
596,Hospital_596,Nagpur,General,19.5,4.8,100,No,841
597,Hospital_597,Mumbai,Children,15.15,3.1,102,No,370
598,Hospital_598,Thane,Children,17.49,4.0,468,No,1632
599,Hospital_599,Aurangabad,Multi-Speciality,20.64,4.5,92,No,1350
600,Hospital_600,Nagpur,Emergency,7.46,4.2,274,No,1694
601,Hospital_601,Thane,Cardiac,6.56,3.5,365,No,1520
602,Hospital_602,Pune,Orthopedic,18.68,3.7,393,Yes,826
603,Hospital_603,Kolhapur,Emergency,23.11,2.8,12,Yes,1646
604,Hospital_604,Thane,Cardiac,13.74,2.9,159,No,518
605,Hospital_605,Nagpur,Orthopedic,9.37,5.0,83,No,1957
606,Hospital_606,Mumbai,Children,19.2,4.7,415,Yes,794
607,Hospital_607,Kolhapur,Children,22.07,4.8,430,No,636
608,Hospital_608,Nashik,Children,18.52,4.1,490,Yes,281
609,Hospital_609,Kolhapur,Cardiac,12.27,3.7,300,Yes,1828
610,Hospital_610,Nashik,Multi-Speciality,2.25,3.4,10,Yes,1298
611,Hospital_611,Thane,Children,11.33,3.5,250,No,1428
612,Hospital_612,Aurangabad,Children,14.02,3.1,96,Yes,1982
613,Hospital_613,Mumbai,Orthopedic,5.19,2.8,56,Yes,435
614,Hospital_614,Nagpur,Orthopedic,19.8,3.5,393,No,203
615,Hospital_615,Aurangabad,General,1.57,2.8,263,Yes,980
616,Hospital_616,Pune,Cardiac,22.85,4.9,214,No,677
617,Hospital_617,Thane,General,21.69,4.2,117,Yes,341
618,Hospital_618,Nagpur,General,17.66,2.9,272,No,1498
619,Hospital_619,Mumbai,General,10.55,4.2,411,No,648
620,Hospital_620,Aurangabad,Cardiac,0.54,3.4,52,Yes,1689
621,Hospital_621,Aurangabad,General,24.72,3.7,36,Yes,1695
622,Hospital_622,Kolhapur,Cardiac,6.37,4.2,216,Yes,958
623,Hospital_623,Aurangabad,Orthopedic,15.48,4.4,288,No,1753
624,Hospital_624,Mumbai,General,0.79,3.7,64,Yes,1307
625,Hospital_625,Kolhapur,Cardiac,19.55,3.0,247,Yes,284
626,Hospital_626,Pune,Cardiac,2.36,2.7,485,No,686
627,Hospital_627,Mumbai,General,9.56,4.0,375,Yes,1216
628,Hospital_628,Nashik,Cardiac,15.3,4.2,166,Yes,669
629,Hospital_629,Aurangabad,Cardiac,0.87,2.6,259,Yes,1794
630,Hospital_630,Thane,General,6.67,2.7,494,No,210
631,Hospital_631,Thane,Orthopedic,6.35,2.6,358,No,1061
632,Hospital_632,Pune,General,22.8,4.5,281,No,511
633,Hospital_633,Nagpur,General,2.38,3.2,260,No,1964
634,Hospital_634,Mumbai,Multi-Speciality,18.25,2.5,388,No,815
635,Hospital_635,Aurangabad,Cardiac,14.22,4.5,341,No,1325
636,Hospital_636,Nashik,Children,19.13,2.8,185,No,1385
637,Hospital_637,Pune,Multi-Speciality,22.28,4.8,191,Yes,1633
638,Hospital_638,Pune,Orthopedic,2.64,2.8,492,Yes,830
639,Hospital_639,Aurangabad,Multi-Speciality,7.25,4.8,191,No,679
640,Hospital_640,Nagpur,Children,4.27,4.5,98,Yes,1747
641,Hospital_641,Pune,Emergency,17.42,3.6,75,No,1146
642,Hospital_642,Nagpur,Orthopedic,3.61,2.5,311,Yes,1904
643,Hospital_643,Nagpur,Cardiac,4.49,3.4,171,No,529
644,Hospital_644,Aurangabad,General,18.03,4.0,197,No,696
645,Hospital_645,Kolhapur,Children,9.11,2.9,150,No,248
646,Hospital_646,Pune,General,2.81,3.3,425,Yes,800
647,Hospital_647,Aurangabad,Emergency,3.65,4.7,373,No,264
648,Hospital_648,Mumbai,Orthopedic,6.41,2.9,486,No,1946
649,Hospital_649,Kolhapur,Cardiac,13.22,2.7,294,Yes,1419
650,Hospital_650,Mumbai,Multi-Speciality,18.57,3.7,450,Yes,723
651,Hospital_651,Aurangabad,Children,15.27,4.4,109,No,580
652,Hospital_652,Nagpur,Orthopedic,14.24,4.1,233,Yes,1791
653,Hospital_653,Mumbai,Multi-Speciality,19.88,2.8,321,Yes,324
654,Hospital_654,Pune,Children,9.77,2.7,388,Yes,1928
655,Hospital_655,Aurangabad,Orthopedic,6.81,3.8,363,Yes,402
656,Hospital_656,Nashik,Multi-Speciality,12.47,3.6,157,No,205
657,Hospital_657,Nagpur,Children,13.35,3.9,406,Yes,1718
658,Hospital_658,Nagpur,Multi-Speciality,12.51,4.9,331,Yes,222
659,Hospital_659,Pune,General,18.88,4.3,213,Yes,1376
660,Hospital_660,Thane,Children,7.37,4.8,298,Yes,216
661,Hospital_661,Nagpur,Cardiac,21.38,3.1,129,No,1111
662,Hospital_662,Aurangabad,Orthopedic,4.56,3.1,291,No,1950
663,Hospital_663,Nagpur,Cardiac,13.93,3.6,159,No,1367
664,Hospital_664,Nagpur,Emergency,17.79,3.4,410,Yes,1893
665,Hospital_665,Kolhapur,Multi-Speciality,1.42,3.8,216,No,1890
666,Hospital_666,Nashik,Orthopedic,9.07,3.1,217,Yes,602
667,Hospital_667,Thane,Cardiac,18.78,2.7,97,Yes,1597
668,Hospital_668,Nashik,Cardiac,22.5,3.0,239,No,1843
669,Hospital_669,Nagpur,General,22.04,2.9,331,Yes,610
670,Hospital_670,Nashik,Emergency,16.82,4.7,319,Yes,1539
671,Hospital_671,Nashik,General,6.88,4.7,421,Yes,1805
672,Hospital_672,Mumbai,Multi-Speciality,14.85,4.2,390,No,1388
673,Hospital_673,Mumbai,Cardiac,9.72,3.7,12,Yes,423
674,Hospital_674,Kolhapur,General,5.55,3.1,154,Yes,738
675,Hospital_675,Aurangabad,Cardiac,3.1,3.1,423,Yes,246
676,Hospital_676,Nagpur,Cardiac,16.72,3.5,485,Yes,1247
677,Hospital_677,Pune,Children,23.89,3.0,269,No,1845
678,Hospital_678,Nagpur,Children,1.91,3.6,457,Yes,1777
679,Hospital_679,Aurangabad,General,0.76,3.7,110,No,663
680,Hospital_680,Nashik,Cardiac,16.7,3.1,154,Yes,1726
681,Hospital_681,Aurangabad,Multi-Speciality,13.9,2.7,203,Yes,507
682,Hospital_682,Aurangabad,Emergency,2.04,2.9,148,Yes,1432
683,Hospital_683,Aurangabad,Multi-Speciality,17.33,2.6,192,Yes,1336
684,Hospital_684,Aurangabad,Multi-Speciality,5.13,3.7,490,Yes,746
685,Hospital_685,Nagpur,Multi-Speciality,19.87,2.8,33,No,315
686,Hospital_686,Nashik,Emergency,17.72,3.3,362,Yes,230
687,Hospital_687,Nagpur,Multi-Speciality,13.91,3.4,420,Yes,1058
688,Hospital_688,Nashik,Cardiac,9.94,4.7,432,Yes,989
689,Hospital_689,Pune,General,23.4,4.3,130,Yes,942
690,Hospital_690,Thane,Emergency,16.9,2.7,470,No,1848
691,Hospital_691,Nagpur,Cardiac,10.57,5.0,166,Yes,900
692,Hospital_692,Mumbai,Emergency,4.57,3.0,399,Yes,974
693,Hospital_693,Nashik,General,20.29,3.8,89,No,550
694,Hospital_694,Kolhapur,Orthopedic,21.81,3.6,459,Yes,711
695,Hospital_695,Nashik,Orthopedic,1.25,4.3,367,Yes,494
696,Hospital_696,Kolhapur,Children,1.5,4.8,389,No,330
697,Hospital_697,Pune,General,4.67,4.1,195,No,1812
698,Hospital_698,Mumbai,Multi-Speciality,1.99,2.5,33,Yes,1965
699,Hospital_699,Thane,General,24.54,4.4,19,No,206
700,Hospital_700,Aurangabad,Orthopedic,19.63,4.3,146,Yes,543
701,Hospital_701,Kolhapur,Cardiac,23.75,3.2,464,Yes,536
702,Hospital_702,Aurangabad,Cardiac,7.0,2.8,105,No,1162
703,Hospital_703,Thane,General,4.39,4.0,267,No,809
704,Hospital_704,Thane,Children,23.58,3.3,324,No,613
705,Hospital_705,Aurangabad,Children,1.53,4.4,190,Yes,536
706,Hospital_706,Pune,Children,23.25,3.2,388,No,1823
707,Hospital_707,Pune,Cardiac,1.2,2.7,244,Yes,954
708,Hospital_708,Aurangabad,Cardiac,23.35,3.3,412,Yes,1231
709,Hospital_709,Mumbai,Children,2.77,2.9,165,Yes,1568
710,Hospital_710,Mumbai,Multi-Speciality,13.7,2.7,397,No,960
711,Hospital_711,Mumbai,Emergency,24.22,3.9,163,No,672
712,Hospital_712,Nagpur,Orthopedic,11.92,3.7,314,Yes,1411
713,Hospital_713,Kolhapur,Emergency,23.66,2.9,406,Yes,1399
714,Hospital_714,Aurangabad,Multi-Speciality,9.49,2.6,24,Yes,1209
715,Hospital_715,Mumbai,Emergency,12.52,4.4,207,Yes,1779
716,Hospital_716,Nashik,Multi-Speciality,22.05,3.2,440,No,1908
717,Hospital_717,Mumbai,Multi-Speciality,23.0,4.4,281,Yes,1406
718,Hospital_718,Aurangabad,Cardiac,11.3,3.1,281,Yes,1398
719,Hospital_719,Nashik,Children,19.86,3.1,7,Yes,1344
720,Hospital_720,Nashik,Children,18.06,4.6,200,No,1444
721,Hospital_721,Nashik,General,6.69,4.4,57,No,1513
722,Hospital_722,Kolhapur,Emergency,2.72,4.3,450,Yes,578
723,Hospital_723,Aurangabad,Orthopedic,21.45,4.1,106,No,591
724,Hospital_724,Nashik,Orthopedic,4.36,3.7,218,No,634
725,Hospital_725,Nashik,General,3.97,3.9,168,No,483
726,Hospital_726,Aurangabad,General,5.74,3.5,368,No,1950
727,Hospital_727,Thane,Emergency,9.53,3.7,491,Yes,377
728,Hospital_728,Kolhapur,Cardiac,9.3,3.1,63,No,1103
729,Hospital_729,Aurangabad,Emergency,9.61,4.5,394,Yes,808
730,Hospital_730,Aurangabad,Orthopedic,15.18,4.1,293,No,1299
731,Hospital_731,Nagpur,Cardiac,24.26,3.4,377,Yes,309
732,Hospital_732,Mumbai,Children,24.96,4.1,146,No,1901
733,Hospital_733,Nashik,Multi-Speciality,10.1,4.6,490,Yes,1187
734,Hospital_734,Kolhapur,Orthopedic,14.88,4.5,123,No,594
735,Hospital_735,Pune,General,18.1,3.6,96,Yes,1930
736,Hospital_736,Aurangabad,Multi-Speciality,13.88,4.6,142,Yes,1453
737,Hospital_737,Mumbai,Orthopedic,20.99,4.8,44,Yes,513
738,Hospital_738,Pune,General,17.1,3.5,395,No,1125
739,Hospital_739,Mumbai,Cardiac,7.17,3.3,81,Yes,1530
740,Hospital_740,Mumbai,Emergency,18.51,3.6,411,Yes,1824
741,Hospital_741,Kolhapur,Children,23.14,2.8,347,Yes,1901
742,Hospital_742,Thane,Multi-Speciality,2.96,3.3,118,Yes,825
743,Hospital_743,Aurangabad,Cardiac,5.54,4.1,42,No,290
744,Hospital_744,Nagpur,Multi-Speciality,7.95,4.1,364,Yes,1870
745,Hospital_745,Kolhapur,Orthopedic,1.32,3.9,37,No,292
746,Hospital_746,Aurangabad,Emergency,3.9,4.3,287,No,1224
747,Hospital_747,Mumbai,Emergency,24.76,4.9,158,No,1047
748,Hospital_748,Pune,General,8.95,4.5,276,Yes,1018
749,Hospital_749,Nashik,General,19.67,4.2,74,No,1975
750,Hospital_750,Nagpur,Multi-Speciality,15.78,4.5,75,Yes,308
751,Hospital_751,Aurangabad,Children,19.06,4.1,211,Yes,236
752,Hospital_752,Mumbai,Emergency,22.2,4.6,77,No,1602
753,Hospital_753,Nashik,Cardiac,7.52,3.4,55,Yes,1267
754,Hospital_754,Kolhapur,Multi-Speciality,24.14,3.8,336,Yes,1909
755,Hospital_755,Nashik,Children,18.79,3.9,200,Yes,938
756,Hospital_756,Nagpur,Cardiac,0.58,4.5,308,Yes,1393
757,Hospital_757,Pune,Orthopedic,18.02,3.3,490,No,1882
758,Hospital_758,Kolhapur,General,17.96,3.7,45,No,1574
759,Hospital_759,Nagpur,Orthopedic,16.96,4.9,181,No,1743
760,Hospital_760,Nagpur,Cardiac,6.82,4.4,159,Yes,465
761,Hospital_761,Mumbai,Orthopedic,17.13,4.5,254,Yes,974
762,Hospital_762,Pune,General,3.19,3.2,193,No,646
763,Hospital_763,Kolhapur,Emergency,8.52,3.9,147,No,1102
764,Hospital_764,Aurangabad,General,9.59,4.5,417,No,764
765,Hospital_765,Nagpur,Multi-Speciality,2.44,3.7,422,No,302
766,Hospital_766,Thane,Multi-Speciality,3.01,2.6,233,No,648
767,Hospital_767,Nashik,Emergency,18.89,3.9,232,Yes,702
768,Hospital_768,Kolhapur,Orthopedic,14.61,4.8,261,No,1343
769,Hospital_769,Pune,Emergency,11.8,2.6,30,Yes,243
770,Hospital_770,Thane,General,15.86,2.7,372,Yes,1927
771,Hospital_771,Pune,General,14.29,3.8,48,No,748
772,Hospital_772,Aurangabad,Children,18.95,4.2,197,No,578
773,Hospital_773,Pune,Orthopedic,9.17,3.0,168,No,1439
774,Hospital_774,Nashik,General,22.6,4.9,355,Yes,681
775,Hospital_775,Nashik,General,10.66,4.6,203,No,1273
776,Hospital_776,Aurangabad,Cardiac,12.38,3.7,196,No,1078
777,Hospital_777,Kolhapur,Emergency,14.86,3.6,381,Yes,1317
778,Hospital_778,Kolhapur,Cardiac,16.53,4.3,23,No,1313
779,Hospital_779,Nagpur,Multi-Speciality,17.92,3.4,462,Yes,1200
780,Hospital_780,Nagpur,Emergency,23.92,3.5,357,Yes,875
781,Hospital_781,Nagpur,Multi-Speciality,20.34,3.5,238,No,575
782,Hospital_782,Mumbai,Multi-Speciality,21.56,3.4,127,No,1432
783,Hospital_783,Mumbai,Children,1.74,4.4,299,Yes,1239
784,Hospital_784,Mumbai,Multi-Speciality,6.81,4.3,210,No,1842
785,Hospital_785,Mumbai,Orthopedic,23.99,3.3,280,Yes,1789
786,Hospital_786,Pune,Cardiac,18.47,3.9,303,Yes,982
