Date,Open,High,Low,Close,Volume
2024-01-24,104.41,105.23,103.53,104.09,291766
2024-01-25,103.09,104.18,102.42,103.42,245413
2024-01-26,104.61,106.4,104.57,105.35,407521
2024-01-29,102.51,104.35,102.38,104.31,355007
2024-01-30,105.91,106.53,105.63,105.93,262909
2024-01-31,104.93,105.99,102.62,103.83,115439
2024-02-01,105.91,106.1,104.13,104.87,188266
2024-02-02,107.35,107.91,106.42,107.64,252459
2024-02-05,102.54,104.9,101.41,102.91,171361
2024-02-06,101.77,102.12,101.23,101.48,262986
2024-02-07,101.97,103.72,101.41,102.59,247286
2024-02-08,102.45,102.91,101.06,102.26,408320
2024-02-09,103.47,104.32,102.08,103.0,79777
2024-02-12,102.68,104.4,101.9,101.93,306427
2024-02-13,102.08,103.44,101.64,102.14,207255
2024-02-14,101.78,103.44,100.5,101.9,470661
2024-02-15,103.55,105.66,103.26,104.1,248110
2024-02-16,104.11,104.95,102.02,104.63,399345
2024-02-19,105.17,106.05,103.62,105.31,459414
2024-02-20,104.82,105.26,104.56,104.59,464627
2024-02-21,104.29,106.49,103.19,103.72,231649
2024-02-22,102.47,102.97,102.37,102.96,328011
2024-02-23,104.68,104.95,103.65,103.75,112501
2024-02-26,102.85,103.77,101.78,103.01,195338
2024-02-27,103.59,104.44,103.4,103.6,351566
2024-02-28,107.04,107.6,106.39,107.52,216280
2024-02-29,107.67,110.07,105.79,109.26,171544
2024-03-01,109.25,109.48,107.64,108.68,474429
2024-03-04,111.57,112.37,110.23,111.08,188439
2024-03-05,110.13,110.68,110.09,110.32,305230
2024-03-06,106.37,107.22,106.13,106.33,85362
2024-03-07,104.78,105.32,103.55,104.45,300449
2024-03-08,100.04,101.68,99.86,100.99,363732
2024-03-11,100.08,100.59,99.36,100.4,219357
2024-03-12,100.96,100.99,100.24,100.48,176683
2024-03-13,102.79,104.76,101.71,103.56,306157
2024-03-14,104.41,104.66,103.96,104.23,255827
2024-03-15,103.02,103.91,102.86,103.87,252918
2024-03-18,105.76,107.98,104.4,105.47,348451
2024-03-19,101.3,102.23,101.07,101.32,392424
2024-03-20,100.82,103.0,100.15,101.8,463083
2024-03-21,103.99,104.82,102.74,103.27,368667
2024-03-22,100.13,100.8,99.48,100.57,449594
2024-03-25,102.19,104.14,101.32,102.69,265757
2024-03-26,103.49,103.8,101.61,103.37,157669
2024-03-27,103.36,103.68,101.56,102.65,258030
2024-03-28,103.24,103.91,101.65,103.87,208998
2024-03-29,108.21,109.27,107.11,108.17,153215
2024-04-01,108.85,109.81,108.51,108.57,148707
2024-04-02,109.57,110.12,107.98,109.11,456396
2024-04-03,108.38,109.52,107.66,108.27,142837
2024-04-04,106.43,106.84,105.65,106.66,430214
2024-04-05,107.77,109.0,106.71,108.31,480147
2024-04-08,106.75,106.81,106.36,106.7,467230
2024-04-09,106.2,107.95,105.29,106.89,295847
2024-04-10,104.16,106.41,103.66,106.02,277544
2024-04-11,107.27,107.31,105.02,106.99,392016
2024-04-12,108.27,108.32,106.41,107.69,399880
2024-04-15,108.19,110.5,107.1,109.75,317614
2024-04-16,108.14,110.75,107.15,108.8,277467
2024-04-17,108.73,109.25,107.48,108.32,196025
2024-04-18,107.78,107.97,105.61,106.47,285652
2024-04-19,105.68,106.7,105.39,105.67,481723
2024-04-22,105.98,106.86,105.78,106.44,405113
2024-04-23,107.83,109.57,107.12,107.94,141493
2024-04-24,107.08,107.61,105.6,106.21,318667
2024-04-25,107.5,108.47,105.74,107.92,267995
2024-04-26,110.08,111.66,110.08,110.61,238262
2024-04-29,111.17,112.05,110.47,111.49,490977
2024-04-30,114.65,115.48,113.93,115.31,343313
2024-05-01,113.85,114.4,113.05,113.76,95641
2024-05-02,112.36,114.34,110.31,111.27,204062
2024-05-03,107.97,108.75,106.6,107.76,79661
2024-05-06,110.55,111.85,110.18,110.72,194491
2024-05-07,111.88,112.66,111.85,112.08,326601
2024-05-08,110.97,113.04,110.87,112.02,379744
2024-05-09,113.24,113.42,112.48,112.64,153619
2024-05-10,110.37,110.42,110.02,110.42,388246
2024-05-13,115.21,115.89,114.57,115.33,83085
2024-05-14,117.88,118.51,114.98,115.66,147064
2024-05-15,116.15,116.84,115.03,115.95,231726
2024-05-16,116.99,117.59,116.72,117.52,449346
2024-05-17,118.29,119.03,117.16,118.59,155723
2024-05-20,119.95,121.35,118.28,119.13,183114
2024-05-21,117.58,118.24,116.21,117.5,382278
2024-05-22,117.53,119.3,117.2,118.55,355126
2024-05-23,123.3,123.39,120.69,122.63,377329
2024-05-24,125.15,127.08,125.11,125.66,83477
2024-05-27,130.78,131.21,127.36,129.32,164161
2024-05-28,129.03,129.92,127.23,128.2,364853
2024-05-29,125.64,127.39,124.8,125.98,209788
2024-05-30,126.72,127.43,124.99,125.76,390281
2024-05-31,126.0,126.44,124.39,125.95,348162
2024-06-03,129.15,129.64,127.84,128.49,189133
2024-06-04,125.0,125.3,124.05,124.64,189681
2024-06-05,127.48,128.61,126.84,128.13,347515
2024-06-06,127.34,128.04,127.1,127.83,291422
2024-06-07,127.7,128.02,126.16,126.92,395165
2024-06-10,124.42,126.36,124.0,124.67,464021
2024-06-11,120.72,122.05,120.46,121.02,320001
2024-06-12,122.16,123.06,121.83,122.87,192692
2024-06-13,123.41,124.33,122.73,123.09,58177
2024-06-14,121.78,122.79,120.18,120.3,473327
2024-06-17,116.8,117.93,116.37,117.55,301842
2024-06-18,116.92,118.61,116.44,116.9,400722
2024-06-19,121.49,121.7,120.29,120.47,139941
2024-06-20,119.91,120.78,118.96,119.97,308121
2024-06-21,117.1,117.71,116.75,116.78,61826
2024-06-24,115.58,117.34,114.83,116.32,194962
2024-06-25,116.11,116.84,114.78,115.81,394572
2024-06-26,110.12,110.57,109.9,110.25,176044
2024-06-27,110.85,112.09,110.01,110.19,239103
2024-06-28,110.57,110.59,109.1,109.79,387164
2024-07-01,112.95,113.77,110.84,111.22,55495
2024-07-02,115.38,116.22,114.6,114.98,78481
2024-07-03,117.6,119.03,116.85,117.37,192339
2024-07-04,117.0,117.47,116.44,116.86,430041
2024-07-05,114.35,115.53,113.59,114.59,286774
2024-07-08,120.2,120.83,119.81,119.95,187815
2024-07-09,119.93,120.96,119.58,120.14,498016
2024-07-10,120.35,121.41,120.23,120.23,153475
2024-07-11,121.19,122.05,118.23,120.24,229845
2024-07-12,120.0,120.9,119.85,120.73,369186
2024-07-15,121.3,121.84,118.34,120.48,99476
2024-07-16,120.24,121.37,118.95,119.29,273177
2024-07-17,118.09,119.02,117.41,118.18,340696
2024-07-18,116.66,118.73,116.31,118.17,246314
2024-07-19,116.64,117.96,116.35,117.07,488988
2024-07-22,116.53,116.96,114.52,115.63,486946
2024-07-23,115.89,117.17,114.72,115.91,210020
2024-07-24,114.74,116.22,114.07,115.43,257383
2024-07-25,118.26,119.78,117.7,118.61,119093
2024-07-26,113.58,114.09,112.89,113.01,119123
2024-07-29,115.67,116.25,114.98,115.29,66535
2024-07-30,117.77,118.59,116.8,117.93,378634
2024-07-31,113.34,114.12,112.55,113.59,96562
2024-08-01,112.68,113.18,111.65,112.95,431186
2024-08-02,111.63,112.73,110.9,112.25,306323
2024-08-05,110.52,111.41,109.41,109.46,401224
2024-08-06,107.78,109.68,107.71,107.98,308916
2024-08-07,106.65,106.95,105.82,105.88,239607
2024-08-08,110.27,111.65,109.14,109.27,280063
2024-08-09,111.83,111.92,110.11,111.17,91269
2024-08-12,113.47,114.01,113.4,113.77,130674
2024-08-13,115.58,116.21,114.27,115.3,354606
2024-08-14,113.0,113.29,112.64,113.02,446343
2024-08-15,111.4,112.3,111.24,112.01,335291
2024-08-16,113.27,113.93,111.94,113.05,488744
2024-08-19,109.84,110.91,109.31,110.62,127095
2024-08-20,112.89,113.18,111.33,112.09,294172
2024-08-21,111.35,112.08,109.14,111.66,250003
2024-08-22,111.1,112.47,110.73,110.97,140925
2024-08-23,112.63,113.31,111.29,112.44,116381
2024-08-26,113.22,113.95,113.08,113.4,149468
2024-08-27,113.11,114.03,112.24,112.72,292330
2024-08-28,114.8,115.35,114.03,115.13,375893
2024-08-29,113.53,113.57,111.84,112.94,481888
2024-08-30,113.33,114.37,112.37,114.25,63731
2024-09-02,115.62,115.92,114.72,115.53,436791
2024-09-03,116.28,117.61,114.65,114.94,497728
2024-09-04,114.98,116.68,114.45,115.67,101024
2024-09-05,112.67,114.32,112.37,113.13,166712
2024-09-06,115.42,116.0,114.21,115.07,151121
2024-09-09,114.86,116.09,114.54,114.74,315976
2024-09-10,113.96,114.31,112.75,113.72,82332
2024-09-11,116.26,117.28,114.58,115.92,62467
2024-09-12,114.95,116.8,113.67,114.51,91025
2024-09-13,112.41,113.33,110.92,111.66,194179
2024-09-16,108.86,109.08,108.47,108.59,127994
2024-09-17,109.67,110.75,109.4,109.83,144202
2024-09-18,107.79,107.91,106.9,107.35,93481
2024-09-19,112.06,112.08,109.6,110.8,445797
2024-09-20,106.62,107.0,106.26,106.7,125118
2024-09-23,109.37,111.39,109.34,110.01,436154
2024-09-24,111.22,111.95,109.22,110.49,494854
2024-09-25,110.27,111.7,109.11,110.35,173714
2024-09-26,107.9,109.76,107.65,109.32,451634
2024-09-27,110.72,111.96,108.28,110.16,274699
2024-09-30,109.79,110.47,108.9,110.14,210185
2024-10-01,112.32,114.27,112.18,112.39,134363
2024-10-02,112.9,113.46,109.75,112.67,435751
2024-10-03,113.16,113.96,110.95,113.03,375188
2024-10-04,112.83,113.36,112.19,112.35,261027
2024-10-07,112.0,112.4,111.9,112.29,323958
2024-10-08,113.32,115.09,112.07,112.97,411484
2024-10-09,109.38,109.99,107.89,109.55,322168
2024-10-10,107.42,108.33,105.54,106.94,244360
2024-10-11,108.83,110.12,106.88,108.43,421380
2024-10-14,108.21,110.53,107.67,108.82,107836
2024-10-15,109.22,109.22,108.01,108.51,319579
2024-10-16,108.25,109.48,107.82,108.6,305095
2024-10-17,109.87,111.04,108.4,109.33,382745
2024-10-18,108.57,109.21,107.29,108.33,311176
2024-10-21,108.04,108.46,104.88,106.86,433015
2024-10-22,107.15,108.35,106.41,107.29,299717
2024-10-23,105.24,106.88,104.54,105.46,184479
2024-10-24,106.27,106.76,104.56,106.29,411087
2024-10-25,102.89,103.81,102.77,103.08,82940
2024-10-28,105.55,107.22,104.38,105.04,55666
2024-10-29,104.96,106.44,104.86,105.99,349266
2024-10-30,105.86,106.82,105.47,106.53,430791
2024-10-31,107.77,108.77,107.64,108.47,206164
2024-11-01,112.41,113.81,111.44,111.77,441897
2024-11-04,115.04,115.83,112.64,113.87,435546
2024-11-05,110.09,110.52,109.46,110.15,256717
2024-11-06,107.56,108.07,107.11,107.67,413334
2024-11-07,106.56,106.6,106.24,106.52,412612
2024-11-08,107.36,107.84,106.48,106.62,441351
2024-11-11,107.07,109.84,106.21,107.67,76505
2024-11-12,106.46,106.72,106.16,106.31,86713
2024-11-13,107.35,107.55,104.86,106.72,497603
2024-11-14,105.64,106.61,105.18,105.33,355313
2024-11-15,104.34,104.66,103.03,104.22,254354
2024-11-18,102.24,102.41,100.43,101.63,127511
2024-11-19,98.37,101.4,97.91,99.99,494958
2024-11-20,98.01,99.24,97.35,97.61,352666
2024-11-21,95.57,96.3,94.61,95.95,262204
2024-11-22,96.74,97.93,96.39,97.81,300694
2024-11-25,96.49,96.54,95.66,96.19,299836
2024-11-26,101.63,101.99,99.21,100.8,284561
2024-11-27,101.66,101.9,101.57,101.74,411541
2024-11-28,102.71,103.34,100.46,102.13,53880
2024-11-29,101.58,102.5,100.38,100.6,486670
2024-12-02,102.73,103.24,101.9,101.92,498927
2024-12-03,101.91,102.42,100.66,100.92,93539
2024-12-04,101.64,102.29,101.18,101.19,290056
2024-12-05,105.95,106.71,105.21,105.9,269057
2024-12-06,104.76,106.31,104.07,105.77,64799
2024-12-09,107.85,108.23,107.66,108.01,154843
2024-12-10,106.16,107.4,106.15,106.7,493942
2024-12-11,108.08,108.11,105.85,106.69,98784
2024-12-12,110.02,110.54,108.88,110.14,163034
2024-12-13,109.03,109.48,108.37,108.95,486549
2024-12-16,112.93,113.11,112.06,112.56,484044
2024-12-17,114.08,114.27,113.14,114.05,250598
2024-12-18,114.1,114.78,112.5,112.95,104362
2024-12-19,113.87,114.46,113.16,114.3,103997
2024-12-20,116.49,117.93,115.65,116.35,231413
2024-12-23,117.19,118.18,115.53,117.72,462289
2024-12-24,113.54,114.71,113.11,114.45,414543
2024-12-25,112.59,113.24,110.94,113.01,326693
2024-12-26,112.53,112.78,111.43,112.56,369064
2024-12-27,112.18,112.52,110.31,112.46,266398
2024-12-30,113.3,114.21,113.23,113.78,310464
2024-12-31,113.23,115.0,113.1,114.2,463532
2025-01-01,111.45,112.09,111.16,111.51,207255
2025-01-02,111.32,113.41,110.39,112.33,406004
2025-01-03,114.14,115.09,112.55,113.62,74624
2025-01-06,114.88,115.33,114.4,114.82,243587
2025-01-07,116.09,117.44,115.58,117.11,284784
2025-01-08,118.71,119.66,118.41,118.93,96705
2025-01-09,119.43,121.22,118.58,119.97,139326
2025-01-10,120.11,120.55,119.71,119.88,469972
2025-01-13,117.29,117.46,115.14,116.36,372534
2025-01-14,115.99,117.87,115.45,117.31,118369
2025-01-15,117.89,118.42,117.42,117.81,251893
2025-01-16,118.33,118.84,118.09,118.45,321733
2025-01-17,116.25,117.11,115.56,115.78,163012
2025-01-20,113.73,113.76,113.58,113.59,457332
2025-01-21,115.28,116.58,114.98,115.8,385325
2025-01-22,115.55,116.3,115.4,115.77,225858
2025-01-23,116.69,118.93,116.49,117.25,275758
2025-01-24,118.13,118.47,116.44,117.37,173711
2025-01-27,117.51,117.79,116.54,117.49,126425
2025-01-28,120.9,121.08,118.21,119.53,473502
2025-01-29,118.44,121.04,116.92,118.48,65994
2025-01-30,118.24,119.08,117.09,118.75,161915
2025-01-31,116.75,118.77,116.6,117.82,435105
2025-02-03,115.69,117.05,114.87,116.96,154672
2025-02-04,115.26,118.02,114.79,116.36,338783
2025-02-05,117.08,117.15,116.86,116.89,329349
2025-02-06,116.29,117.07,114.11,115.94,368821
2025-02-07,117.49,119.49,116.88,118.62,82930
2025-02-10,117.39,117.91,116.01,116.77,123313
2025-02-11,116.1,116.54,115.17,116.43,274923
2025-02-12,115.67,116.26,115.18,115.57,163153
2025-02-13,119.78,121.45,117.82,118.64,330460
2025-02-14,119.76,120.07,119.02,119.12,470520
2025-02-17,121.19,123.17,119.97,121.39,282911
2025-02-18,117.57,118.97,115.88,118.2,146058
2025-02-19,117.3,119.29,116.94,118.83,137876
2025-02-20,120.27,121.15,120.15,120.79,135366
2025-02-21,120.88,121.41,120.49,121.03,63403
2025-02-24,122.68,125.32,121.52,123.41,392196
2025-02-25,122.23,122.6,121.84,122.33,298550
2025-02-26,125.55,126.4,125.22,125.49,311420
2025-02-27,130.57,130.8,130.52,130.75,385639
2025-02-28,129.45,131.42,129.26,129.96,213004
2025-03-03,129.11,129.17,128.29,128.98,408234
2025-03-04,132.77,134.58,131.18,132.42,348845
2025-03-05,135.36,137.61,134.09,136.25,446601
2025-03-06,136.18,136.25,134.51,135.04,302396
2025-03-07,134.0,135.1,132.74,134.08,107241
2025-03-10,133.48,133.88,132.96,133.47,191439
2025-03-11,130.86,132.64,130.1,130.31,115030
2025-03-12,128.4,129.35,127.67,128.22,227577
2025-03-13,126.68,128.27,124.92,125.96,214404
2025-03-14,124.5,124.77,122.87,124.29,257397
2025-03-17,123.81,124.51,122.85,124.27,478484
2025-03-18,125.13,125.43,124.46,124.86,468779
2025-03-19,127.52,130.36,126.26,128.4,155185
2025-03-20,126.24,127.88,125.78,126.16,86404
2025-03-21,128.43,130.74,127.44,128.46,105182
2025-03-24,127.87,128.19,127.55,128.03,345135
2025-03-25,127.88,128.28,127.25,127.98,154601
2025-03-26,128.13,131.17,127.41,129.6,228735
2025-03-27,126.62,128.54,125.63,127.04,378030
2025-03-28,128.05,129.25,126.58,127.98,172002
2025-03-31,128.55,128.77,126.77,128.43,395992
2025-04-01,128.83,130.77,127.98,129.63,467343
2025-04-02,131.36,131.98,129.23,130.37,369836
2025-04-03,135.49,137.11,134.99,136.2,275461
2025-04-04,135.48,136.14,134.54,134.7,349644
2025-04-07,133.82,134.4,131.95,133.48,345929
2025-04-08,131.54,132.63,130.99,132.05,134146
2025-04-09,132.19,133.07,130.28,130.8,97997
2025-04-10,128.43,130.5,127.1,129.36,57170
2025-04-11,132.92,133.16,131.02,132.19,194375
2025-04-14,136.45,137.78,135.24,135.64,383887
2025-04-15,133.77,134.87,133.61,134.31,85187
2025-04-16,133.48,134.24,130.89,132.37,246106
2025-04-17,133.36,133.81,132.73,133.56,182965
2025-04-18,132.53,133.78,131.53,132.3,194825
2025-04-21,134.08,134.29,133.66,133.87,88090
2025-04-22,134.32,135.0,133.83,134.43,371556
2025-04-23,131.46,131.97,130.0,130.83,303478
2025-04-24,135.18,136.37,134.53,134.54,368174
2025-04-25,137.5,139.71,137.26,138.95,67509
2025-04-28,138.57,139.02,137.08,137.49,118653
2025-04-29,135.24,136.94,134.45,136.6,218001
2025-04-30,138.22,139.15,137.02,137.37,441770
2025-05-01,139.2,140.19,136.44,138.27,491507
2025-05-02,139.06,140.57,138.9,139.97,316186
2025-05-05,144.75,146.54,143.6,145.11,243646
2025-05-06,143.76,145.46,142.16,144.72,349345
2025-05-07,142.53,143.24,142.35,142.71,273354
2025-05-08,138.98,141.56,137.76,139.24,64016
2025-05-09,138.12,138.77,135.85,137.48,337166
2025-05-12,138.55,138.58,136.65,137.46,282034
2025-05-13,143.16,144.2,140.62,141.97,77938
2025-05-14,140.25,141.78,139.18,140.72,224750
2025-05-15,141.18,142.11,140.91,141.36,430315
2025-05-16,139.96,141.72,138.24,141.39,310710
2025-05-19,143.78,144.7,143.56,144.48,282320
2025-05-20,152.0,154.72,150.76,151.13,373864
2025-05-21,151.21,153.78,149.55,149.76,417658
2025-05-22,147.41,149.24,145.24,148.51,237877
2025-05-23,150.84,151.93,149.77,151.38,183058
2025-05-26,153.29,156.68,153.21,153.31,126478
2025-05-27,158.75,159.39,157.81,158.49,455377
2025-05-28,159.45,160.91,156.65,160.23,463905
2025-05-29,159.68,161.45,159.07,159.28,177101
2025-05-30,160.59,161.54,160.41,161.05,406843
2025-06-02,164.33,164.85,163.21,164.34,241996
2025-06-03,167.4,167.59,165.93,166.85,411417
2025-06-04,168.47,171.34,167.67,168.46,255380
2025-06-05,171.33,172.83,170.23,171.78,282200
2025-06-06,175.36,175.78,172.69,175.48,113745
2025-06-09,179.84,180.66,179.27,179.93,182283
2025-06-10,181.72,187.84,180.26,182.12,443445
2025-06-11,181.38,184.7,179.36,181.67,431116
2025-06-12,183.99,186.52,181.2,182.24,491758
2025-06-13,186.91,187.34,185.65,186.29,457561
2025-06-16,183.31,184.06,182.76,183.64,151489
2025-06-17,185.72,185.79,184.13,184.95,81819
2025-06-18,183.37,184.36,183.17,183.73,97779
2025-06-19,185.21,186.06,181.46,183.92,263493
2025-06-20,188.66,189.16,186.83,188.24,404388
2025-06-23,188.86,191.28,186.42,188.99,115584
2025-06-24,189.75,190.89,188.75,189.24,463166
2025-06-25,182.96,185.32,181.02,184.7,196245
2025-06-26,186.01,188.97,183.92,187.27,298815
2025-06-27,188.19,190.23,187.3,189.54,370176
2025-06-30,197.19,199.17,195.86,197.02,427218
2025-07-01,198.06,198.91,193.81,196.03,411417
2025-07-02,199.53,200.11,196.55,196.9,340180
2025-07-03,198.64,199.8,196.28,197.88,304957
2025-07-04,204.21,205.45,202.22,203.6,121356
2025-07-07,201.15,204.47,198.74,203.35,195364
2025-07-08,203.81,207.5,203.66,204.47,53052
2025-07-09,205.84,207.1,205.69,206.81,356521
2025-07-10,206.84,208.72,205.93,207.61,248910
2025-07-11,205.84,206.21,204.27,206.05,379963
2025-07-14,206.28,209.01,206.19,206.87,425833
2025-07-15,208.47,212.18,205.37,210.97,196692
2025-07-16,208.11,209.35,206.81,207.18,80461
2025-07-17,206.44,208.1,205.87,207.78,332894
2025-07-18,205.56,205.66,202.62,205.26,59472
2025-07-21,212.39,212.55,209.34,209.78,381407
2025-07-22,203.01,204.55,202.46,204.13,162036
2025-07-23,199.11,202.37,197.58,202.18,238674
2025-07-24,203.31,204.01,202.55,203.66,337667
2025-07-25,210.88,213.54,207.52,209.5,211838
2025-07-28,211.81,213.48,209.07,209.35,415406
2025-07-29,205.84,208.81,204.73,207.37,116060
2025-07-30,215.13,215.91,211.87,214.49,321223
2025-07-31,208.42,210.5,206.94,209.01,189471
2025-08-01,200.71,202.38,199.49,200.84,372870
2025-08-04,205.75,207.19,202.43,202.53,405050
2025-08-05,198.99,203.17,198.37,200.8,328676
2025-08-06,197.51,198.47,195.24,197.21,434833
2025-08-07,200.39,200.75,197.69,199.83,93162
2025-08-08,202.11,204.76,200.24,200.8,446965
2025-08-11,198.98,199.61,197.63,198.86,323497
2025-08-12,194.74,196.29,193.79,194.38,162313
2025-08-13,197.07,198.27,195.13,197.53,78477
2025-08-14,200.26,201.29,198.99,199.94,205642
2025-08-15,199.27,199.99,195.46,199.68,136373
2025-08-18,207.19,207.73,205.74,206.42,454653
2025-08-19,202.1,204.41,200.62,202.55,219176
2025-08-20,197.53,197.67,196.24,197.09,244442
2025-08-21,194.7,199.39,194.03,194.73,54551
2025-08-22,195.98,196.28,194.23,194.67,118359
2025-08-25,195.56,198.17,193.56,195.62,498096
2025-08-26,192.79,196.75,192.0,194.87,193988
2025-08-27,197.68,198.91,194.89,196.2,176150
2025-08-28,190.83,192.59,187.5,191.88,222517
2025-08-29,196.19,199.36,195.29,196.96,359780
2025-09-01,196.06,198.26,195.15,196.77,341829
2025-09-02,202.48,205.31,199.84,200.82,363278
2025-09-03,199.57,203.67,199.42,202.16,401060
2025-09-04,207.76,208.16,203.53,203.93,157967
2025-09-05,207.42,209.31,204.28,206.12,144455
2025-09-08,208.16,210.0,207.57,207.88,308835
2025-09-09,210.32,211.78,209.09,210.39,483209
2025-09-10,215.9,216.95,212.27,215.53,225405
2025-09-11,217.08,218.0,216.32,216.4,289646
2025-09-12,220.12,221.98,217.92,219.27,239937
2025-09-15,219.76,221.91,217.96,219.03,361900
2025-09-16,224.93,225.4,224.16,224.81,435007
2025-09-17,221.93,222.82,221.37,222.19,111192
2025-09-18,229.29,230.55,225.83,229.5,241758
2025-09-19,229.18,232.79,225.49,229.45,360877
2025-09-22,225.18,225.66,221.35,223.66,285161
2025-09-23,225.08,228.53,223.57,224.28,338137
2025-09-24,217.74,221.77,215.82,221.65,211564
2025-09-25,226.0,228.47,224.49,225.11,202053
2025-09-26,222.84,226.38,222.43,222.58,336287
2025-09-29,220.88,222.51,220.25,220.9,241349
2025-09-30,213.0,213.68,212.68,213.5,157044
2025-10-01,213.3,215.45,211.01,211.87,231062
2025-10-02,203.88,205.26,200.38,202.73,178406
2025-10-03,196.14,197.91,195.25,197.05,119351
2025-10-06,200.34,200.66,198.17,199.85,231071
2025-10-07,201.59,203.2,199.4,202.77,284085
2025-10-08,202.74,206.51,200.08,204.43,283883
2025-10-09,200.22,202.15,195.17,200.97,120309
2025-10-10,201.94,202.41,199.1,200.9,455662
2025-10-13,202.14,204.81,200.6,200.99,211805
2025-10-14,197.5,199.02,193.62,196.9,169156
2025-10-15,203.21,203.4,201.43,202.33,388144
2025-10-16,206.26,206.41,204.72,205.62,491848
2025-10-17,204.12,206.76,200.98,204.91,71576
2025-10-20,205.64,209.61,203.84,205.11,53320
2025-10-21,206.97,209.48,203.2,205.98,191822
2025-10-22,199.41,200.37,197.76,198.51,153002
2025-10-23,199.14,199.25,194.6,197.73,234535
2025-10-24,196.23,196.56,194.23,195.4,76572
2025-10-27,192.38,193.85,188.8,191.98,330092
2025-10-28,192.33,192.45,191.06,191.1,166528
2025-10-29,197.35,197.79,194.07,197.38,219898
2025-10-30,198.7,201.74,198.19,199.75,139051
2025-10-31,197.61,198.33,195.01,197.8,340011
