Customer_ID,Age,Annual_Income,Employment_Years,Credit_Score,Credit_Amount,Interest_Rate,Loan_Term_Months,Existing_Loans,Debt_to_Income_Ratio,Late_Payments,Credit_Utilization,Bank_Account_Balance,Previous_Default,Loan_Purpose,Default
C001193,23,87128,0.0,756,58974,16.32,36,0,0.57,2,0.718,428666,1,Medical,1
C001194,41,71579,11.5,644,459495,20.59,12,1,0.439,0,0.733,309934,0,Education,1
C001195,43,71884,4.3,712,52378,25.48,36,4,0.291,4,0.498,116527,0,Auto,1
C001196,46,205325,8.2,745,22552,22.83,36,2,0.355,1,0.12,360378,0,Personal,0
C001197,69,91694,13.0,658,388578,15.87,60,1,0.207,0,0.518,343920,0,Education,1
C001198,42,109452,3.9,732,227420,10.67,36,0,0.351,3,0.307,488495,0,Personal,0
C001199,40,129664,6.2,763,493234,14.92,60,3,0.544,0,0.427,176040,0,Business,1
C001200,65,144724,6.9,815,487657,24.35,24,1,0.507,1,0.457,356676,0,Personal,1
C001201,50,92801,10.5,677,264064,14.77,60,3,0.329,1,0.253,296397,0,Education,1
C001202,52,40573,5.5,704,116398,24.89,60,1,0.375,0,0.629,164049,0,Home,1
C001203,68,148876,8.9,653,151933,27.62,84,1,0.281,0,0.599,187815,0,Personal,0
C001204,22,244470,12.4,644,24701,23.02,24,1,0.247,0,0.335,465336,0,Home,0
C001205,68,48648,14.4,790,310161,5.82,84,1,0.4,1,0.535,26117,0,Personal,0
C001206,60,58070,7.3,696,465699,22.83,36,1,0.262,0,0.461,29719,0,Personal,0
C001207,59,240850,15.1,629,401648,22.15,36,1,0.161,1,0.74,86652,0,Education,0
C001208,58,183601,9.5,683,411548,22.11,48,2,0.236,0,0.487,399429,0,Home,0
C001209,50,203397,10.5,632,39929,18.21,48,1,0.702,0,0.112,30826,0,Personal,0
C001210,52,238609,10.5,703,261382,8.29,36,2,0.138,2,0.674,94397,0,Auto,0
C001211,47,175263,9.6,726,279338,10.72,36,3,0.485,1,0.331,360099,0,Personal,1
C001212,32,102319,9.6,640,475259,27.03,48,3,0.302,1,0.261,178166,0,Personal,0
C001213,66,160736,9.9,810,151974,7.39,36,1,0.234,1,0.313,433229,0,Business,0
C001214,43,89330,8.8,795,229260,8.76,12,0,0.459,1,0.179,394401,0,Personal,0
C001215,35,175489,3.7,627,272816,9.6,72,3,0.479,2,0.792,232710,0,Auto,1
C001216,55,141349,9.8,552,87893,23.8,48,2,0.148,0,0.188,181965,1,Education,1
C001217,61,111047,10.5,690,403956,21.51,48,1,0.207,1,0.776,271463,0,Personal,0
C001218,63,46502,7.0,707,493985,15.0,24,2,0.518,3,0.399,124667,0,Home,1
C001219,23,132936,15.2,678,148441,7.79,48,2,0.373,2,0.741,156958,0,Home,0
C001220,35,231208,7.3,813,99597,12.21,72,0,0.435,1,0.151,52424,0,Business,0
C001221,25,22418,5.9,503,171171,15.03,60,1,0.498,0,0.731,276512,0,Personal,0
C001222,48,127924,15.0,621,463561,7.59,72,1,0.338,2,0.606,430603,0,Auto,1
C001223,60,23931,7.4,614,121779,8.48,84,0,0.544,1,0.241,119616,0,Auto,0
C001224,30,101389,16.3,624,234833,20.29,60,3,0.366,1,0.442,127277,0,Medical,0
C001225,66,65441,0.0,733,358330,22.74,60,0,0.465,0,0.442,293891,0,Medical,1
C001226,42,136207,9.9,602,131649,9.02,48,2,0.608,1,0.647,269059,0,Home,1
C001227,23,112915,1.0,822,337617,14.96,60,0,0.277,2,0.412,135639,0,Home,0
C001228,59,225736,9.0,607,339039,9.23,84,0,0.328,0,0.547,64067,0,Auto,0
C001229,58,53173,15.1,610,288987,8.34,36,0,0.405,0,0.448,243325,1,Home,1
C001230,56,90036,14.7,719,75950,10.65,84,2,0.475,1,0.487,182060,0,Personal,0
C001231,64,76111,7.9,676,414257,13.52,84,0,0.511,0,0.488,77354,0,Home,0
C001232,22,232660,10.7,793,179718,22.45,84,2,0.31,1,0.532,107819,0,Home,0
C001233,45,188059,0.0,594,455976,13.63,72,0,0.604,1,0.299,125420,0,Business,1
C001234,58,224165,0.8,729,457548,5.27,12,2,0.518,1,0.644,494143,0,Personal,1
C001235,50,54715,8.8,645,297070,15.04,24,0,0.346,0,0.289,439977,0,Home,0
C001236,26,67044,2.0,649,254793,26.2,72,2,0.214,2,0.535,198374,0,Home,0
C001237,35,227015,8.1,743,107952,14.57,72,2,0.425,0,0.585,400852,0,Personal,0
C001238,41,26031,0.0,749,72295,27.81,24,1,0.238,3,0.345,62949,1,Education,0
C001239,40,180908,6.9,746,321724,7.14,84,2,0.641,0,0.772,480714,0,Business,1
C001240,33,36926,11.8,720,346019,20.83,12,2,0.552,2,0.595,32672,0,Business,1
C001241,31,27562,2.9,587,440667,26.59,48,1,0.425,0,0.433,159865,0,Auto,1
C001242,24,21193,0.0,682,240499,12.94,48,3,0.342,3,0.442,46108,1,Personal,1
C001243,54,18708,13.8,723,137317,5.26,24,2,0.093,0,0.695,13678,0,Education,0
C001244,34,242877,7.5,698,121101,20.49,48,0,0.226,2,0.416,10057,0,Personal,0
C001245,58,234208,0.0,698,290544,15.27,84,1,0.334,2,0.278,136890,1,Home,1
C001246,32,123020,8.1,580,225567,11.83,12,0,0.306,2,0.429,71615,0,Auto,0
C001247,34,169130,1.9,655,159412,9.75,60,3,0.521,0,0.107,213027,0,Medical,0
C001248,34,182594,8.3,640,166183,20.81,36,2,0.237,2,0.644,145582,1,Home,1
C001249,45,159843,15.9,663,145367,13.89,36,1,0.594,1,0.173,322319,0,Home,1
C001250,39,70822,11.8,645,397941,13.25,72,3,0.288,0,0.13,271855,0,Medical,0
C001251,38,185906,11.7,652,347136,15.67,84,3,0.495,1,0.352,104202,0,Auto,0
C001252,69,218152,9.2,574,262892,24.09,48,1,0.47,0,0.485,182558,0,Home,1
C001253,32,107442,6.2,812,17555,16.29,48,2,0.492,0,0.767,492376,0,Home,0
C001254,23,213673,2.5,628,449181,27.71,48,1,0.03,2,0.381,354774,0,Education,1
C001255,57,170498,4.3,593,264829,7.91,60,1,0.666,0,0.728,9908,0,Home,1
C001256,29,42416,1.8,747,148168,7.0,48,3,0.219,1,0.089,340786,0,Education,0
C001257,49,143644,10.7,741,448597,9.77,24,0,0.643,0,0.529,32271,1,Education,1
C001258,48,138344,0.3,642,177359,13.31,84,0,0.317,1,0.136,277424,0,Personal,0
C001259,42,204354,3.2,606,179721,25.72,36,1,0.346,1,0.881,281750,0,Home,1
C001260,21,228442,9.7,718,339543,12.65,12,1,0.285,2,0.473,167375,0,Business,1
C001261,32,33939,0.0,635,166400,22.86,24,4,0.655,2,0.854,209575,1,Medical,1
C001262,24,234416,0.5,743,371095,8.85,48,0,0.42,2,0.328,236731,0,Personal,0
C001263,44,217497,12.9,637,404156,17.06,36,1,0.621,1,0.375,145594,0,Medical,0
C001264,23,69575,4.8,656,212793,19.01,12,1,0.627,1,0.556,446917,0,Personal,1
C001265,26,47315,8.3,761,489993,27.08,36,2,0.166,1,0.067,400009,0,Home,1
C001266,21,32219,9.3,542,132034,14.86,72,4,0.354,3,0.718,357676,0,Home,1
C001267,37,56571,4.0,646,198728,6.3,36,1,0.383,4,0.222,396813,0,Home,1
C001268,23,35154,2.5,667,342413,5.99,84,1,0.098,2,0.57,345658,0,Education,0
C001269,23,163547,12.3,632,239114,10.19,60,3,0.124,2,0.584,168667,0,Business,1
C001270,29,52059,9.9,732,70529,13.18,48,1,0.431,1,0.249,167210,1,Auto,1
C001271,38,114129,0.0,648,108404,13.29,12,3,0.434,1,0.221,307888,0,Auto,1
C001272,53,242592,6.1,590,320957,5.4,36,5,0.487,0,0.501,87815,0,Business,1
C001273,63,246593,12.7,689,213878,17.77,36,2,0.512,1,0.582,326916,0,Home,1
C001274,46,58131,0.0,792,196036,14.37,12,0,0.488,1,0.276,242320,0,Business,0
C001275,42,243144,13.1,648,422719,10.02,24,0,0.677,2,0.212,257433,0,Auto,0
C001276,21,61699,6.9,662,371464,20.12,84,0,0.125,3,0.054,299211,0,Education,1
C001277,39,122964,0.0,633,22266,13.51,84,2,0.08,2,0.297,126604,0,Education,0
C001278,26,74790,0.5,677,308377,8.23,12,1,0.393,2,0.476,119447,1,Auto,1
C001279,46,86912,11.4,779,77034,25.33,36,0,0.633,1,0.266,178408,0,Medical,0
C001280,41,221281,4.9,714,277366,23.38,48,1,0.265,0,0.637,276819,1,Personal,0
C001281,25,36093,4.4,671,473361,6.97,12,1,0.266,1,0.478,344103,0,Business,0
C001282,38,147404,14.5,771,385913,21.71,48,0,0.458,1,0.293,397023,0,Auto,0
C001283,65,48905,8.1,742,115407,12.86,60,0,0.251,0,0.182,79112,0,Auto,0
C001284,35,96726,11.6,626,63775,6.01,36,1,0.461,2,0.542,496850,0,Auto,0
C001285,40,240347,10.6,668,462843,21.65,84,1,0.494,1,0.73,94216,0,Personal,1
C001286,68,52475,11.9,745,43555,16.41,36,2,0.493,1,0.465,358023,0,Personal,0
C001287,48,126712,5.8,644,414897,22.1,24,3,0.02,0,0.654,425605,0,Auto,1
C001288,57,219979,14.8,568,169982,8.56,60,1,0.581,1,0.302,104321,0,Education,0
C001289,29,144721,5.5,650,240516,11.08,48,1,0.336,1,0.291,13415,0,Personal,0
C001290,46,147911,6.3,734,368640,20.58,48,1,0.391,0,0.627,121468,0,Personal,0
C001291,40,100039,2.8,619,306648,12.35,36,2,0.133,2,0.352,58319,0,Auto,0
C001292,63,31871,2.1,713,491691,25.46,84,2,0.434,1,0.473,410990,0,Personal,1
C001293,27,201776,6.1,660,307367,6.68,24,2,0.65,3,0.369,129314,1,Business,1
C001294,29,223069,3.2,651,95949,26.0,72,5,0.51,3,0.356,140425,0,Education,1
C001295,53,141534,2.7,796,363306,9.65,60,1,0.494,0,0.192,158788,0,Home,1
C001296,42,200600,0.0,640,475961,19.7,72,1,0.083,2,0.553,37719,0,Auto,1
C001297,21,58301,11.8,676,231424,16.11,48,2,0.579,1,0.517,107461,0,Education,0
C001298,28,53118,6.8,601,347636,24.4,60,0,0.487,2,0.473,266329,0,Home,1
C001299,54,226610,2.0,743,429543,11.99,24,1,0.291,1,0.571,152898,0,Home,1
C001300,68,206186,9.4,697,291094,26.92,84,2,0.843,1,0.717,72345,0,Personal,1
C001301,59,105251,11.5,692,11315,20.28,48,0,0.421,0,0.68,222474,0,Personal,0
C001302,45,141874,4.2,775,124036,16.25,84,2,0.309,3,0.345,92486,0,Home,0
C001303,53,155355,13.9,659,325529,24.67,24,0,0.616,1,0.272,274126,0,Business,0
C001304,29,99092,2.5,810,148954,24.54,36,1,0.406,0,0.556,482655,0,Home,0
C001305,64,71951,6.0,655,405174,7.76,48,1,0.171,0,0.172,386908,0,Auto,0
C001306,64,137557,7.4,725,185296,23.42,72,1,0.262,2,0.076,490648,0,Auto,0
C001307,69,206424,3.5,711,331672,16.31,60,1,0.428,1,0.708,185802,0,Home,0
C001308,37,214210,0.0,731,57818,22.52,24,2,0.225,2,0.393,110869,0,Home,0
C001309,31,38324,4.1,797,75372,11.86,24,4,0.95,1,0.161,424349,0,Auto,1
C001310,39,92301,8.1,718,248297,6.6,48,1,0.395,0,0.434,17689,0,Personal,0
C001311,42,39947,7.9,648,87535,7.73,24,1,0.639,2,0.599,136512,0,Auto,0
C001312,29,200203,7.6,568,163771,16.97,12,2,0.557,0,0.346,497355,0,Personal,1
C001313,30,52306,7.4,471,46994,27.67,24,2,0.415,3,0.252,325381,0,Home,1
C001314,45,142974,10.8,696,381594,6.15,24,0,0.388,1,0.457,150914,0,Home,1
C001315,41,76666,3.9,615,373932,24.59,60,1,0.65,1,0.185,94821,0,Personal,0
C001316,31,26355,12.8,753,193194,19.76,84,1,0.227,0,0.584,450627,1,Personal,0
C001317,40,114333,1.3,729,84296,26.02,24,2,0.289,2,0.329,353408,0,Education,0
C001318,32,119514,1.6,612,233672,9.78,48,0,0.558,2,0.083,141419,0,Home,1
C001319,59,34855,18.1,723,234514,19.83,72,4,0.431,1,0.657,416093,0,Auto,0
C001320,35,89157,8.1,709,440298,7.05,48,2,0.75,0,0.764,315156,0,Home,0
C001321,26,38794,13.1,620,289599,19.37,12,1,0.25,0,0.497,431979,0,Business,1
C001322,37,21083,9.7,611,384068,10.92,24,2,0.514,1,0.416,315610,0,Home,1
C001323,25,207860,8.9,516,228309,19.73,60,2,0.316,0,0.687,332882,0,Personal,1
C001324,35,101393,8.7,690,457505,16.95,60,0,0.02,0,0.378,237722,0,Auto,0
C001325,52,134686,7.9,676,394641,8.18,84,2,0.165,1,0.374,257366,0,Home,0
C001326,68,207998,0.0,479,420357,14.02,84,2,0.445,0,0.465,26867,0,Auto,1
C001327,23,30521,7.4,619,86181,11.94,60,3,0.02,0,0.32,325475,0,Education,0
C001328,23,100166,2.2,736,353037,22.56,60,1,0.272,2,0.218,51540,0,Personal,1
C001329,35,51329,7.5,646,491423,18.17,36,1,0.02,0,0.201,132030,0,Auto,0
C001330,68,186298,8.0,753,310485,9.8,60,0,0.386,1,0.652,439428,0,Education,1
C001331,52,88174,14.2,746,56011,13.58,48,2,0.433,3,0.13,358935,1,Medical,0
C001332,28,54236,5.8,815,26877,17.22,60,2,0.42,0,0.2,309596,0,Personal,0
C001333,26,179786,8.2,672,378572,12.48,60,3,0.379,0,0.138,72985,0,Education,0
C001334,25,67056,14.0,715,479044,26.87,36,3,0.513,1,0.176,317452,0,Auto,0
C001335,67,244488,0.0,681,378702,12.93,36,4,0.373,1,0.354,491574,0,Auto,0
C001336,36,127082,10.3,598,459560,20.04,60,2,0.382,1,0.382,361155,0,Home,1
C001337,66,100044,8.4,673,91353,26.54,36,2,0.547,2,0.71,375799,0,Medical,1
C001338,37,183326,9.4,616,102100,16.28,72,1,0.419,3,0.712,425086,0,Home,1
C001339,59,55967,8.8,738,300275,21.56,72,1,0.555,2,0.225,57777,0,Personal,1
C001340,25,244253,3.1,654,436975,22.02,48,3,0.19,1,0.635,134427,0,Auto,1
C001341,44,194276,9.0,671,280357,14.12,12,1,0.068,2,0.828,98865,0,Medical,1
C001342,47,109344,0.7,568,422479,12.56,12,2,0.321,1,0.664,273218,0,Auto,1
C001343,45,147922,0.0,614,379420,5.99,48,1,0.403,1,0.325,104307,1,Personal,1
C001344,41,148812,9.5,751,142518,23.77,12,0,0.449,0,0.422,394795,0,Personal,0
C001345,66,79771,0.0,752,247688,22.98,60,0,0.239,0,0.629,66221,0,Medical,0
C001346,28,177051,7.5,719,78911,21.31,60,0,0.101,1,0.132,161811,1,Home,1
C001347,66,44939,5.5,525,45492,26.13,24,1,0.192,0,0.66,250152,0,Education,0
C001348,54,243950,6.5,683,494957,20.0,84,2,0.496,1,0.167,198725,0,Auto,0
C001349,35,237861,0.0,850,371939,23.64,36,0,0.119,2,0.292,123969,0,Home,1
C001350,55,144035,7.4,760,265420,18.08,12,1,0.195,0,0.452,364820,0,Auto,0
C001351,46,162187,14.6,637,145522,19.67,36,0,0.181,0,0.601,38970,0,Medical,0
C001352,56,87142,10.8,599,326872,20.94,84,0,0.351,0,0.509,432389,0,Home,0
C001353,54,50319,2.2,850,137688,15.04,72,1,0.459,1,0.399,293413,0,Personal,0
C001354,55,84790,3.3,543,121338,21.19,84,0,0.295,0,0.57,268665,0,Education,0
C001355,35,211383,3.3,636,382156,5.33,72,1,0.218,3,0.077,287245,0,Education,0
C001356,23,41384,16.6,661,458534,15.48,84,2,0.438,1,0.227,133028,0,Personal,0
C001357,61,128142,4.4,547,158811,21.98,84,3,0.261,1,0.667,343412,0,Personal,0
C001358,29,246746,8.5,665,259157,12.01,12,2,0.104,0,0.359,486991,0,Personal,1
C001359,56,132153,4.1,693,406603,11.98,60,2,0.496,1,0.363,384604,0,Personal,1
C001360,63,147712,13.7,762,102087,15.36,36,4,0.533,0,0.494,49079,0,Auto,0
C001361,46,153019,7.4,656,306821,13.87,24,0,0.176,0,0.52,31550,0,Personal,1
C001362,30,80501,8.8,631,95878,10.24,72,2,0.166,1,0.812,132251,0,Auto,1
C001363,50,230233,9.6,569,295326,17.2,24,2,0.378,0,0.245,209921,0,Personal,1
C001364,62,62978,6.1,748,309871,27.19,72,1,0.081,3,0.578,403526,0,Business,0
C001365,56,237043,1.2,718,84569,26.06,24,0,0.356,2,0.322,289106,0,Education,0
C001366,37,174413,0.0,639,423804,17.9,72,3,0.645,1,0.192,101886,0,Auto,0
C001367,45,124127,13.2,612,171641,21.49,60,2,0.302,2,0.13,72154,0,Auto,0
C001368,31,173042,3.9,605,24184,8.59,24,4,0.17,3,0.503,10042,0,Personal,1
C001369,67,31901,9.9,796,171822,7.49,84,1,0.476,1,0.406,458576,0,Personal,1
C001370,51,50598,4.3,780,97504,12.94,48,2,0.396,1,0.421,373627,0,Home,0
C001371,32,236664,7.9,699,364851,23.0,36,3,0.577,2,0.348,81266,0,Home,1
C001372,45,161608,4.1,618,196463,12.11,24,1,0.305,1,0.171,466820,0,Home,0
C001373,46,49785,9.6,656,358659,19.5,84,1,0.523,1,0.601,7831,0,Business,1
C001374,59,207626,12.9,594,174165,11.51,24,0,0.475,0,0.189,201718,0,Home,0
C001375,33,195013,7.7,668,369064,14.98,12,2,0.02,0,0.372,8580,1,Education,0
C001376,50,163606,4.2,611,135392,8.81,84,1,0.464,2,0.367,479009,0,Personal,1
C001377,23,107518,8.4,695,400839,15.39,84,3,0.266,3,0.35,193464,0,Personal,1
C001378,51,66762,7.2,713,342063,8.35,24,1,0.507,1,0.04,302401,0,Education,0
C001379,41,150433,14.3,614,223640,14.02,60,4,0.186,1,0.785,38360,0,Personal,1
C001380,66,226112,0.0,639,41551,19.86,84,3,0.493,2,0.573,51871,0,Home,0
C001381,55,220850,9.8,630,348087,17.12,60,3,0.876,4,0.234,24863,1,Home,1
C001382,49,243080,1.2,773,258194,13.1,36,3,0.646,1,0.209,460981,0,Personal,1
C001383,33,96788,8.8,698,81432,26.07,84,3,0.258,1,0.595,453609,0,Personal,1
C001384,50,72254,6.4,716,407149,18.55,60,3,0.478,2,0.769,66799,0,Personal,1
C001385,26,110521,8.8,519,106331,19.2,48,1,0.159,1,0.696,214561,0,Home,0
C001386,31,213303,11.3,613,465687,27.46,84,1,0.324,0,0.297,256876,1,Personal,0
C001387,31,215694,2.8,566,282916,25.93,12,3,0.538,2,0.54,42618,0,Education,1
C001388,24,233084,8.2,628,313069,19.62,84,2,0.526,4,0.407,392214,1,Personal,1
C001389,42,51460,6.1,636,193959,27.75,60,1,0.151,0,0.232,338194,0,Business,0
C001390,54,212476,12.4,624,324435,21.3,36,1,0.691,2,0.549,272625,0,Auto,1
C001391,50,104169,12.2,619,158344,21.01,84,0,0.103,1,0.274,354328,0,Home,0
C001392,25,69271,7.3,715,236260,23.44,24,0,0.232,3,0.643,341500,0,Auto,0
C001393,51,187450,5.7,560,8372,14.84,48,1,0.805,2,0.488,394128,0,Home,1
C001394,48,142821,4.7,850,351174,5.15,12,1,0.272,2,0.225,177232,1,Home,1
C001395,51,124801,11.4,708,160308,18.93,36,3,0.517,1,0.481,102905,1,Education,1
C001396,43,228413,13.6,792,13085,12.12,84,3,0.322,0,0.515,278538,0,Auto,0
C001397,23,144263,7.9,577,200303,23.71,60,3,0.598,4,0.338,129089,0,Home,1
C001398,55,116326,5.5,689,143127,16.79,12,2,0.261,0,0.338,125916,0,Personal,0
C001399,41,93485,6.6,724,488576,14.21,84,2,0.42,1,0.32,325608,0,Medical,0
C001400,41,36347,4.4,569,337699,9.31,24,1,0.627,0,0.032,201406,0,Education,1
C001401,30,117100,6.2,712,164301,21.0,60,2,0.136,1,0.31,426118,0,Auto,0
C001402,32,58210,0.0,665,15581,9.14,24,1,0.216,4,0.234,443274,0,Personal,0
C001403,47,68708,0.0,756,241960,5.21,12,2,0.436,2,0.473,186480,0,Auto,0
C001404,57,62698,0.0,526,394035,19.33,12,1,0.377,0,0.252,284672,0,Medical,0
C001405,32,35860,2.6,518,332860,14.38,24,2,0.262,1,0.284,30046,0,Personal,1
C001406,43,109937,3.9,799,327139,10.04,36,0,0.366,1,0.376,4897,0,Business,0
C001407,42,95533,6.9,589,219428,20.66,48,2,0.234,0,0.699,327949,0,Business,0
C001408,43,179453,6.0,809,57932,14.94,60,2,0.222,3,0.242,137456,0,Home,0
C001409,43,231734,6.1,677,434279,22.66,84,0,0.351,3,0.66,198573,0,Medical,1
C001410,35,202945,6.5,679,453078,23.39,24,1,0.422,0,0.396,100585,0,Home,0
C001411,46,96986,6.3,659,6906,21.86,36,0,0.338,1,0.467,470934,0,Personal,0
C001412,48,37132,13.6,684,122448,22.9,72,1,0.505,0,0.342,419529,1,Home,1
C001413,33,178542,10.7,700,25918,16.23,24,3,0.454,0,0.38,65257,0,Business,0
C001414,55,110323,0.9,654,247643,7.03,24,5,0.3,1,0.537,427205,0,Auto,0
C001415,57,46778,10.0,706,182895,8.82,24,2,0.473,0,0.318,273290,0,Home,0
C001416,64,106281,7.1,742,426787,27.23,36,0,0.43,0,0.24,67066,0,Personal,0
C001417,58,143490,6.2,666,14235,19.75,36,1,0.242,3,0.367,169356,0,Personal,0
C001418,24,43461,5.6,653,107171,18.93,72,1,0.063,0,0.686,170873,0,Personal,0
C001419,34,168041,7.1,601,81488,10.26,48,1,0.066,0,0.453,469410,0,Business,0
C001420,67,245591,1.7,586,375287,13.0,60,0,0.367,1,0.796,328299,0,Education,0
C001421,57,22363,5.8,685,441381,16.48,72,1,0.35,1,0.776,20974,0,Auto,0
C001422,28,226997,7.5,651,226160,8.68,72,2,0.648,1,0.801,73025,0,Personal,1
C001423,54,158229,1.7,745,444595,9.16,24,1,0.593,1,0.567,412135,0,Home,1
C001424,22,86851,10.0,840,219202,15.87,60,0,0.615,0,0.2,303379,0,Business,0
C001425,28,47973,11.3,675,372098,8.51,84,2,0.288,3,0.348,257323,0,Medical,0
C001426,45,114800,5.2,763,378688,7.18,24,3,0.509,0,0.459,108653,0,Personal,0
C001427,47,151161,12.1,715,283088,5.59,36,0,0.637,0,0.793,7625,1,Medical,1
C001428,31,44847,4.0,651,491903,15.73,60,1,0.573,1,0.391,451781,0,Education,1
C001429,37,28831,11.7,638,388638,10.75,12,1,0.331,0,0.673,494440,0,Home,0
C001430,50,20159,11.9,658,25081,17.55,84,6,0.603,3,0.291,384027,0,Home,0
C001431,58,59107,11.3,694,235627,15.11,48,2,0.404,0,0.178,206267,0,Personal,1
C001432,30,156867,14.5,715,275247,20.21,84,2,0.434,1,0.429,139518,0,Business,0
C001433,54,47854,7.2,772,342052,16.88,72,0,0.12,1,0.643,217924,0,Auto,0
C001434,35,121307,9.6,579,305823,17.37,12,1,0.067,0,0.221,76147,0,Personal,0
C001435,42,85766,3.1,769,61698,24.44,72,0,0.082,2,0.265,243829,0,Auto,0
C001436,45,99213,7.6,672,132607,24.14,24,2,0.711,1,0.843,412523,0,Home,1
C001437,34,212627,7.6,701,395168,20.96,24,2,0.124,4,0.138,173977,0,Medical,1
C001438,45,206865,8.7,715,277000,16.71,24,2,0.236,1,0.799,205827,0,Medical,1
C001439,65,164766,8.0,723,483422,6.83,48,0,0.638,1,0.279,366990,0,Medical,0
C001440,37,224662,1.7,663,412917,12.31,60,0,0.395,2,0.316,62650,0,Home,1
C001441,63,65469,9.6,666,21002,21.8,84,1,0.192,0,0.388,393634,0,Auto,0
C001442,22,72706,7.5,688,198682,26.48,24,0,0.384,1,0.336,157938,0,Medical,0
C001443,49,166638,13.8,544,230967,20.5,48,1,0.235,3,0.043,60696,0,Home,0
C001444,41,144214,8.7,679,144146,12.19,84,0,0.447,2,0.237,392154,0,Business,1
C001445,68,71879,14.0,741,295010,21.55,24,2,0.02,0,0.54,32240,0,Medical,0
C001446,22,172240,9.5,596,206675,12.82,72,1,0.416,0,0.561,137390,0,Business,0
C001447,52,185958,14.1,623,458405,11.62,60,3,0.332,1,0.531,203698,0,Business,1
C001448,28,83118,7.6,641,223359,17.2,60,2,0.326,3,0.169,376858,0,Business,1
C001449,56,21124,4.3,536,143844,20.33,48,1,0.22,3,0.833,119781,0,Home,1
C001450,47,229554,0.6,407,273708,15.57,60,1,0.287,0,0.228,308710,0,Home,0
C001451,47,135135,11.9,674,401800,6.86,48,2,0.222,1,0.731,94427,0,Personal,0
C001452,62,85436,3.0,589,25608,22.73,24,2,0.053,0,0.233,199393,0,Personal,1
C001453,43,174208,1.1,632,411552,10.96,72,0,0.522,1,0.255,243788,0,Home,0
C001454,32,112797,6.9,756,51648,8.77,12,1,0.294,4,0.593,186574,0,Personal,0
C001455,26,42506,10.0,780,130931,16.05,72,1,0.39,0,0.044,148394,0,Auto,0
C001456,63,66260,0.0,780,349496,20.99,48,2,0.06,2,0.229,411358,0,Education,0
C001457,44,69491,11.4,643,238012,15.05,60,3,0.056,1,0.51,275815,0,Auto,0
C001458,57,189083,8.3,850,197499,16.07,24,0,0.145,0,0.415,390925,0,Business,0
C001459,45,249479,13.0,728,46948,26.91,48,1,0.22,0,0.869,101224,0,Auto,0
C001460,40,114408,12.6,644,189748,11.62,84,2,0.419,1,0.135,281589,0,Personal,0
C001461,67,156646,3.7,792,474715,14.12,60,2,0.02,1,0.792,161230,0,Personal,0
C001462,65,190322,11.1,713,72425,20.7,72,0,0.435,3,0.466,431211,0,Medical,0
C001463,57,57767,14.2,537,376862,17.05,24,3,0.365,1,0.446,374661,0,Home,1
C001464,26,53177,0.0,659,61763,22.69,84,1,0.229,1,0.246,65013,0,Personal,0
C001465,41,54930,5.2,684,344579,22.04,72,3,0.224,1,0.562,179580,0,Education,0
C001466,51,40083,6.0,621,57046,5.22,84,1,0.159,0,0.432,107146,0,Auto,0
C001467,53,152346,8.8,705,87946,24.23,60,0,0.265,0,0.667,417691,0,Auto,0
C001468,68,126884,2.5,684,178117,15.58,24,1,0.244,1,0.411,177746,0,Home,0
C001469,37,105115,0.0,779,393735,19.29,48,1,0.491,0,0.109,156945,0,Personal,1
C001470,53,211645,11.6,596,144803,13.0,48,2,0.542,1,0.154,237576,0,Home,0
C001471,69,193656,1.5,702,26580,5.93,12,2,0.473,0,0.385,117274,0,Home,0
C001472,22,93410,4.2,633,302595,10.55,72,1,0.542,2,0.582,46925,0,Business,1
C001473,60,72783,13.4,659,222135,10.53,48,0,0.391,2,0.448,73569,1,Personal,1
C001474,53,225582,0.0,601,195782,19.96,48,2,0.401,0,0.26,88917,0,Auto,1
C001475,22,92268,4.1,656,83378,21.44,84,1,0.058,0,0.205,309648,0,Personal,0
C001476,65,156457,7.6,625,333544,8.38,60,0,0.323,1,0.225,46508,0,Home,0
C001477,34,78644,0.0,768,401142,10.12,72,2,0.528,2,0.418,17082,0,Personal,1
C001478,23,134258,11.3,524,184830,18.95,60,2,0.439,1,0.33,119926,0,Personal,1
C001479,46,33655,9.3,607,31733,12.96,12,1,0.497,1,0.378,43166,1,Personal,0
C001480,44,111537,2.2,713,249323,21.74,12,2,0.436,1,0.515,388748,0,Auto,1
C001481,32,33467,11.5,680,124796,5.76,72,6,0.478,4,0.234,44394,0,Personal,1
C001482,29,248555,14.2,758,324701,10.18,24,2,0.53,1,0.108,187934,0,Auto,1
C001483,24,101916,0.1,614,254225,13.25,12,2,0.472,2,0.627,241273,0,Home,1
C001484,25,146228,6.0,588,466170,5.95,12,0,0.084,0,0.278,142685,0,Education,0
C001485,25,76735,10.0,700,73236,20.24,48,2,0.381,4,0.554,170660,0,Education,1
C001486,32,215201,5.4,703,224127,5.24,24,5,0.371,1,0.369,214066,0,Personal,0
C001487,65,87564,8.3,785,377943,9.15,84,1,0.02,0,0.606,449435,1,Personal,0
C001488,31,236013,1.5,682,267620,21.26,48,3,0.607,2,0.256,370032,0,Business,1
C001489,48,195057,0.0,646,168016,13.63,12,2,0.39,1,0.543,473179,0,Home,0
C001490,47,230366,12.9,684,34205,24.14,24,2,0.432,0,0.512,285772,0,Auto,1
