Customer_ID,Age_Group,Gender,City,Customer_Segment,Product_Category,Product_Brand,Device_Type,Membership_Type,Browsing_Category,Previous_Purchase_Category,Price_Range,Discount_Available,Review_Rating,Browsing_Time_Min,Purchase_Frequency,Recommended
C011434,46-55,Male,Bengaluru,Regular,Sports,Brand_B,Mobile,Basic,Home,Books,Low,Yes,4.8,15.5,1,0
C011435,18-25,Male,Bengaluru,Premium,Fashion,Brand_A,Desktop,Platinum,Books,None,Premium,No,1.2,23.8,3,1
C011436,56+,Female,Ahmedabad,Regular,Fashion,Brand_E,Mobile,Gold,Beauty,Fashion,Medium,Yes,4.6,14.0,4,1
C011437,46-55,Female,Kolkata,Premium,Grocery,Brand_F,Desktop,Basic,Beauty,Electronics,Low,Yes,3.2,25.3,5,1
C011438,36-45,Female,Delhi,New,Grocery,Brand_A,Desktop,Basic,Books,Sports,Low,No,4.4,9.5,7,0
C011439,26-35,Female,Kolkata,Regular,Beauty,Brand_A,Mobile,Basic,Books,Books,Low,No,4.0,25.4,3,1
C011440,26-35,Female,Nagpur,Premium,Grocery,Brand_F,Mobile,Silver,Grocery,Sports,Premium,No,4.6,15.5,5,0
C011441,56+,Male,Pune,Premium,Home,Brand_E,Mobile,Platinum,Sports,Electronics,Premium,No,1.0,26.2,1,0
C011442,56+,Male,Nagpur,New,Books,Brand_E,Desktop,Gold,Books,Fashion,Low,No,4.9,16.7,5,1
C011443,26-35,Male,Pune,VIP,Home,Brand_B,Mobile,Silver,Sports,Beauty,Low,Yes,4.0,17.9,4,1
C011444,26-35,Female,Jaipur,VIP,Grocery,Brand_F,Mobile,Basic,Beauty,Electronics,High,No,1.8,30.3,2,0
C011445,26-35,Male,Mumbai,VIP,Fashion,Brand_F,Mobile,Silver,Electronics,Grocery,Low,No,1.0,9.0,5,1
C011446,18-25,Other,Hyderabad,New,Sports,Brand_D,Mobile,Gold,Fashion,Fashion,High,No,2.7,27.1,4,1
C011447,26-35,Female,Kolkata,Regular,Books,Brand_A,Mobile,Platinum,Beauty,Grocery,Low,Yes,1.6,19.6,3,1
C011448,46-55,Female,Chennai,VIP,Home,Brand_B,Mobile,Basic,Grocery,Fashion,High,Yes,3.0,22.3,4,1
C011449,36-45,Female,Kolkata,Regular,Electronics,Brand_B,Mobile,Basic,Beauty,Books,Premium,No,1.9,24.2,1,1
C011450,46-55,Male,Jaipur,Premium,Sports,Brand_C,Desktop,Gold,Grocery,Sports,High,No,2.9,12.5,0,1
C011451,56+,Male,Pune,New,Electronics,Brand_A,Mobile,Silver,Fashion,Electronics,Low,Yes,2.2,19.1,3,1
C011452,36-45,Male,Nagpur,Regular,Beauty,Brand_B,Mobile,Basic,Electronics,Grocery,Low,No,1.6,11.3,1,1
C011453,56+,Male,Delhi,Regular,Electronics,Brand_E,Mobile,Basic,Books,Grocery,Medium,Yes,4.4,24.1,1,1
C011454,46-55,Female,Mumbai,New,Home,Brand_B,Mobile,Basic,Home,Grocery,Low,No,4.1,37.7,5,1
C011455,26-35,Female,Delhi,Premium,Sports,Brand_D,Mobile,Gold,Sports,Beauty,Low,No,4.2,14.4,0,1
C011456,36-45,Male,Kolkata,New,Home,Brand_F,Mobile,Basic,Grocery,Sports,High,No,4.6,39.9,4,1
C011457,18-25,Female,Delhi,Premium,Books,Brand_E,Mobile,Silver,Home,Sports,High,No,2.0,12.4,2,0
C011458,26-35,Female,Bengaluru,Regular,Grocery,Brand_F,Mobile,Gold,Grocery,Books,Medium,Yes,1.4,24.7,2,1
C011459,36-45,Female,Bengaluru,New,Fashion,Brand_A,Tablet,Gold,Grocery,Fashion,Medium,No,4.9,4.2,3,1
C011460,46-55,Female,Nagpur,Regular,Sports,Brand_F,Mobile,Platinum,Fashion,None,Medium,No,4.5,21.3,2,1
C011461,36-45,Male,Kolkata,New,Home,Brand_D,Mobile,Silver,Electronics,Fashion,Low,Yes,3.5,12.4,1,1
C011462,26-35,Male,Pune,Regular,Electronics,Brand_A,Mobile,Silver,Beauty,Sports,Low,Yes,4.9,7.9,1,1
C011463,18-25,Female,Nagpur,New,Beauty,Brand_D,Mobile,Platinum,Books,Books,Medium,No,1.5,26.8,2,1
C011464,56+,Female,Kolkata,Regular,Electronics,Brand_F,Desktop,Basic,Books,Sports,High,Yes,3.2,16.3,0,1
C011465,18-25,Male,Chennai,New,Electronics,Brand_C,Desktop,Gold,Sports,Grocery,Medium,Yes,2.3,10.9,4,0
C011466,26-35,Female,Chennai,Regular,Fashion,Brand_D,Desktop,Basic,Sports,Home,Medium,Yes,4.6,16.6,3,1
C011467,18-25,Male,Mumbai,New,Grocery,Brand_F,Mobile,Silver,Grocery,None,High,No,1.1,17.4,3,1
C011468,18-25,Male,Chennai,Regular,Electronics,Brand_C,Mobile,Basic,Books,Fashion,Low,Yes,3.5,19.6,2,1
C011469,46-55,Female,Delhi,Regular,Fashion,Brand_D,Mobile,Gold,Sports,Fashion,Low,No,1.6,29.7,4,1
C011470,18-25,Female,Delhi,Regular,Beauty,Brand_B,Mobile,Gold,Sports,Books,High,Yes,3.4,19.8,5,1
C011471,56+,Female,Delhi,VIP,Sports,Brand_E,Mobile,Silver,Sports,Fashion,High,No,2.8,35.8,5,1
C011472,56+,Female,Delhi,Premium,Electronics,Brand_B,Mobile,Platinum,Grocery,Grocery,Medium,No,3.2,6.7,4,0
C011473,46-55,Female,Jaipur,Regular,Home,Brand_C,Mobile,Basic,Home,Books,Low,Yes,2.9,37.9,5,1
C011474,56+,Female,Jaipur,Premium,Grocery,Brand_E,Tablet,Basic,Books,Fashion,Medium,Yes,3.4,16.5,0,1
C011475,56+,Female,Hyderabad,Regular,Fashion,Brand_B,Desktop,Basic,Beauty,Books,High,No,3.4,7.9,5,1
C011476,36-45,Male,Ahmedabad,New,Grocery,Brand_E,Mobile,Basic,Fashion,Grocery,High,No,4.8,17.2,3,1
C011477,18-25,Male,Bengaluru,Regular,Beauty,Brand_A,Mobile,Gold,Sports,None,Premium,No,3.8,8.3,2,0
C011478,26-35,Male,Chennai,New,Sports,Brand_D,Desktop,Basic,Books,Books,Premium,Yes,3.2,11.3,2,1
C011479,46-55,Male,Hyderabad,Regular,Books,Brand_D,Desktop,Basic,Fashion,Electronics,Low,Yes,3.3,19.6,2,0
C011480,46-55,Male,Ahmedabad,Regular,Home,Brand_C,Tablet,Silver,Grocery,Sports,Medium,No,4.4,24.7,0,0
C011481,18-25,Female,Chennai,Regular,Home,Brand_D,Mobile,Basic,Home,Beauty,Medium,No,1.4,6.1,5,1
C011482,46-55,Male,Chennai,Premium,Grocery,Brand_C,Mobile,Gold,Sports,Fashion,Medium,No,4.3,23.1,3,1
C011483,26-35,Female,Mumbai,Regular,Home,Brand_A,Mobile,Basic,Books,Grocery,Low,No,3.6,12.6,2,0
C011484,18-25,Female,Ahmedabad,Regular,Home,Brand_F,Tablet,Silver,Beauty,Home,Low,No,1.4,36.6,4,1
C011485,46-55,Male,Hyderabad,New,Fashion,Brand_E,Mobile,Platinum,Books,Books,High,No,1.4,5.4,2,0
C011486,26-35,Female,Jaipur,New,Books,Brand_D,Mobile,Basic,Home,Home,Premium,No,4.3,25.3,7,0
C011487,26-35,Male,Jaipur,Regular,Fashion,Brand_E,Desktop,Basic,Electronics,Sports,Low,No,2.5,7.3,3,0
C011488,46-55,Female,Ahmedabad,New,Sports,Brand_C,Mobile,Silver,Grocery,Home,Medium,No,4.8,10.4,4,1
C011489,56+,Female,Hyderabad,VIP,Grocery,Brand_F,Mobile,Gold,Fashion,Grocery,Medium,No,3.4,10.1,4,1
C011490,36-45,Female,Kolkata,New,Books,Brand_B,Desktop,Basic,Beauty,Sports,High,No,4.1,8.9,3,1
C011491,56+,Male,Kolkata,Regular,Beauty,Brand_F,Mobile,Silver,Beauty,Fashion,Medium,No,4.8,18.1,2,0
C011492,36-45,Male,Hyderabad,VIP,Sports,Brand_B,Tablet,Platinum,Grocery,None,Premium,Yes,4.9,23.3,3,1
C011493,26-35,Other,Delhi,Premium,Grocery,Brand_B,Mobile,Basic,Electronics,Beauty,Medium,No,3.2,8.5,2,0
C011494,46-55,Male,Delhi,VIP,Fashion,Brand_B,Desktop,Basic,Beauty,Fashion,High,No,3.9,9.9,2,1
C011495,46-55,Male,Pune,New,Fashion,Brand_D,Tablet,Silver,Home,Home,Premium,No,2.3,14.7,3,1
C011496,36-45,Female,Bengaluru,VIP,Home,Brand_C,Desktop,Silver,Beauty,Books,Premium,No,5.0,5.2,4,1
C011497,26-35,Female,Pune,New,Sports,Brand_B,Mobile,Gold,Sports,None,Low,No,3.3,5.5,5,1
C011498,56+,Other,Chennai,New,Beauty,Brand_E,Mobile,Gold,Electronics,Electronics,High,No,4.8,15.6,4,0
C011499,46-55,Male,Nagpur,Premium,Beauty,Brand_D,Mobile,Silver,Grocery,Books,Premium,No,3.5,16.8,2,0
C011500,36-45,Male,Ahmedabad,New,Books,Brand_A,Mobile,Basic,Beauty,Grocery,Premium,Yes,1.3,2.7,6,1
C011501,56+,Male,Kolkata,Regular,Electronics,Brand_B,Desktop,Silver,Books,None,Low,Yes,1.9,18.3,2,0
C011502,36-45,Male,Delhi,Premium,Home,Brand_B,Mobile,Platinum,Beauty,Home,Premium,Yes,1.5,19.7,2,1
C011503,56+,Female,Bengaluru,New,Fashion,Brand_C,Mobile,Basic,Books,Electronics,Premium,No,2.9,3.5,4,0
C011504,46-55,Female,Jaipur,New,Electronics,Brand_A,Desktop,Basic,Beauty,Grocery,Medium,Yes,2.0,5.7,4,0
C011505,36-45,Male,Delhi,Regular,Grocery,Brand_C,Mobile,Platinum,Electronics,None,Low,No,2.1,23.6,3,1
C011506,56+,Female,Nagpur,New,Electronics,Brand_F,Mobile,Gold,Beauty,Electronics,Medium,Yes,4.4,18.6,9,1
C011507,18-25,Female,Bengaluru,Regular,Home,Brand_F,Desktop,Basic,Electronics,None,Premium,Yes,3.7,35.6,3,1
C011508,18-25,Female,Jaipur,Premium,Grocery,Brand_E,Desktop,Silver,Sports,Electronics,Medium,Yes,2.9,6.7,3,1
C011509,56+,Male,Delhi,Regular,Grocery,Brand_E,Tablet,Gold,Electronics,Beauty,Low,Yes,3.1,24.3,1,1
C011510,18-25,Female,Mumbai,Premium,Home,Brand_F,Mobile,Basic,Home,Home,High,Yes,4.9,28.4,3,1
C011511,26-35,Male,Ahmedabad,New,Books,Brand_D,Tablet,Silver,Grocery,Home,Premium,Yes,1.6,11.8,4,0
C011512,56+,Male,Chennai,Regular,Sports,Brand_D,Desktop,Platinum,Home,Sports,High,No,3.7,51.6,6,1
C011513,26-35,Male,Chennai,New,Fashion,Brand_E,Mobile,Silver,Grocery,Beauty,Premium,Yes,3.2,23.5,4,1
C011514,46-55,Female,Pune,Regular,Electronics,Brand_B,Mobile,Basic,Fashion,Sports,Premium,No,3.4,55.3,1,0
C011515,56+,Male,Delhi,Premium,Home,Brand_C,Mobile,Silver,Home,None,Premium,Yes,3.8,8.3,1,0
C011516,56+,Female,Ahmedabad,Regular,Fashion,Brand_B,Mobile,Silver,Sports,Grocery,High,No,3.9,28.9,4,1
C011517,56+,Female,Mumbai,New,Beauty,Brand_A,Mobile,Silver,Beauty,Electronics,High,Yes,1.2,12.0,4,0
C011518,36-45,Male,Mumbai,Premium,Beauty,Brand_D,Mobile,Silver,Grocery,Beauty,Premium,No,1.9,39.3,3,1
C011519,26-35,Male,Jaipur,New,Sports,Brand_B,Mobile,Platinum,Home,None,Premium,Yes,2.5,38.0,0,1
C011520,46-55,Female,Hyderabad,Regular,Sports,Brand_A,Desktop,Basic,Fashion,Grocery,Medium,Yes,2.4,7.1,5,1
C011521,26-35,Male,Kolkata,Regular,Home,Brand_E,Mobile,Platinum,Books,Home,Low,No,3.4,20.7,1,1
C011522,46-55,Female,Hyderabad,Regular,Fashion,Brand_D,Mobile,Basic,Grocery,Grocery,Medium,Yes,4.6,34.4,2,1
C011523,26-35,Male,Ahmedabad,VIP,Fashion,Brand_D,Tablet,Silver,Home,Grocery,Medium,No,4.7,18.0,3,1
C011524,26-35,Female,Delhi,Regular,Sports,Brand_E,Mobile,Basic,Fashion,Home,Premium,Yes,1.2,13.3,2,1
C011525,26-35,Female,Kolkata,VIP,Sports,Brand_B,Mobile,Gold,Electronics,Home,Premium,No,4.8,42.0,5,1
C011526,18-25,Female,Hyderabad,Regular,Books,Brand_F,Mobile,Gold,Sports,Beauty,High,No,2.6,11.7,3,0
C011527,18-25,Female,Ahmedabad,Regular,Sports,Brand_B,Mobile,Basic,Electronics,Electronics,High,Yes,1.7,36.2,2,1
C011528,46-55,Female,Nagpur,Regular,Home,Brand_C,Mobile,Platinum,Books,Beauty,Medium,No,3.7,7.9,3,1
C011529,36-45,Female,Bengaluru,Regular,Fashion,Brand_A,Desktop,Basic,Grocery,Electronics,Premium,No,3.5,6.9,3,0
C011530,46-55,Male,Pune,Regular,Home,Brand_B,Tablet,Basic,Fashion,Books,Premium,No,2.9,31.5,2,1
C011531,26-35,Male,Bengaluru,New,Fashion,Brand_A,Mobile,Basic,Home,Books,Low,No,3.2,33.6,2,1
C011532,36-45,Female,Mumbai,New,Electronics,Brand_C,Mobile,Basic,Fashion,None,Medium,Yes,1.2,35.3,2,0
C011533,56+,Female,Hyderabad,Regular,Sports,Brand_A,Desktop,Basic,Fashion,Home,Premium,No,2.9,3.0,1,1
C011534,36-45,Female,Jaipur,VIP,Electronics,Brand_A,Desktop,Basic,Books,Beauty,High,No,2.5,12.3,3,1
C011535,56+,Male,Ahmedabad,Regular,Grocery,Brand_C,Tablet,Basic,Home,Beauty,Premium,No,2.9,4.1,1,0
C011536,46-55,Female,Nagpur,Regular,Grocery,Brand_D,Mobile,Basic,Sports,Sports,Low,Yes,4.1,18.7,5,1
C011537,26-35,Female,Hyderabad,Regular,Books,Brand_D,Desktop,Basic,Electronics,None,Low,No,2.6,10.7,5,0
C011538,18-25,Male,Jaipur,Regular,Books,Brand_E,Mobile,Basic,Grocery,Electronics,Premium,No,1.9,30.3,2,1
C011539,26-35,Female,Ahmedabad,New,Beauty,Brand_A,Mobile,Gold,Fashion,None,Low,Yes,4.0,14.9,2,1
C011540,46-55,Male,Bengaluru,VIP,Electronics,Brand_F,Mobile,Silver,Home,Books,Low,Yes,2.9,41.0,3,1
C011541,36-45,Male,Delhi,Regular,Sports,Brand_E,Desktop,Basic,Beauty,Sports,Low,No,2.6,19.2,1,1
C011542,18-25,Female,Jaipur,Regular,Books,Brand_B,Mobile,Gold,Home,None,Low,No,4.2,46.2,3,1
C011543,56+,Female,Jaipur,New,Fashion,Brand_E,Desktop,Basic,Fashion,Sports,High,Yes,4.1,8.9,6,1
C011544,18-25,Male,Bengaluru,Regular,Electronics,Brand_E,Mobile,Silver,Sports,Books,Medium,No,4.5,11.9,1,1
C011545,56+,Male,Hyderabad,New,Electronics,Brand_B,Desktop,Silver,Electronics,Home,Medium,No,1.3,33.1,5,1
C011546,18-25,Female,Delhi,Regular,Fashion,Brand_D,Mobile,Silver,Fashion,Books,Premium,Yes,1.0,37.0,5,1
C011547,46-55,Male,Kolkata,Regular,Sports,Brand_F,Desktop,Gold,Electronics,Sports,Premium,No,2.0,8.5,2,1
C011548,26-35,Male,Mumbai,Premium,Sports,Brand_E,Desktop,Gold,Books,Grocery,Medium,No,4.3,9.7,2,0
C011549,46-55,Male,Delhi,New,Books,Brand_E,Desktop,Silver,Books,Beauty,Low,No,1.5,23.9,0,1
C011550,18-25,Male,Nagpur,Regular,Beauty,Brand_B,Mobile,Gold,Sports,Electronics,Medium,Yes,4.0,18.2,2,1
C011551,46-55,Female,Jaipur,Regular,Grocery,Brand_A,Mobile,Basic,Beauty,Grocery,High,No,3.6,9.5,2,1
C011552,18-25,Female,Delhi,Premium,Beauty,Brand_A,Desktop,Basic,Home,Grocery,Premium,Yes,4.7,22.7,2,0
C011553,56+,Female,Kolkata,Regular,Electronics,Brand_D,Mobile,Basic,Home,None,Low,No,4.6,65.7,3,1
C011554,56+,Male,Ahmedabad,New,Electronics,Brand_C,Mobile,Basic,Grocery,Books,Premium,No,2.5,21.8,1,0
C011555,56+,Female,Chennai,VIP,Fashion,Brand_B,Desktop,Silver,Sports,None,Medium,No,3.1,15.6,3,1
C011556,46-55,Female,Mumbai,Regular,Books,Brand_A,Desktop,Basic,Sports,Beauty,High,Yes,3.7,18.9,6,1
C011557,56+,Other,Chennai,Premium,Home,Brand_F,Desktop,Silver,Fashion,Fashion,High,Yes,1.1,18.4,5,1
C011558,46-55,Male,Hyderabad,New,Books,Brand_B,Mobile,Basic,Beauty,None,Low,Yes,3.3,21.2,1,1
C011559,56+,Female,Kolkata,Regular,Home,Brand_B,Mobile,Silver,Sports,Sports,Premium,No,1.4,28.1,3,1
C011560,56+,Female,Kolkata,Regular,Sports,Brand_F,Mobile,Silver,Books,None,Premium,No,2.3,4.2,0,0
C011561,46-55,Female,Jaipur,New,Home,Brand_F,Mobile,Basic,Books,Home,Medium,No,1.3,37.3,4,1
C011562,36-45,Male,Kolkata,New,Beauty,Brand_A,Mobile,Gold,Fashion,Grocery,Low,Yes,3.3,11.5,4,0
C011563,18-25,Female,Pune,Regular,Beauty,Brand_C,Mobile,Platinum,Home,Books,Premium,No,4.2,14.8,4,1
C011564,18-25,Male,Jaipur,New,Sports,Brand_A,Tablet,Platinum,Fashion,Books,High,Yes,1.3,9.4,0,1
C011565,46-55,Male,Kolkata,Premium,Fashion,Brand_E,Mobile,Basic,Sports,Beauty,Low,No,1.7,9.2,2,0
C011566,36-45,Male,Jaipur,Premium,Sports,Brand_C,Mobile,Gold,Electronics,Sports,High,No,4.8,17.7,7,1
C011567,46-55,Male,Nagpur,Premium,Sports,Brand_F,Mobile,Basic,Sports,Beauty,High,No,4.0,32.1,2,1
C011568,46-55,Male,Jaipur,Regular,Grocery,Brand_C,Mobile,Basic,Electronics,Books,Low,No,4.7,20.1,1,1
C011569,36-45,Male,Bengaluru,Regular,Sports,Brand_D,Desktop,Basic,Grocery,Electronics,Low,No,3.4,6.6,1,1
C011570,36-45,Female,Jaipur,Regular,Home,Brand_A,Mobile,Basic,Grocery,Sports,High,No,4.9,19.3,1,0
C011571,36-45,Female,Pune,Regular,Grocery,Brand_C,Desktop,Gold,Books,Home,Premium,Yes,4.2,10.1,9,1
C011572,26-35,Female,Hyderabad,Regular,Electronics,Brand_B,Mobile,Basic,Fashion,Fashion,High,Yes,4.1,13.7,2,1
C011573,26-35,Male,Mumbai,Regular,Books,Brand_B,Mobile,Silver,Home,Electronics,Medium,No,3.1,9.9,2,1
C011574,26-35,Female,Nagpur,New,Fashion,Brand_E,Mobile,Basic,Beauty,Home,High,Yes,2.3,38.5,3,1
C011575,56+,Female,Bengaluru,Regular,Books,Brand_A,Tablet,Gold,Fashion,Electronics,Low,No,3.6,33.2,1,1
C011576,18-25,Male,Chennai,VIP,Fashion,Brand_D,Desktop,Basic,Grocery,Grocery,High,Yes,4.1,9.1,3,1
C011577,36-45,Male,Delhi,VIP,Books,Brand_A,Mobile,Silver,Books,Beauty,High,No,4.8,30.5,3,1
C011578,26-35,Male,Kolkata,New,Grocery,Brand_D,Mobile,Silver,Sports,None,Medium,No,1.9,38.6,3,1
C011579,46-55,Female,Pune,Regular,Grocery,Brand_A,Desktop,Silver,Grocery,Electronics,High,No,4.0,32.2,1,0
C011580,26-35,Female,Nagpur,New,Electronics,Brand_B,Mobile,Silver,Home,Sports,Premium,Yes,2.4,29.5,2,0
C011581,26-35,Female,Kolkata,VIP,Electronics,Brand_F,Mobile,Basic,Grocery,Beauty,Medium,No,2.3,14.1,1,1
C011582,18-25,Female,Bengaluru,Regular,Home,Brand_E,Desktop,Silver,Electronics,Beauty,Low,Yes,3.3,16.5,3,0
C011583,46-55,Male,Jaipur,Regular,Home,Brand_F,Desktop,Silver,Books,Home,High,No,4.4,15.5,1,1
C011584,36-45,Male,Jaipur,New,Electronics,Brand_B,Desktop,Silver,Beauty,Beauty,Medium,Yes,3.2,31.1,3,1
C011585,26-35,Female,Chennai,Regular,Home,Brand_D,Mobile,Silver,Sports,Books,Low,No,4.1,5.8,4,0
C011586,18-25,Male,Chennai,New,Sports,Brand_F,Desktop,Gold,Beauty,Fashion,Medium,Yes,2.0,29.6,3,1
C011587,26-35,Male,Chennai,Regular,Grocery,Brand_D,Mobile,Basic,Grocery,Home,Medium,Yes,1.8,12.3,4,1
C011588,46-55,Male,Jaipur,Regular,Home,Brand_A,Mobile,Gold,Books,Home,Low,Yes,3.2,18.4,5,1
C011589,46-55,Female,Hyderabad,Premium,Grocery,Brand_F,Mobile,Silver,Electronics,Beauty,Low,Yes,2.6,20.3,2,1
C011590,56+,Male,Jaipur,Premium,Grocery,Brand_A,Desktop,Silver,Sports,Grocery,Medium,No,4.9,9.2,2,1
C011591,36-45,Female,Chennai,New,Sports,Brand_C,Mobile,Basic,Fashion,Beauty,Premium,No,3.4,13.3,3,1
C011592,36-45,Male,Delhi,VIP,Books,Brand_D,Mobile,Silver,Sports,None,Low,Yes,3.1,72.1,1,1
C011593,18-25,Female,Ahmedabad,Premium,Fashion,Brand_A,Tablet,Platinum,Fashion,Home,Low,Yes,1.9,3.5,7,1
C011594,36-45,Female,Jaipur,New,Fashion,Brand_E,Mobile,Basic,Sports,Grocery,Low,No,3.3,67.7,2,1
C011595,56+,Male,Ahmedabad,Regular,Electronics,Brand_B,Tablet,Basic,Home,Beauty,Premium,No,4.4,17.4,1,1
C011596,56+,Female,Delhi,Regular,Sports,Brand_E,Mobile,Basic,Fashion,Electronics,Medium,No,2.8,19.7,2,1
C011597,18-25,Female,Pune,Premium,Fashion,Brand_A,Desktop,Basic,Fashion,Books,Medium,Yes,2.3,29.4,3,1
C011598,26-35,Male,Nagpur,New,Home,Brand_B,Mobile,Gold,Grocery,None,Low,Yes,4.5,13.0,3,1
C011599,18-25,Female,Jaipur,Premium,Sports,Brand_A,Desktop,Gold,Electronics,Grocery,Low,Yes,4.2,18.8,2,0
C011600,46-55,Male,Mumbai,New,Books,Brand_C,Tablet,Silver,Books,Beauty,Medium,No,4.6,49.2,2,1
C011601,46-55,Female,Mumbai,VIP,Sports,Brand_C,Mobile,Gold,Sports,Electronics,Low,No,3.1,6.5,3,1
C011602,26-35,Male,Mumbai,New,Home,Brand_C,Mobile,Silver,Fashion,Fashion,High,Yes,3.5,30.5,5,1
C011603,26-35,Female,Mumbai,Premium,Books,Brand_D,Desktop,Silver,Electronics,None,Low,No,2.0,11.8,1,0
C011604,56+,Male,Nagpur,New,Books,Brand_A,Mobile,Gold,Books,Books,Medium,No,2.7,20.9,2,0
C011605,18-25,Female,Ahmedabad,New,Electronics,Brand_B,Desktop,Basic,Grocery,Grocery,Medium,No,5.0,5.7,3,1
C011606,26-35,Male,Pune,New,Grocery,Brand_A,Mobile,Silver,Beauty,Beauty,Premium,No,2.9,8.9,3,0
C011607,46-55,Female,Ahmedabad,New,Grocery,Brand_A,Mobile,Gold,Grocery,Fashion,Low,Yes,1.5,29.8,1,1
C011608,18-25,Male,Nagpur,Regular,Fashion,Brand_A,Mobile,Gold,Home,Books,Medium,Yes,3.1,8.2,1,1
C011609,26-35,Female,Delhi,Premium,Electronics,Brand_F,Mobile,Basic,Books,Books,Premium,No,4.5,7.3,3,1
C011610,46-55,Female,Jaipur,New,Fashion,Brand_A,Mobile,Silver,Fashion,Grocery,High,No,1.7,12.6,3,0
C011611,26-35,Male,Delhi,Premium,Fashion,Brand_C,Mobile,Silver,Home,Home,Medium,No,3.7,46.2,3,1
C011612,26-35,Male,Jaipur,Premium,Books,Brand_C,Mobile,Platinum,Books,Home,High,Yes,3.9,13.6,8,1
C011613,18-25,Male,Chennai,Regular,Sports,Brand_F,Desktop,Basic,Sports,Grocery,Medium,No,4.2,16.3,1,1
C011614,56+,Male,Nagpur,Premium,Home,Brand_F,Mobile,Basic,Beauty,Grocery,Premium,Yes,2.7,10.5,5,1
C011615,56+,Male,Pune,Premium,Grocery,Brand_C,Tablet,Basic,Home,Beauty,Low,Yes,2.7,12.3,5,0
C011616,36-45,Male,Hyderabad,New,Grocery,Brand_F,Desktop,Basic,Home,Fashion,High,No,4.5,25.5,2,1
C011617,26-35,Female,Jaipur,Premium,Beauty,Brand_D,Desktop,Basic,Beauty,Home,High,Yes,2.7,43.6,3,1
C011618,18-25,Male,Jaipur,Premium,Home,Brand_A,Desktop,Silver,Electronics,Home,High,No,1.4,25.9,1,1
C011619,36-45,Male,Delhi,VIP,Beauty,Brand_B,Mobile,Gold,Fashion,Home,Medium,Yes,1.1,14.0,4,1
C011620,36-45,Male,Jaipur,New,Fashion,Brand_F,Tablet,Basic,Sports,Grocery,Low,Yes,1.6,3.8,7,1
C011621,56+,Female,Ahmedabad,New,Electronics,Brand_A,Mobile,Basic,Sports,None,Premium,Yes,3.7,16.5,5,1
C011622,18-25,Female,Mumbai,Regular,Beauty,Brand_E,Desktop,Silver,Electronics,Books,High,Yes,1.5,5.6,0,1
C011623,36-45,Male,Chennai,New,Grocery,Brand_E,Mobile,Basic,Home,Fashion,Low,Yes,2.7,13.6,0,1
C011624,36-45,Female,Delhi,New,Sports,Brand_E,Mobile,Silver,Sports,Beauty,High,No,4.6,12.8,2,1
C011625,46-55,Male,Pune,New,Home,Brand_C,Mobile,Silver,Electronics,Electronics,Premium,No,1.9,8.1,2,1
C011626,18-25,Male,Ahmedabad,New,Grocery,Brand_F,Mobile,Gold,Sports,Home,Premium,No,2.6,22.8,4,1
C011627,26-35,Male,Jaipur,New,Home,Brand_F,Mobile,Platinum,Home,None,Premium,No,2.6,19.7,2,1
C011628,56+,Female,Bengaluru,New,Electronics,Brand_F,Mobile,Basic,Sports,Home,Premium,No,4.2,19.7,2,1
C011629,46-55,Female,Ahmedabad,VIP,Sports,Brand_F,Mobile,Silver,Sports,Books,Medium,No,2.7,11.7,3,1
C011630,36-45,Male,Hyderabad,Premium,Home,Brand_B,Mobile,Gold,Home,Fashion,Medium,Yes,2.8,24.4,1,1
C011631,56+,Male,Kolkata,New,Electronics,Brand_F,Mobile,Basic,Fashion,Books,Medium,Yes,4.1,5.6,4,0
C011632,56+,Male,Ahmedabad,Premium,Grocery,Brand_C,Mobile,Basic,Sports,Fashion,Low,Yes,4.1,36.2,1,1
C011633,26-35,Female,Mumbai,New,Books,Brand_C,Mobile,Gold,Home,Grocery,High,No,3.2,12.4,4,0
C011634,36-45,Female,Hyderabad,New,Sports,Brand_F,Mobile,Silver,Fashion,None,Premium,No,1.5,30.4,7,1
C011635,18-25,Other,Delhi,New,Beauty,Brand_C,Mobile,Basic,Books,Grocery,Premium,No,2.0,6.7,4,1
C011636,18-25,Female,Hyderabad,Regular,Sports,Brand_F,Desktop,Basic,Fashion,Home,High,Yes,2.5,7.2,5,1
C011637,56+,Male,Hyderabad,New,Home,Brand_A,Mobile,Basic,Home,Books,Low,Yes,2.8,13.9,3,1
C011638,46-55,Male,Jaipur,VIP,Sports,Brand_F,Desktop,Basic,Fashion,Electronics,Low,Yes,3.8,5.0,2,1
C011639,18-25,Male,Kolkata,Premium,Grocery,Brand_D,Desktop,Gold,Fashion,Home,Premium,No,1.3,13.3,4,0
C011640,18-25,Female,Kolkata,Premium,Books,Brand_C,Desktop,Platinum,Home,Beauty,Medium,Yes,1.2,15.0,1,1
C011641,56+,Female,Chennai,VIP,Sports,Brand_C,Mobile,Platinum,Beauty,Sports,Premium,Yes,3.2,23.9,1,1
C011642,18-25,Male,Kolkata,Premium,Home,Brand_F,Desktop,Silver,Books,Books,High,Yes,2.5,24.5,1,1
C011643,36-45,Male,Bengaluru,New,Home,Brand_E,Mobile,Gold,Sports,Electronics,High,No,3.1,21.2,5,1
C011644,18-25,Female,Kolkata,New,Sports,Brand_A,Desktop,Platinum,Electronics,None,High,Yes,2.5,13.5,0,1
